Taxon	
mgm4637840.3	
Proline and 4-hydroxyproline	12574	
Proteasome related clusters	46	
Protein and nucleoprotein secretion system, Type IV	6578	
Protein biosynthesis	136004	
Protein degradation	41328	
Protein export?	8196	
Protein folding	24350	
Protein processing and modification	39686	
Protein secretion system, Type I	151	
Protein secretion system, Type II	10909	
Protein secretion system, Type III	532	
Protein secretion system, Type V	239	
Protein secretion system, Type VI	9796	
Protein secretion system, Type VII (Chaperone/Usher pathway, CU)	106	
Protein secretion system, Type VIII (Extracellular nucleation/precipitation pathway, ENP)	599	
Protein translocation across cytoplasmic membrane	13059	
Proteolytic pathway	276	
Purines	46721	
Putative GGDEF domain protein related to agglutinin secretion	150	
Putative Isoquinoline 1-oxidoreductase subunit	5448	
Putative asociate of RNA polymerase sigma-54 factor rpoN	10601	
Putrescine/GABA utilization cluster-temporal,to add to SSs	3640	
Pyridoxine	13264	
Pyrimidines	36017	
Pyruvate kinase associated cluster	2612	
Quinone cofactors	13315	
Quorum sensing and biofilm formation	2929	
RNA processing and modification	81228	
Recombination related cluster	1017	
Regulation of virulence	8043	
Related to Menaquinone-cytochrome C reductase 	239	
Resistance to antibiotics and toxic compounds	78523	
Reverse electron transport	63	
Riboflavin, FMN, FAD	6243	
Ribosomal Protein L28P relates to a set of uncharacterized proteins	4925	
Ribosome-related cluster	6095	
Sarcosine oxidase	1826	
Selenoproteins	12647	
Shiga toxin cluster	2848	
Siderophores	2304	
Signal transduction in Eukaryotes	5	
Social motility and nonflagellar swimming in bacteria	82	
Sodium Ion-Coupled Energetics	459	
Spore DNA protection	36	
Sugar Phosphotransferase Systems, PTS	1706	
Sugar alcohols	22064	
Sulfatases and sulfatase modifying factor 1 (and a hypothetical)	5872	
Tetrapyrroles	26426	
Three hypotheticals linked to lipoprotein biosynthesis	1672	
TldD cluster	3437	
Toxins and superantigens	293	
Transcription	37321	
Translation	5202	
Transposable elements	4159	
Triacylglycerols	530	
Tricarboxylate transporter	1255	
Two related proteases	4586	
Uni- Sym- and Antiporters	2189	
alpha-proteobacterial cluster of hypotheticals	1259	
proteosome related	3995	
recX and regulatory cluster	1666	
tRNA sulfuration	2598	

