Taxon	
mgm4637843.3	
Social motility and nonflagellar swimming in bacteria	110	
Sodium Ion-Coupled Energetics	793	
Spore DNA protection	15	
Sugar Phosphotransferase Systems, PTS	2245	
Sugar alcohols	29635	
Sulfatases and sulfatase modifying factor 1 (and a hypothetical)	9230	
Tetrapyrroles	35947	
Three hypotheticals linked to lipoprotein biosynthesis	2149	
TldD cluster	4824	
Toxins and superantigens	478	
Transcription	53282	
Translation	7029	
Transposable elements	6077	
Triacylglycerols	647	
Tricarboxylate transporter	2453	
Two related proteases	6198	
Uni- Sym- and Antiporters	2659	
alpha-proteobacterial cluster of hypotheticals	2304	
proteosome related	4515	
recX and regulatory cluster	2137	
tRNA sulfuration	3701	

