Subsystems.level3	mgm4637813.3
At2g23840;Miscellaneous;Plant-Prokaryote DOE project;At2g23840	1738
At4g10620_At3g57180_At3g47450;Miscellaneous;Plant-Prokaryote DOE project;At4g10620_At3g57180_At3g47450	2
At5g48545_and_At3g56490_At1g31160;Miscellaneous;Plant-Prokaryote DOE project;At5g48545_and_At3g56490_At1g31160	1
Auxin_biosynthesis;Secondary Metabolism;Plant Hormones;Auxin_biosynthesis	2122
Auxin_degradation;Secondary Metabolism;Plant Hormones;Auxin_degradation	1939
Bacillibactin_Siderophore;Iron acquisition and metabolism;Siderophores;Bacillibactin_Siderophore	2
Bacillus_biofilm_matrix_protein_component_TasA_and_homologs;Dormancy and Sporulation;-;Bacillus_biofilm_matrix_protein_component_TasA_and_homologs	1
Bacterial_Cell_Division;Clustering-based subsystems;-;Bacterial_Cell_Division	8072
Bacterial_Chemotaxis;Motility and Chemotaxis;-;Bacterial_Chemotaxis	216
Bacterial_Cytoskeleton;Cell Division and Cell Cycle;-;Bacterial_Cytoskeleton	2089
Benzoate_transport_and_degradation_cluster;Metabolism of Aromatic Compounds;-;Benzoate_transport_and_degradation_cluster	677
Beta-Glucoside_Metabolism;Carbohydrates;Di- and oligosaccharides;Beta-Glucoside_Metabolism	134
Beta-lactamase_cluster_in_Streptococcus;Clustering-based subsystems;Carbohydrates;Beta-lactamase_cluster_in_Streptococcus	108
Betaine_biosynthesis_from_glycine;Stress Response;Osmotic stress;Betaine_biosynthesis_from_glycine	39
Biogenesis_of_cbb3-type_cytochrome_c_oxidases;Respiration;-;Biogenesis_of_cbb3-type_cytochrome_c_oxidases	63
Branched-Chain_Amino_Acid_Biosynthesis;Amino Acids and Derivatives;Branched-chain amino acids;Branched-Chain_Amino_Acid_Biosynthesis	1664
Branched_chain_amino_acid_degradation_regulons;Amino Acids and Derivatives;Branched-chain amino acids;Branched_chain_amino_acid_degradation_regulons	2563
Butanol_Biosynthesis;Carbohydrates;Fermentation;Butanol_Biosynthesis	108
CBSS-176280.1.peg.1561;Clustering-based subsystems;-;CBSS-176280.1.peg.1561	1
CBSS-176299.4.peg.1292;Clustering-based subsystems;Probably GTP or GMP signaling related;CBSS-176299.4.peg.1292	54
CBSS-176299.4.peg.1996B;Clustering-based subsystems;-;CBSS-176299.4.peg.1996B	2385
CBSS-196164.1.peg.1690;Clustering-based subsystems;Cytochrome biogenesis;CBSS-196164.1.peg.1690	2587
CBSS-203122.12.peg.188;Phages, Prophages, Transposable elements, Plasmids;Transposable elements;CBSS-203122.12.peg.188	3
CBSS-235.1.peg.567;Clustering-based subsystems;-;CBSS-235.1.peg.567	2
CBSS-257314.1.peg.676;Clustering-based subsystems;Two related proteases;CBSS-257314.1.peg.676	2078
CBSS-258594.1.peg.3339;Clustering-based subsystems;Biosynthesis of galactoglycans and related lipopolysacharides;CBSS-258594.1.peg.3339	5
CBSS-261594.1.peg.788;Clustering-based subsystems;recX and regulatory cluster;CBSS-261594.1.peg.788	10
CBSS-288000.5.peg.1793;Clustering-based subsystems;Pyruvate kinase associated cluster;CBSS-288000.5.peg.1793	29
CBSS-316273.3.peg.2378;Clustering-based subsystems;-;CBSS-316273.3.peg.2378	59
CBSS-316273.3.peg.2709;Clustering-based subsystems;-;CBSS-316273.3.peg.2709	1
CBSS-326442.4.peg.1852;Clustering-based subsystems;Translation;CBSS-326442.4.peg.1852	1
CBSS-342610.3.peg.1794;Clustering-based subsystems;-;CBSS-342610.3.peg.1794	1337
CBSS-393121.3.peg.2760;Clustering-based subsystems;Protein export?;CBSS-393121.3.peg.2760	1447
CBSS-52598.3.peg.2843;Clustering-based subsystems;alpha-proteobacterial cluster of hypotheticals;CBSS-52598.3.peg.2843	192
CBSS-83332.1.peg.3803;Clustering-based subsystems;-;CBSS-83332.1.peg.3803	2711
CO2_uptake,_carboxysome;Carbohydrates;CO2 fixation;CO2_uptake,_carboxysome	181
COG0523;Miscellaneous;Plant-Prokaryote DOE project;COG0523	12
COG2363;Miscellaneous;Plant-Prokaryote DOE project;COG2363	1796
CRISP_Cmr_Cluster;DNA Metabolism;CRISPs;CRISP_Cmr_Cluster	1
CTP_synthase_(EC_6.3.4.2)_cluster;Clustering-based subsystems;-;CTP_synthase_(EC_6.3.4.2)_cluster	3158
Calvin-Benson_cycle;Carbohydrates;CO2 fixation;Calvin-Benson_cycle	400
Campylobacter_Iron_Metabolism;Iron acquisition and metabolism;-;Campylobacter_Iron_Metabolism	6
Carboxysome;Carbohydrates;CO2 fixation;Carboxysome	96
Carotenoids;Fatty Acids, Lipids, and Isoprenoids;Isoprenoids;Carotenoids	2
Catechol_branch_of_beta-ketoadipate_pathway;Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Catechol_branch_of_beta-ketoadipate_pathway	374
Cell_division-ribosomal_stress_proteins_cluster;Clustering-based subsystems;-;Cell_division-ribosomal_stress_proteins_cluster	8568
Chlorobenzoate_degradation;Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Chlorobenzoate_degradation	2
Chlorophyll_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Chlorophyll_Biosynthesis	20
Cholesterol_catabolic_operon_in_Mycobacteria;Fatty Acids, Lipids, and Isoprenoids;-;Cholesterol_catabolic_operon_in_Mycobacteria	26
Choline_Transport;Membrane Transport;-;Choline_Transport	41
Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis;Stress Response;Osmotic stress;Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis	1
Chorismate:_Intermediate_for_synthesis_of_Tryptophan,_PAPA_antibiotics,_PABA,_3-hydroxyanthranilate_and_more.;Amino Acids and Derivatives;Aromatic amino acids and derivatives;Chorismate:_Intermediate_for_synthesis_of_Tryptophan,_PAPA_antibiotics,_PABA,_3-hydroxyanthranilate_and_more.	2789
Chorismate_Synthesis;Amino Acids and Derivatives;Aromatic amino acids and derivatives;Chorismate_Synthesis	802
Citrate_Utilization_System_(CitAB,_CitH,_and_tctABC);Membrane Transport;-;Citrate_Utilization_System_(CitAB,_CitH,_and_tctABC)	126
ClpAS_cluster;Clustering-based subsystems;-;ClpAS_cluster	2385
Cluster-based_Subsystem_Grouping_Hypotheticals_-_perhaps_Proteosome_Related;Clustering-based subsystems;proteosome related;Cluster-based_Subsystem_Grouping_Hypotheticals_-_perhaps_Proteosome_Related	1192
Cluster_containing_CofD-like_protein_and_co-occuring_with_DNA_repair;Clustering-based subsystems;-;Cluster_containing_CofD-like_protein_and_co-occuring_with_DNA_repair	122
Coenzyme_A_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Coenzyme A;Coenzyme_A_Biosynthesis	1665
Coenzyme_B12_biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Coenzyme_B12_biosynthesis	508
Coenzyme_B_synthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Coenzyme B;Coenzyme_B_synthesis	1
Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate);Amino Acids and Derivatives;Aromatic amino acids and derivatives;Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate)	802
Competence_or_DNA_damage-inducible_protein_CinA_and_related_protein_families;Miscellaneous;Plant-Prokaryote DOE project;Competence_or_DNA_damage-inducible_protein_CinA_and_related_protein_families	2079
Conjugative_transfer;Membrane Transport;Protein and nucleoprotein secretion system, Type IV;Conjugative_transfer	6
Conjugative_transfer_related_cluster;Clustering-based subsystems;-;Conjugative_transfer_related_cluster	7
Conjugative_transposon,_Bacteroidales;Phages, Prophages, Transposable elements, Plasmids;Transposable elements;Conjugative_transposon,_Bacteroidales	1
Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase;Clustering-based subsystems;-;Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase	1
Conserved_gene_cluster_possibly_involved_in_RNA_metabolism;Miscellaneous;Plant-Prokaryote DOE project;Conserved_gene_cluster_possibly_involved_in_RNA_metabolism	1
Control_of_cell_elongation_-_division_cycle_in_Bacilli;Cell Division and Cell Cycle;-;Control_of_cell_elongation_-_division_cycle_in_Bacilli	1
Cyanate_hydrolysis;Nitrogen Metabolism;-;Cyanate_hydrolysis	152
Cysteine_Biosynthesis;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Cysteine_Biosynthesis	1163
Cytochrome_B6-F_complex;Respiration;-;Cytochrome_B6-F_complex	17
D-Galacturonate_and_D-Glucuronate_Utilization;Carbohydrates;Monosaccharides;D-Galacturonate_and_D-Glucuronate_Utilization	115
D-Sorbitol(D-Glucitol)_and_L-Sorbose_Utilization;Carbohydrates;Monosaccharides;D-Sorbitol(D-Glucitol)_and_L-Sorbose_Utilization	4
D-galactarate,_D-glucarate_and_D-glycerate_catabolism;Carbohydrates;Monosaccharides;D-galactarate,_D-glucarate_and_D-glycerate_catabolism	73
DMSP_breakdown;Sulfur Metabolism;Organic sulfur assimilation;DMSP_breakdown	1
DNA-replication;DNA Metabolism;DNA replication;DNA-replication	2091
DNA_repair,_UvrABC_system;DNA Metabolism;DNA repair;DNA_repair,_UvrABC_system	13396
DNA_repair,_bacterial;DNA Metabolism;DNA repair;DNA_repair,_bacterial	2078
DNA_repair,_bacterial_RecBCD_pathway;DNA Metabolism;DNA repair;DNA_repair,_bacterial_RecBCD_pathway	108
DNA_repair,_bacterial_RecFOR_pathway;DNA Metabolism;DNA repair;DNA_repair,_bacterial_RecFOR_pathway	2078
DNA_repair,_bacterial_UmuCD_system;DNA Metabolism;DNA repair;DNA_repair,_bacterial_UmuCD_system	2078
DNA_topoisomerases,_Type_II,_ATP-dependent;DNA Metabolism;DNA replication;DNA_topoisomerases,_Type_II,_ATP-dependent	1337
DOE_COG3533;Miscellaneous;Plant-Prokaryote DOE project;DOE_COG3533	14
De_Novo_Pyrimidine_Synthesis;Nucleosides and Nucleotides;Pyrimidines;De_Novo_Pyrimidine_Synthesis	6783
DedA_family_of_inner_membrane_proteins;Miscellaneous;-;DedA_family_of_inner_membrane_proteins	1
Dehydrogenase_complexes;Carbohydrates;Central carbohydrate metabolism;Dehydrogenase_complexes	3326
Deoxyribose_and_Deoxynucleoside_Catabolism;Carbohydrates;Monosaccharides;Deoxyribose_and_Deoxynucleoside_Catabolism	8
Dissimilatory_nitrite_reductase;Nitrogen Metabolism;-;Dissimilatory_nitrite_reductase	1
Dot-Icm_type_IV_secretion_system;Membrane Transport;Protein and nucleoprotein secretion system, Type IV;Dot-Icm_type_IV_secretion_system	1
ECF_class_transporters;Membrane Transport;-;ECF_class_transporters	2
ESAT-6_proteins_secretion_system_in_Actinobacteria;Membrane Transport;Protein translocation across cytoplasmic membrane;ESAT-6_proteins_secretion_system_in_Actinobacteria	9
EcsAB_transporter_affecting_expression_and_secretion_of_secretory_preproteins;Membrane Transport;Protein translocation across cytoplasmic membrane;EcsAB_transporter_affecting_expression_and_secretion_of_secretory_preproteins	1
Entner-Doudoroff_Pathway;Carbohydrates;Central carbohydrate metabolism;Entner-Doudoroff_Pathway	195
Erythritol_utilization;Carbohydrates;Sugar alcohols;Erythritol_utilization	70
Ethylmalonyl-CoA_pathway_of_C2_assimilation;Carbohydrates;Central carbohydrate metabolism;Ethylmalonyl-CoA_pathway_of_C2_assimilation	1677
Exosporium;Dormancy and Sporulation;-;Exosporium	1
Experimental-COG2515;Miscellaneous;Plant-Prokaryote DOE project;Experimental-COG2515	238
Experimental-Ubiquinone_BiosynthesisVDC;Miscellaneous;Plant-Prokaryote DOE project;Experimental-Ubiquinone_BiosynthesisVDC	1
Experimental_-_Histidine_Degradation;Miscellaneous;Plant-Prokaryote DOE project;Experimental_-_Histidine_Degradation	5133
F0F1-type_ATP_synthase;Respiration;ATP synthases;F0F1-type_ATP_synthase	5410
Fatty_Acid_Biosynthesis_FASI;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Fatty_Acid_Biosynthesis_FASI	87
Fatty_Acid_Biosynthesis_FASII;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Fatty_Acid_Biosynthesis_FASII	3619
Fermentations:_Lactate;Carbohydrates;Fermentation;Fermentations:_Lactate	3043
Fermentations:_Mixed_acid;Carbohydrates;Fermentation;Fermentations:_Mixed_acid	108
Flagellar_motility;Motility and Chemotaxis;Flagellar motility in Prokaryota;Flagellar_motility	214
Flagellum;Motility and Chemotaxis;Flagellar motility in Prokaryota;Flagellum	3874
Folate_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Folate and pterines;Folate_Biosynthesis	568
Formate_hydrogenase;Respiration;-;Formate_hydrogenase	280
G3E_family_of_P-loop_GTPases_(metallocenter_biosynthesis);Protein Metabolism;Protein processing and modification;G3E_family_of_P-loop_GTPases_(metallocenter_biosynthesis)	7303
GABA_and_putrescine_metabolism_from_cluters;Clustering-based subsystems;Putrescine/GABA utilization cluster-temporal,to add to SSs;GABA_and_putrescine_metabolism_from_cluters	41
Glutamate-mediated_methylamine_utilization_pathway;Clustering-based subsystems;Methylamine utilization;Glutamate-mediated_methylamine_utilization_pathway	9777
Glutamate_and_Aspartate_uptake_in_Bacteria;Amino Acids and Derivatives;Glutamine, glutamate, aspartate, asparagine; ammonia assimilation;Glutamate_and_Aspartate_uptake_in_Bacteria	75
Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis;Amino Acids and Derivatives;Glutamine, glutamate, aspartate, asparagine; ammonia assimilation;Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis	9950
Glutamine_synthetases;Amino Acids and Derivatives;Glutamine, glutamate, aspartate, asparagine; ammonia assimilation;Glutamine_synthetases	4313
Glutaredoxins;Stress Response;Oxidative stress;Glutaredoxins	83
Glutathione-dependent_pathway_of_formaldehyde_detoxification;Stress Response;Detoxification;Glutathione-dependent_pathway_of_formaldehyde_detoxification	614
Glutathione:_Biosynthesis_and_gamma-glutamyl_cycle;Stress Response;Oxidative stress;Glutathione:_Biosynthesis_and_gamma-glutamyl_cycle	45
Glutathione:_Non-redox_reactions;Stress Response;Oxidative stress;Glutathione:_Non-redox_reactions	1
Glutathione:_Redox_cycle;Stress Response;Oxidative stress;Glutathione:_Redox_cycle	83
Glycerate_metabolism;Carbohydrates;Organic acids;Glycerate_metabolism	268
Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization;Carbohydrates;Sugar alcohols;Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization	566
Glycine_Biosynthesis;Amino Acids and Derivatives;Alanine, serine, and glycine;Glycine_Biosynthesis	2654
Glycine_and_Serine_Utilization;Amino Acids and Derivatives;Alanine, serine, and glycine;Glycine_and_Serine_Utilization	5249
Glycine_cleavage_system;Amino Acids and Derivatives;Alanine, serine, and glycine;Glycine_cleavage_system	2595
Glycogen_metabolism;Carbohydrates;Polysaccharides;Glycogen_metabolism	7238
Glycogen_metabolism_cluster;Clustering-based subsystems;-;Glycogen_metabolism_cluster	7238
Glycolysis_and_Gluconeogenesis;Carbohydrates;Central carbohydrate metabolism;Glycolysis_and_Gluconeogenesis	239
Glyoxylate_bypass;Carbohydrates;Central carbohydrate metabolism;Glyoxylate_bypass	7006
GroEL_GroES;Protein Metabolism;Protein folding;GroEL_GroES	6036
HMG_CoA_Synthesis;Amino Acids and Derivatives;Branched-chain amino acids;HMG_CoA_Synthesis	2189
Heat_shock_dnaK_gene_cluster_extended;Stress Response;Heat shock;Heat_shock_dnaK_gene_cluster_extended	8899
Heme,_hemin_uptake_and_utilization_systems_in_GramNegatives;Iron acquisition and metabolism;-;Heme,_hemin_uptake_and_utilization_systems_in_GramNegatives	1
Heme,_hemin_uptake_and_utilization_systems_in_GramPositives;Iron acquisition and metabolism;-;Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	3
Heme_and_Siroheme_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Heme_and_Siroheme_Biosynthesis	788
Heme_biosynthesis_orphans;Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Heme_biosynthesis_orphans	1
Hemin_transport_system;Iron acquisition and metabolism;-;Hemin_transport_system	1
Heterocyst_formation_in_cyanobacteria;Cell Division and Cell Cycle;-;Heterocyst_formation_in_cyanobacteria	1
Histidine_Degradation;Amino Acids and Derivatives;Histidine Metabolism;Histidine_Degradation	2479
Hydantoin_metabolism;Nucleosides and Nucleotides;-;Hydantoin_metabolism	38
Hydrogenases;Respiration;Electron donating reactions;Hydrogenases	892
Hyperosmotic_potassium_uptake;Potassium metabolism;-;Hyperosmotic_potassium_uptake	1
Inorganic_Sulfur_Assimilation;Sulfur Metabolism;Inorganic sulfur assimilation;Inorganic_Sulfur_Assimilation	1230
Inositol_catabolism;Carbohydrates;Sugar alcohols;Inositol_catabolism	110
Integrons;Phages, Prophages, Transposable elements, Plasmids;-;Integrons	1
Iojap;Miscellaneous;Plant-Prokaryote DOE project;Iojap	3579
Iron-sulfur_cluster_assembly;Miscellaneous;Plant-Prokaryote DOE project;Iron-sulfur_cluster_assembly	2587
Iron_acquisition_in_Streptococcus;Iron acquisition and metabolism;-;Iron_acquisition_in_Streptococcus	2
Isoleucine_degradation;Amino Acids and Derivatives;Branched-chain amino acids;Isoleucine_degradation	279
Ketoisovalerate_oxidoreductase;Amino Acids and Derivatives;Branched-chain amino acids;Ketoisovalerate_oxidoreductase	6072
L-fucose_utilization;Carbohydrates;Monosaccharides;L-fucose_utilization	664
L-fucose_utilization_temp;Carbohydrates;Monosaccharides;L-fucose_utilization_temp	593
LMPTP_YwlE_cluster;Clustering-based subsystems;-;LMPTP_YwlE_cluster	4392
LOS_core_oligosaccharide_biosynthesis;Cell Wall and Capsule;Gram-Negative cell wall components;LOS_core_oligosaccharide_biosynthesis	879
Leucine_Degradation_and_HMG-CoA_Metabolism;Amino Acids and Derivatives;Branched-chain amino acids;Leucine_Degradation_and_HMG-CoA_Metabolism	2563
Lysine_Biosynthesis_DAP_Pathway;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Lysine_Biosynthesis_DAP_Pathway	905
Lysine_degradation;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Lysine_degradation	161
Lysine_fermentation;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Lysine_fermentation	129
Macromolecular_synthesis_operon;Cell Division and Cell Cycle;-;Macromolecular_synthesis_operon	10424
Malonate_decarboxylase;Carbohydrates;Organic acids;Malonate_decarboxylase	56
Menaquinone_and_Phylloquinone_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Quinone cofactors;Menaquinone_and_Phylloquinone_Biosynthesis	478
Metallocarboxypeptidases_(EC_3.4.17.-);Protein Metabolism;Protein degradation;Metallocarboxypeptidases_(EC_3.4.17.-)	6
Methanogenesis_from_methylated_compounds;Carbohydrates;One-carbon Metabolism;Methanogenesis_from_methylated_compounds	10
Methionine_Biosynthesis;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Methionine_Biosynthesis	6082
Methionine_Degradation;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Methionine_Degradation	9408
Methylcitrate_cycle;Carbohydrates;Organic acids;Methylcitrate_cycle	1946
Na+_translocating_decarboxylases_and_related_biotin-dependent_enzymes;Respiration;Sodium Ion-Coupled Energetics;Na+_translocating_decarboxylases_and_related_biotin-dependent_enzymes	27
NiFe_hydrogenase_maturation;Respiration;Electron donating reactions;NiFe_hydrogenase_maturation	410
Niacin-Choline_transport_and_metabolism;Miscellaneous;Plant-Prokaryote DOE project;Niacin-Choline_transport_and_metabolism	1
Nitrate_and_nitrite_ammonification;Nitrogen Metabolism;-;Nitrate_and_nitrite_ammonification	1111
Nitrogen_fixation;Nitrogen Metabolism;-;Nitrogen_fixation	1
Nitrosative_stress;Nitrogen Metabolism;-;Nitrosative_stress	1
Novel_non-oxidative_pathway_of_Uracil_catabolism;Nucleosides and Nucleotides;Pyrimidines;Novel_non-oxidative_pathway_of_Uracil_catabolism	1188
Oxidative_stress;Stress Response;Oxidative stress;Oxidative_stress	3293
P38_MAP_kinase_pathways;Regulation and Cell signaling;Signal transduction in Eukaryotes;P38_MAP_kinase_pathways	1
PA0057_cluster;Clustering-based subsystems;-;PA0057_cluster	2
PROSC;Miscellaneous;Plant-Prokaryote DOE project;PROSC	2654
Particulate_methane_monooxygenase_(pMMO);Carbohydrates;Central carbohydrate metabolism;Particulate_methane_monooxygenase_(pMMO)	6
Pentose_phosphate_pathway;Carbohydrates;Central carbohydrate metabolism;Pentose_phosphate_pathway	3043
Peptidoglycan_Biosynthesis;Cell Wall and Capsule;-;Peptidoglycan_Biosynthesis	4313
Peptidoglycan_Crosslinking_of_Peptide_Stems;Cell Wall and Capsule;-;Peptidoglycan_Crosslinking_of_Peptide_Stems	1
Periplasmic-Binding-Protein-Dependent_Transport_System_for_&#945;-Glucosides;Membrane Transport;ABC transporters;Periplasmic-Binding-Protein-Dependent_Transport_System_for_&#945;-Glucosides	62
Phage_packaging_machinery;Phages, Prophages, Transposable elements, Plasmids;Phages, Prophages;Phage_packaging_machinery	1
Phage_tail_proteins_2;Phages, Prophages, Transposable elements, Plasmids;Phages, Prophages;Phage_tail_proteins_2	2
Phenazine_biosynthesis;Secondary Metabolism;Bacterial cytostatics, differentiation factors and antibiotics;Phenazine_biosynthesis	1
Phenol_hydroxylase;Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Phenol_hydroxylase	5
Phenylacetyl-CoA_catabolic_pathway_(core);Metabolism of Aromatic Compounds;-;Phenylacetyl-CoA_catabolic_pathway_(core)	730
Phosphate-binding_DING_proteins;Phosphorus Metabolism;-;Phosphate-binding_DING_proteins	1
Phosphate_metabolism;Phosphorus Metabolism;-;Phosphate_metabolism	3232
Phosphonate_metabolism;Phosphorus Metabolism;-;Phosphonate_metabolism	2
Photorespiration_(oxidative_C2_cycle);Carbohydrates;CO2 fixation;Photorespiration_(oxidative_C2_cycle)	8953
Photosystem_I;Photosynthesis;Electron transport and photophosphorylation;Photosystem_I	24
Photosystem_II;Photosynthesis;Electron transport and photophosphorylation;Photosystem_II	17
Photosystem_II-type_photosynthetic_reaction_center;Photosynthesis;Electron transport and photophosphorylation;Photosystem_II-type_photosynthetic_reaction_center	9
Polyamine_Metabolism;Amino Acids and Derivatives;Arginine; urea cycle, polyamines;Polyamine_Metabolism	14
Polyglycerolphosphate_lipoteichoic_acid_biosynthesis;Cell Wall and Capsule;Gram-Positive cell wall components;Polyglycerolphosphate_lipoteichoic_acid_biosynthesis	2
Polyhydroxybutyrate_metabolism;Fatty Acids, Lipids, and Isoprenoids;-;Polyhydroxybutyrate_metabolism	61
Potassium_homeostasis;Potassium metabolism;-;Potassium_homeostasis	516
Programmed_frameshift;Protein Metabolism;Protein biosynthesis;Programmed_frameshift	1447
Propanediol_utilization;Carbohydrates;Sugar alcohols;Propanediol_utilization	5
Propionate-CoA_to_Succinate_Module;Carbohydrates;Organic acids;Propionate-CoA_to_Succinate_Module	5901
Propionyl-CoA_to_Succinyl-CoA_Module;Carbohydrates;Organic acids;Propionyl-CoA_to_Succinyl-CoA_Module	6014
Proteasome_archaeal;Protein Metabolism;Protein degradation;Proteasome_archaeal	1192
Proteasome_bacterial;Protein Metabolism;Protein degradation;Proteasome_bacterial	4875
Proteasome_eukaryotic;Protein Metabolism;Protein degradation;Proteasome_eukaryotic	14
Proteasome_subunit_alpha_archaeal_cluster;Clustering-based subsystems;Proteasome related clusters;Proteasome_subunit_alpha_archaeal_cluster	1
Protection_from_Reactive_Oxygen_Species;Stress Response;Oxidative stress;Protection_from_Reactive_Oxygen_Species	3245
Protein_Acetylation_and_Deacetylation_in_Bacteria;Protein Metabolism;Protein processing and modification;Protein_Acetylation_and_Deacetylation_in_Bacteria	6395
Protein_YjgK_cluster_linked_to_biofilm_formation;Regulation and Cell signaling;Quorum sensing and biofilm formation;Protein_YjgK_cluster_linked_to_biofilm_formation	3
Protein_chaperones;Protein Metabolism;Protein folding;Protein_chaperones	11307
Proteolysis_in_bacteria,_ATP-dependent;Protein Metabolism;Protein degradation;Proteolysis_in_bacteria,_ATP-dependent	14154
Protocatechuate_branch_of_beta-ketoadipate_pathway;Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Protocatechuate_branch_of_beta-ketoadipate_pathway	378
Purine_Utilization;Nucleosides and Nucleotides;Purines;Purine_Utilization	4
Purine_conversions;Nucleosides and Nucleotides;Purines;Purine_conversions	266
Putative_sulfate_assimilation_cluster;Clustering-based subsystems;-;Putative_sulfate_assimilation_cluster	50
Putrescine_utilization_pathways;Amino Acids and Derivatives;Arginine; urea cycle, polyamines;Putrescine_utilization_pathways	41
Pyridoxin_(Vitamin_B6)_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Pyridoxine;Pyridoxin_(Vitamin_B6)_Biosynthesis	898
