project,domainID,siteID,plotID,subplotID,trapID,clipCellNumber,trapType,neonDate,addDate,measuredBy,recordedBy,samplingProtocolVersion,targetTaxaPresent
D02,D02,BLAN,BLAN_047,31,BLAN_047_099,99,Elevated,20160322,2016-03-22,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,BLAN,BLAN_047,31,BLAN_047_120,120,Ground,20160322,2016-03-22,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,BLAN,BLAN_050,31,BLAN_050_176,176,Elevated,20160322,2016-03-22,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,BLAN,BLAN_052,31,BLAN_052_014,14,Elevated,20160322,2016-03-22,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,BLAN,BLAN_052,31,BLAN_052_173,173,Ground,20160322,2016-03-22,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,BLAN,BLAN_053,31,BLAN_053_010,10,Elevated,20160322,2016-03-22,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,BLAN,BLAN_053,31,BLAN_053_037,37,Ground,20160322,2016-03-22,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,BLAN,BLAN_057,31,BLAN_057_125,125,Elevated,20160322,2016-03-22,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,BLAN,BLAN_057,31,BLAN_057_064,64,Ground,20160322,2016-03-22,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,BLAN,BLAN_063,31,BLAN_063_018,18,Elevated,20160322,2016-03-22,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,BLAN,BLAN_063,31,BLAN_063_145,145,Ground,20160322,2016-03-22,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_045,21,SCBI_045_196,196,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_045,21,SCBI_045_054,54,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_045,39,SCBI_045_544,544,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_045,39,SCBI_045_705,705,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_046,21,SCBI_046_065,65,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_046,21,SCBI_046_159,159,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_046,41,SCBI_046_910,910,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_046,41,SCBI_046_804,804,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_047,23,SCBI_047_429,429,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_047,23,SCBI_047_381,381,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_047,39,SCBI_047_645,645,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_047,39,SCBI_047_604,604,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_048,39,SCBI_048_676,676,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_048,39,SCBI_048_584,584,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_048,41,SCBI_048_793,793,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_048,41,SCBI_048_766,766,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_049,23,SCBI_049_366,366,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_049,23,SCBI_049_302,302,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_049,41,SCBI_049_879,879,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_049,41,SCBI_049_943,943,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_050,23,SCBI_050_269,269,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_050,23,SCBI_050_429,429,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_050,39,SCBI_050_645,645,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_050,39,SCBI_050_604,604,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_051,39,SCBI_051_584,584,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_051,39,SCBI_051_676,676,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_051,41,SCBI_051_889,889,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_051,41,SCBI_051_760,760,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_052,23,SCBI_052_366,366,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_052,23,SCBI_052_302,302,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_052,41,SCBI_052_943,943,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_052,41,SCBI_052_879,879,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_053,23,SCBI_053_256,256,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_053,23,SCBI_053_438,438,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_053,39,SCBI_053_588,588,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_053,39,SCBI_053_651,651,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_054,39,SCBI_054_700,700,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_054,39,SCBI_054_545,545,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_054,41,SCBI_054_823,823,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_054,41,SCBI_054_847,847,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_055,23,SCBI_055_279,279,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_055,23,SCBI_055_391,391,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_055,39,SCBI_055_555,555,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_055,39,SCBI_055_611,611,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_056,21,SCBI_056_050,50,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_056,21,SCBI_056_099,99,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_056,23,SCBI_056_359,359,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_056,23,SCBI_056_439,439,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_057,21,SCBI_057_110,110,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_057,21,SCBI_057_148,148,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_057,23,SCBI_057_408,408,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_057,23,SCBI_057_325,325,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_058,23,SCBI_058_354,354,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_058,23,SCBI_058_408,408,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_058,39,SCBI_058_690,690,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_058,39,SCBI_058_575,575,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_061,23,SCBI_061_354,354,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_061,23,SCBI_061_408,408,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_061,39,SCBI_061_690,690,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_061,39,SCBI_061_575,575,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_062,23,SCBI_062_304,304,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_062,23,SCBI_062_350,350,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_062,41,SCBI_062_947,947,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_062,41,SCBI_062_904,904,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_063,23,SCBI_063_365,365,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_063,23,SCBI_063_287,287,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_063,41,SCBI_063_822,822,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_063,41,SCBI_063_946,946,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_064,39,SCBI_064_637,637,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_064,39,SCBI_064_617,617,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_064,41,SCBI_064_907,907,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_064,41,SCBI_064_897,897,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_066,21,SCBI_066_097,97,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_066,21,SCBI_066_135,135,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_066,39,SCBI_066_679,679,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_066,39,SCBI_066_573,573,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_067,39,SCBI_067_555,555,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_067,39,SCBI_067_642,642,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_067,41,SCBI_067_944,944,Elevated,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SCBI,SCBI_067,41,SCBI_067_933,933,Ground,20160328,2016-03-28,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_043,21,SERC_043_102,102,Elevated,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_043,21,SERC_043_147,147,Ground,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_043,39,SERC_043_664,664,Elevated,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_043,39,SERC_043_507,507,Ground,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_044,23,SERC_044_371,371,Elevated,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_044,23,SERC_044_295,295,Ground,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_044,41,SERC_044_941,941,Elevated,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_044,41,SERC_044_949,949,Ground,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_045,21,SERC_045_151,151,Elevated,20160323,2016-03-23,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_045,21,SERC_045_073,73,Ground,20160323,2016-03-23,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_045,41,SERC_045_809,809,Elevated,20160323,2016-03-23,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_045,41,SERC_045_950,950,Ground,20160323,2016-03-23,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_047,21,SERC_047_206,206,Elevated,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_047,21,SERC_047_073,73,Ground,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_047,23,SERC_047_333,333,Elevated,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_047,23,SERC_047_258,258,Ground,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_048,21,SERC_048_079,79,Elevated,20160323,2016-03-23,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_048,21,SERC_048_204,204,Ground,20160323,2016-03-23,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_048,39,SERC_048_621,621,Elevated,20160323,2016-03-23,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_048,39,SERC_048_512,512,Ground,20160323,2016-03-23,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_049,39,SERC_049_665,665,Elevated,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_049,39,SERC_049_646,646,Ground,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_049,41,SERC_049_869,869,Elevated,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_049,41,SERC_049_859,859,Ground,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_050,21,SERC_050_206,206,Elevated,20160323,2016-03-23,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_050,21,SERC_050_193,193,Ground,20160323,2016-03-23,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_050,23,SERC_050_333,333,Elevated,20160323,2016-03-23,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_050,23,SERC_050_258,258,Ground,20160323,2016-03-23,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_051,21,SERC_051_079,79,Ground,20160323,2016-03-23,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_051,21,SERC_051_204,204,Elevated,20160323,2016-03-23,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_051,39,SERC_051_621,621,Elevated,20160323,2016-03-23,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_051,39,SERC_051_512,512,Ground,20160323,2016-03-23,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_052,39,SERC_052_665,665,Elevated,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_052,39,SERC_052_646,646,Ground,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_052,41,SERC_052_869,869,Elevated,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_052,41,SERC_052_859,859,Ground,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_053,39,SERC_053_611,611,Elevated,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_053,39,SERC_053_587,587,Ground,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_053,41,SERC_053_763,763,Elevated,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_053,41,SERC_053_920,920,Ground,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_054,21,SERC_054_103,103,Elevated,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_054,21,SERC_054_053,53,Ground,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_054,39,SERC_054_668,668,Elevated,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_054,39,SERC_054_545,545,Ground,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_055,23,SERC_055_395,395,Elevated,20160323,2016-03-23,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_055,23,SERC_055_444,444,Ground,20160323,2016-03-23,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_055,41,SERC_055_818,818,Elevated,20160323,2016-03-23,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
