,0,1,2
"{'id': 'Actinoplanes regularis', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Micromonosporaceae', 'Actinoplanes', 'Actinoplanes regularis', 'Actinoplanes regularis']}}",15,0,1
"{'id': 'Actinoplanes sp. HBDN08', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Micromonosporaceae', 'Actinoplanes', 'Actinoplanes sp. HBDN08', 'Actinoplanes sp. HBDN08']}}",16,0,1
"{'id': 'Actinoplanes teichomyceticus', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Micromonosporaceae', 'Actinoplanes', 'Actinoplanes teichomyceticus', 'Actinoplanes teichomyceticus']}}",17,0,1
"{'id': 'Actinosynnema mirum', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Pseudonocardiaceae', 'Actinosynnema', 'Actinosynnema mirum', 'Actinosynnema mirum']}}",18,0,1
"{'id': 'Actinotalea fermentans', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Cellulomonadaceae', 'Actinotalea', 'Actinotalea fermentans', 'Actinotalea fermentans']}}",19,0,1
"{'id': 'Adiantum pedatum', 'metadata': {'taxonomy': ['Eukaryota', 'Streptophyta', 'Polypodiopsida', 'Polypodiales', 'Pteridaceae', 'Adiantum', 'Adiantum pedatum', 'Adiantum pedatum']}}",20,0,1
"{'id': 'Aerococcus urinae', 'metadata': {'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Aerococcaceae', 'Aerococcus', 'Aerococcus urinae', 'Aerococcus urinae']}}",21,0,1
"{'id': 'Aeromicrobium erythreum', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Nocardioidaceae', 'Aeromicrobium', 'Aeromicrobium erythreum', 'Aeromicrobium erythreum']}}",22,0,1
"{'id': 'Aeromicrobium marinum', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Nocardioidaceae', 'Aeromicrobium', 'Aeromicrobium marinum', 'Aeromicrobium marinum']}}",23,0,1
"{'id': 'Agrococcus jenensis', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Microbacteriaceae', 'Agrococcus', 'Agrococcus jenensis', 'Agrococcus jenensis']}}",24,0,1
"{'id': 'Agromyces cerinus subsp. cerinus', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Microbacteriaceae', 'Agromyces', 'Agromyces cerinus', 'Agromyces cerinus subsp. cerinus']}}",25,0,1
"{'id': 'Akkermansia muciniphila ATCC BAA-835', 'metadata': {'taxonomy': ['Bacteria', 'Verrucomicrobia', 'Verrucomicrobiae', 'Verrucomicrobiales', 'Verrucomicrobiaceae', 'Akkermansia', 'Akkermansia muciniphila', 'Akkermansia muciniphila ATCC BAA-835']}}",26,0,2
"{'id': 'Ammonifex degensii KC4', 'metadata': {'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Thermoanaerobacterales', 'Thermoanaerobacteraceae', 'Ammonifex', 'Ammonifex degensii', 'Ammonifex degensii KC4']}}",27,0,6
"{'id': 'Amycolatopsis coloradensis', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Pseudonocardiaceae', 'Amycolatopsis', 'Amycolatopsis coloradensis', 'Amycolatopsis coloradensis']}}",28,0,2
"{'id': 'Amycolatopsis lurida', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Pseudonocardiaceae', 'Amycolatopsis', 'Amycolatopsis lurida', 'Amycolatopsis lurida']}}",29,0,3
"{'id': 'Amycolatopsis mediterranei', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Pseudonocardiaceae', 'Amycolatopsis', 'Amycolatopsis mediterranei', 'Amycolatopsis mediterranei']}}",30,0,2
"{'id': 'Amycolatopsis methanolica', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Pseudonocardiaceae', 'Amycolatopsis', 'Amycolatopsis methanolica', 'Amycolatopsis methanolica']}}",31,0,1
"{'id': 'Amycolatopsis nigrescens', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Pseudonocardiaceae', 'Amycolatopsis', 'Amycolatopsis nigrescens', 'Amycolatopsis nigrescens']}}",32,0,2
"{'id': 'Amycolatopsis rifamycinica', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Pseudonocardiaceae', 'Amycolatopsis', 'Amycolatopsis rifamycinica', 'Amycolatopsis rifamycinica']}}",33,0,1
"{'id': 'Amycolatopsis sacchari', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Pseudonocardiaceae', 'Amycolatopsis', 'Amycolatopsis sacchari', 'Amycolatopsis sacchari']}}",34,0,1
"{'id': 'Amycolatopsis sulphurea', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Pseudonocardiaceae', 'Amycolatopsis', 'Amycolatopsis sulphurea', 'Amycolatopsis sulphurea']}}",35,0,2
"{'id': 'Angiococcus disciformis', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Deltaproteobacteria', 'Myxococcales', 'Cystobacteraceae', 'Cystobacter', 'Angiococcus disciformis', 'Angiococcus disciformis']}}",36,0,4
"{'id': 'Anoxybacillus flavithermus', 'metadata': {'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Anoxybacillus', 'Anoxybacillus flavithermus', 'Anoxybacillus flavithermus']}}",37,0,1
"{'id': 'Anoxybacillus sp. HT8', 'metadata': {'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Anoxybacillus', 'Anoxybacillus sp. HT8', 'Anoxybacillus sp. HT8']}}",38,0,1
"{'id': 'Arthrobacter arilaitensis', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Micrococcaceae', 'Arthrobacter', 'Arthrobacter arilaitensis', 'Arthrobacter arilaitensis']}}",39,0,3
"{'id': 'Arthrobacter crystallopoietes', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Micrococcaceae', 'Arthrobacter', 'Arthrobacter crystallopoietes', 'Arthrobacter crystallopoietes']}}",40,0,2
"{'id': 'Arthrobacter nicotinovorans', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Micrococcaceae', 'Arthrobacter', 'Arthrobacter nicotinovorans', 'Arthrobacter nicotinovorans']}}",41,0,4
"{'id': 'Arthrobacter pascens', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Micrococcaceae', 'Arthrobacter', 'Arthrobacter pascens', 'Arthrobacter pascens']}}",42,0,8
"{'id': 'Arthrobacter protophormiae', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Micrococcaceae', 'Arthrobacter', 'Arthrobacter protophormiae', 'Arthrobacter protophormiae']}}",43,0,1
"{'id': 'Arthrobacter ramosus', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Micrococcaceae', 'Arthrobacter', 'Arthrobacter ramosus', 'Arthrobacter ramosus']}}",44,0,1
"{'id': 'Arthrobacter sp. BA-5-17', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Micrococcaceae', 'Arthrobacter', 'Arthrobacter sp. BA-5-17', 'Arthrobacter sp. BA-5-17']}}",45,0,1
"{'id': 'Arthrobacter sp. FB24', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Micrococcaceae', 'Arthrobacter', 'Arthrobacter sp. FB24', 'Arthrobacter sp. FB24']}}",46,0,2
"{'id': 'Arthrobacter sp. T11-6', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Micrococcaceae', 'Arthrobacter', 'Arthrobacter sp. T11-6', 'Arthrobacter sp. T11-6']}}",47,0,1
"{'id': 'Atopobium vaginae', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Coriobacteriales', 'Coriobacteriaceae', 'Atopobium', 'Atopobium vaginae', 'Atopobium vaginae']}}",48,0,1
"{'id': 'Azospira restricta', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Betaproteobacteria', 'Rhodocyclales', 'Rhodocyclaceae', 'Azospira', 'Azospira restricta', 'Azospira restricta']}}",49,0,2
"{'id': 'Bacillus cereus', 'metadata': {'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Bacillus', 'Bacillus cereus', 'Bacillus cereus']}}",50,0,1
"{'id': 'Bacillus circulans', 'metadata': {'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Bacillus', 'Bacillus circulans', 'Bacillus circulans']}}",51,0,12
"{'id': 'Bacillus firmus', 'metadata': {'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Bacillus', 'Bacillus firmus', 'Bacillus firmus']}}",52,0,7
"{'id': 'Bacillus flexus', 'metadata': {'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Bacillus', 'Bacillus flexus', 'Bacillus flexus']}}",53,0,1
"{'id': 'Bacillus halmapalus', 'metadata': {'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Bacillus', 'Bacillus halmapalus', 'Bacillus halmapalus']}}",54,0,2
"{'id': 'Bacillus horikoshii', 'metadata': {'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Bacillus', 'Bacillus horikoshii', 'Bacillus horikoshii']}}",55,0,2
"{'id': 'Bacillus humi', 'metadata': {'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Bacillus', 'Bacillus humi', 'Bacillus humi']}}",56,0,7
"{'id': 'Bacillus lentus', 'metadata': {'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Bacillus', 'Bacillus lentus', 'Bacillus lentus']}}",57,0,1
"{'id': 'Bacillus licheniformis', 'metadata': {'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Bacillus', 'Bacillus licheniformis', 'Bacillus licheniformis']}}",58,0,1
"{'id': 'Bacillus litoralis', 'metadata': {'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Bacillus', 'Bacillus litoralis', 'Bacillus litoralis']}}",59,0,1
"{'id': 'Bacillus macyae', 'metadata': {'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Anaerobacillus', 'Bacillus macyae', 'Bacillus macyae']}}",60,0,1
"{'id': 'Bacillus massiliensis', 'metadata': {'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Bacillus', 'Bacillus massiliensis', 'Bacillus massiliensis']}}",61,0,1
"{'id': 'Bacillus megaterium', 'metadata': {'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Bacillus', 'Bacillus megaterium', 'Bacillus megaterium']}}",62,0,4
"{'id': 'Bacillus methanolicus', 'metadata': {'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Bacillus', 'Bacillus methanolicus', 'Bacillus methanolicus']}}",63,0,1
"{'id': 'Bacillus mojavensis', 'metadata': {'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Bacillus', 'Bacillus mojavensis', 'Bacillus mojavensis']}}",64,0,1
"{'id': 'Bacillus niacini', 'metadata': {'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Bacillus', 'Bacillus niacini', 'Bacillus niacini']}}",65,0,1
"{'id': 'Bacillus pseudofirmus', 'metadata': {'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Bacillus', 'Bacillus pseudofirmus', 'Bacillus pseudofirmus']}}",66,0,2
"{'id': 'Bacillus psychrodurans', 'metadata': {'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Bacillus', 'Bacillus psychrodurans', 'Bacillus psychrodurans']}}",67,0,1
"{'id': 'Bacillus pumilus', 'metadata': {'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Bacillus', 'Bacillus pumilus', 'Bacillus pumilus']}}",68,0,2
"{'id': 'Bacillus schlegelii', 'metadata': {'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Bacillus', 'Bacillus schlegelii', 'Bacillus schlegelii']}}",69,0,1
"{'id': 'Bacillus simplex', 'metadata': {'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Bacillus', 'Bacillus simplex', 'Bacillus simplex']}}",70,0,2
"{'id': 'Bacillus sp. 256', 'metadata': {'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Bacillus', 'Bacillus sp. 256', 'Bacillus sp. 256']}}",71,0,1
"{'id': 'Bacillus sp. CBD 118', 'metadata': {'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Bacillus', 'Bacillus sp. CBD 118', 'Bacillus sp. CBD 118']}}",72,0,1
"{'id': 'Bacillus sp. MB-11', 'metadata': {'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Bacillus', 'Bacillus sp. MB-11', 'Bacillus sp. MB-11']}}",73,0,2
"{'id': 'Bacillus sp. MK3-1', 'metadata': {'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Bacillus', 'Bacillus sp. MK3-1', 'Bacillus sp. MK3-1']}}",74,0,1
"{'id': 'Bacillus sp. PL-26', 'metadata': {'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Bacillus', 'Bacillus sp. PL-26', 'Bacillus sp. PL-26']}}",75,0,1
"{'id': 'Bacillus sp. SH3', 'metadata': {'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Bacillus', 'Bacillus sp. SH3', 'Bacillus sp. SH3']}}",76,0,7
"{'id': 'Bacillus subtilis subsp. subtilis', 'metadata': {'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Bacillus', 'Bacillus subtilis', 'Bacillus subtilis subsp. subtilis']}}",77,0,2
"{'id': 'Beggiatoa alba', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Thiotrichales', 'Thiotrichaceae', 'Beggiatoa', 'Beggiatoa alba', 'Beggiatoa alba']}}",78,0,1
"{'id': 'Bifidobacterium minimum', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Bifidobacteriales', 'Bifidobacteriaceae', 'Bifidobacterium', 'Bifidobacterium minimum', 'Bifidobacterium minimum']}}",79,0,1
"{'id': 'Bifidobacterium pullorum', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Bifidobacteriales', 'Bifidobacteriaceae', 'Bifidobacterium', 'Bifidobacterium pullorum', 'Bifidobacterium pullorum']}}",80,0,1
"{'id': 'Bigelowiella natans', 'metadata': {'taxonomy': ['Eukaryota', 'unclassified (derived from Eukaryota)', 'unclassified (derived from Eukaryota)', 'unclassified (derived from Eukaryota)', 'unclassified (derived from Eukaryota)', 'Bigelowiella', 'Bigelowiella natans', 'Bigelowiella natans']}}",81,0,1
"{'id': 'Blastopirellula marina', 'metadata': {'taxonomy': ['Bacteria', 'Planctomycetes', 'Planctomycetia', 'Planctomycetales', 'Planctomycetaceae', 'Blastopirellula', 'Blastopirellula marina', 'Blastopirellula marina']}}",82,0,3
"{'id': 'Bradyrhizobium canariense', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rhizobiales', 'Bradyrhizobiaceae', 'Bradyrhizobium', 'Bradyrhizobium canariense', 'Bradyrhizobium canariense']}}",83,0,3
"{'id': 'Bradyrhizobium elkanii', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rhizobiales', 'Bradyrhizobiaceae', 'Bradyrhizobium', 'Bradyrhizobium elkanii', 'Bradyrhizobium elkanii']}}",84,0,2
"{'id': 'Bradyrhizobium japonicum', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rhizobiales', 'Bradyrhizobiaceae', 'Bradyrhizobium', 'Bradyrhizobium japonicum', 'Bradyrhizobium japonicum']}}",85,0,1
"{'id': 'Brevundimonas diminuta', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Caulobacterales', 'Caulobacteraceae', 'Brevundimonas', 'Brevundimonas diminuta', 'Brevundimonas diminuta']}}",86,0,1
"{'id': 'Brucella sp. BO1', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rhizobiales', 'Brucellaceae', 'Brucella', 'Brucella sp. BO1', 'Brucella sp. BO1']}}",87,0,1
"{'id': 'Caloramator fervidus', 'metadata': {'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Caloramator', 'Caloramator fervidus', 'Caloramator fervidus']}}",88,0,1
"{'id': 'Campylobacter upsaliensis', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Epsilonproteobacteria', 'Campylobacterales', 'Campylobacteraceae', 'Campylobacter', 'Campylobacter upsaliensis', 'Campylobacter upsaliensis']}}",89,0,2
"{'id': 'Candidatus Fritschea bemisiae', 'metadata': {'taxonomy': ['Bacteria', 'Chlamydiae', 'Chlamydiia', 'Chlamydiales', 'Simkaniaceae', 'Candidatus Fritschea', 'Candidatus Fritschea bemisiae', 'Candidatus Fritschea bemisiae']}}",90,0,1
"{'id': 'Candidatus Nitrosocaldus yellowstonii', 'metadata': {'taxonomy': ['Archaea', 'Crenarchaeota', 'unclassified (derived from Crenarchaeota)', 'unclassified (derived from Crenarchaeota)', 'unclassified (derived from Crenarchaeota)', 'Candidatus Nitrosocaldus', 'Candidatus Nitrosocaldus yellowstonii', 'Candidatus Nitrosocaldus yellowstonii']}}",91,0,1
"{'id': 'Candidatus Nitrososphaera gargensis', 'metadata': {'taxonomy': ['Archaea', 'Thaumarchaeota', 'unclassified (derived from Thaumarchaeota)', 'Nitrososphaerales', 'Nitrososphaeraceae', 'Nitrososphaera', 'Candidatus Nitrososphaera gargensis', 'Candidatus Nitrososphaera gargensis']}}",92,0,44
"{'id': 'Candidatus Nitrospira defluvii', 'metadata': {'taxonomy': ['Bacteria', 'Nitrospirae', 'Nitrospira (class)', 'Nitrospirales', 'Nitrospiraceae', 'Nitrospira', 'Candidatus Nitrospira defluvii', 'Candidatus Nitrospira defluvii']}}",93,0,11
"{'id': 'Candidatus Rhodoluna lacicola', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Microbacteriaceae', 'Candidatus Rhodoluna', 'Candidatus Rhodoluna lacicola', 'Candidatus Rhodoluna lacicola']}}",94,0,1
"{'id': 'Candidatus Solibacter usitatus Ellin6076', 'metadata': {'taxonomy': ['Bacteria', 'Acidobacteria', 'Solibacteres', 'Solibacterales', 'Solibacteraceae', 'Candidatus Solibacter', 'Candidatus Solibacter usitatus', 'Candidatus Solibacter usitatus Ellin6076']}}",95,0,6
"{'id': 'Candidatus Wolbachia inokumae', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rickettsiales', 'Anaplasmataceae', 'Wolbachia', 'Candidatus Wolbachia inokumae', 'Candidatus Wolbachia inokumae']}}",96,0,1
"{'id': 'Catenulispora sp. Neo6', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Catenulisporaceae', 'Catenulispora', 'Catenulispora sp. Neo6', 'Catenulispora sp. Neo6']}}",97,0,1
"{'id': 'Catenuloplanes nepalensis', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Micromonosporaceae', 'Catenuloplanes', 'Catenuloplanes nepalensis', 'Catenuloplanes nepalensis']}}",98,0,2
"{'id': 'Catenuloplanes niger', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Micromonosporaceae', 'Catenuloplanes', 'Catenuloplanes niger', 'Catenuloplanes niger']}}",99,0,1
"{'id': 'Cellulomonas bogoriensis', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Cellulomonadaceae', 'Cellulomonas', 'Cellulomonas bogoriensis', 'Cellulomonas bogoriensis']}}",100,0,2
"{'id': 'Cellulomonas fimi', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Cellulomonadaceae', 'Cellulomonas', 'Cellulomonas fimi', 'Cellulomonas fimi']}}",101,0,3
"{'id': 'Cellulosimicrobium cellulans', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Promicromonosporaceae', 'Cellulosimicrobium', 'Cellulosimicrobium cellulans', 'Cellulosimicrobium cellulans']}}",102,0,3
"{'id': 'Chitinophaga pinensis DSM 2588', 'metadata': {'taxonomy': ['Bacteria', 'Bacteroidetes', 'Sphingobacteriia', 'Sphingobacteriales', 'unclassified (derived from Sphingobacteriales)', 'Chitinophaga', 'Chitinophaga pinensis', 'Chitinophaga pinensis DSM 2588']}}",103,0,6
"{'id': 'Chitinophaga sancti', 'metadata': {'taxonomy': ['Bacteria', 'Bacteroidetes', 'Sphingobacteriia', 'Sphingobacteriales', 'unclassified (derived from Sphingobacteriales)', 'Chitinophaga', 'Chitinophaga sancti', 'Chitinophaga sancti']}}",104,0,10
