xidxmetadata
84xActinomyces coleocanis DSM 15436x"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Actinomycetaceae', 'Actinomyces', 'Actinomyces coleocanis', 'Actinomyces coleocanis DSM 15436']}"
85xActinomyces odontolyticus ATCC 17982x"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Actinomycetaceae', 'Actinomyces', 'Actinomyces odontolyticus', 'Actinomyces odontolyticus ATCC 17982']}"
86xActinomyces odontolyticus F0309x"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Actinomycetaceae', 'Actinomyces', 'Actinomyces odontolyticus', 'Actinomyces odontolyticus F0309']}"
87x"Actinomyces sp. oral taxon 180 str. F0310"x"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Actinomycetaceae', 'Actinomyces', 'Actinomyces sp. oral taxon 180', 'Actinomyces sp. oral taxon 180 str. F0310']}"
88x"Actinomyces sp. oral taxon 848 str. F0332"x"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Actinomycetaceae', 'Actinomyces', 'Actinomyces sp. oral taxon 848', 'Actinomyces sp. oral taxon 848 str. F0332']}"
89xActinomyces urogenitalis DSM 15434x"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Actinomycetaceae', 'Actinomyces', 'Actinomyces urogenitalis', 'Actinomyces urogenitalis DSM 15434']}"
90xActinomyces viscosus C505x"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Actinomycetaceae', 'Actinomyces', 'Actinomyces viscosus', 'Actinomyces viscosus C505']}"
91xActinoplanes phage phiAsp2x"{'taxonomy': ['Viruses', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'Caudovirales', 'Siphoviridae', 'unclassified (derived from Siphoviridae)', 'Actinoplanes phage phiAsp2', 'Actinoplanes phage phiAsp2']}"
92xActinosynnema mirum DSM 43827x"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Pseudonocardiaceae', 'Actinosynnema', 'Actinosynnema mirum', 'Actinosynnema mirum DSM 43827']}"
93xAcyrthosiphon pisumx"{'taxonomy': ['Eukaryota', 'Arthropoda', 'Insecta', 'Hemiptera', 'Aphididae', 'Acyrthosiphon', 'Acyrthosiphon pisum', 'Acyrthosiphon pisum']}"
94xAdiantum capillus-venerisx"{'taxonomy': ['Eukaryota', 'Streptophyta', 'Polypodiopsida', 'Polypodiales', 'Pteridaceae', 'Adiantum', 'Adiantum capillus-veneris', 'Adiantum capillus-veneris']}"
95xAedes aegyptix"{'taxonomy': ['Eukaryota', 'Arthropoda', 'Insecta', 'Diptera', 'Culicidae', 'Aedes', 'Aedes aegypti', 'Aedes aegypti']}"
96xAerococcus viridans ATCC 11563x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Aerococcaceae', 'Aerococcus', 'Aerococcus viridans', 'Aerococcus viridans ATCC 11563']}"
97xAeromicrobium marinum DSM 15272x"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Nocardioidaceae', 'Aeromicrobium', 'Aeromicrobium marinum', 'Aeromicrobium marinum DSM 15272']}"
98xAeromonas bestiarumx"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Aeromonadales', 'Aeromonadaceae', 'Aeromonas', 'Aeromonas bestiarum', 'Aeromonas bestiarum']}"
99xAeromonas caviaex"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Aeromonadales', 'Aeromonadaceae', 'Aeromonas', 'Aeromonas caviae', 'Aeromonas caviae']}"
100xAeromonas hydrophilax"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Aeromonadales', 'Aeromonadaceae', 'Aeromonas', 'Aeromonas hydrophila', 'Aeromonas hydrophila']}"
101xAeromonas hydrophila subsp. hydrophila ATCC 7966x"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Aeromonadales', 'Aeromonadaceae', 'Aeromonas', 'Aeromonas hydrophila', 'Aeromonas hydrophila subsp. hydrophila ATCC 7966']}"
102xAeromonas phage 25x"{'taxonomy': ['Viruses', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'Caudovirales', 'Myoviridae', 'T4-like viruses', 'Aeromonas phage 25', 'Aeromonas phage 25']}"
103xAeromonas phage 31x"{'taxonomy': ['Viruses', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'Caudovirales', 'Myoviridae', 'T4-like viruses', 'Aeromonas phage 31', 'Aeromonas phage 31']}"
104xAeromonas phage phiAS5x"{'taxonomy': ['Viruses', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'Caudovirales', 'Myoviridae', 'T4-like viruses', 'Aeromonas phage phiAS5', 'Aeromonas phage phiAS5']}"
105xAeromonas salmonicidax"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Aeromonadales', 'Aeromonadaceae', 'Aeromonas', 'Aeromonas salmonicida', 'Aeromonas salmonicida']}"
106xAeromonas salmonicida subsp. salmonicidax"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Aeromonadales', 'Aeromonadaceae', 'Aeromonas', 'Aeromonas salmonicida', 'Aeromonas salmonicida subsp. salmonicida']}"
107xAeromonas salmonicida subsp. salmonicida A449x"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Aeromonadales', 'Aeromonadaceae', 'Aeromonas', 'Aeromonas salmonicida', 'Aeromonas salmonicida subsp. salmonicida A449']}"
