,0,1,2
"{'id': 'SS00080', 'metadata': {'ontology': ['Cofactors, Vitamins, Prosthetic Groups, Pigments', 'Folate and pterines', '5-FCL-like_protein', 'Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)']}}",50,0,848
"{'id': 'SS00081', 'metadata': {'ontology': ['Cofactors, Vitamins, Prosthetic Groups, Pigments', 'Folate and pterines', '5-FCL-like_protein', 'Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5) / Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)']}}",51,0,569
"{'id': 'SS00083', 'metadata': {'ontology': ['Cofactors, Vitamins, Prosthetic Groups, Pigments', 'Folate and pterines', '5-FCL-like_protein', 'Phosphomethylpyrimidine kinase (EC 2.7.4.7)']}}",52,0,346
"{'id': 'SS00084', 'metadata': {'ontology': ['Cofactors, Vitamins, Prosthetic Groups, Pigments', 'Folate and pterines', '5-FCL-like_protein', 'Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)']}}",53,0,946
"{'id': 'SS00085', 'metadata': {'ontology': ['Cofactors, Vitamins, Prosthetic Groups, Pigments', 'Folate and pterines', '5-FCL-like_protein', 'Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)']}}",54,0,285
"{'id': 'SS00086', 'metadata': {'ontology': ['Cofactors, Vitamins, Prosthetic Groups, Pigments', 'Folate and pterines', '5-FCL-like_protein', 'Pyruvate dehydrogenase E1 component (EC 1.2.4.1)']}}",55,0,1295
"{'id': 'SS00087', 'metadata': {'ontology': ['Cofactors, Vitamins, Prosthetic Groups, Pigments', 'Folate and pterines', '5-FCL-like_protein', 'Serine hydroxymethyltransferase (EC 2.1.2.1)']}}",56,0,917
"{'id': 'SS00089', 'metadata': {'ontology': ['Cofactors, Vitamins, Prosthetic Groups, Pigments', 'Folate and pterines', '5-FCL-like_protein', 'Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1)']}}",57,0,697
"{'id': 'SS00090', 'metadata': {'ontology': ['Cofactors, Vitamins, Prosthetic Groups, Pigments', 'Folate and pterines', '5-FCL-like_protein', 'Thiaminase II (EC 3.5.99.2)']}}",58,0,106
"{'id': 'SS00092', 'metadata': {'ontology': ['Cofactors, Vitamins, Prosthetic Groups, Pigments', 'Folate and pterines', '5-FCL-like_protein', 'Thiamine-monophosphate kinase (EC 2.7.4.16)']}}",59,0,219
"{'id': 'SS00093', 'metadata': {'ontology': ['Cofactors, Vitamins, Prosthetic Groups, Pigments', 'Folate and pterines', '5-FCL-like_protein', 'Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)']}}",60,0,212
"{'id': 'SS00094', 'metadata': {'ontology': ['Cofactors, Vitamins, Prosthetic Groups, Pigments', 'Folate and pterines', '5-FCL-like_protein', 'Thiamin-phosphate synthase ThiN (EC 2.5.1.3)']}}",61,0,9
"{'id': 'SS00095', 'metadata': {'ontology': ['Cofactors, Vitamins, Prosthetic Groups, Pigments', 'Folate and pterines', '5-FCL-like_protein', 'YjbQ (alternate ThiE)']}}",62,0,36
"{'id': 'SS00097', 'metadata': {'ontology': ['Membrane Transport', 'ABC transporters', 'ABC_transporter_alkylphosphonate_(TC_3.A.1.9.1)', 'Phosphonate ABC transporter ATP-binding protein (TC 3.A.1.9.1)']}}",63,0,103
"{'id': 'SS00098', 'metadata': {'ontology': ['Membrane Transport', 'ABC transporters', 'ABC_transporter_alkylphosphonate_(TC_3.A.1.9.1)', 'Phosphonate ABC transporter permease protein phnE1 (TC 3.A.1.9.1)']}}",64,0,42
"{'id': 'SS00099', 'metadata': {'ontology': ['Membrane Transport', 'ABC transporters', 'ABC_transporter_alkylphosphonate_(TC_3.A.1.9.1)', 'Phosphonate ABC transporter permease protein phnE2 (TC 3.A.1.9.1)']}}",65,0,37
"{'id': 'SS00100', 'metadata': {'ontology': ['Membrane Transport', 'ABC transporters', 'ABC_transporter_alkylphosphonate_(TC_3.A.1.9.1)', 'Phosphonate ABC transporter permease protein phnE (TC 3.A.1.9.1)']}}",66,0,52
"{'id': 'SS00101', 'metadata': {'ontology': ['Membrane Transport', 'ABC transporters', 'ABC_transporter_alkylphosphonate_(TC_3.A.1.9.1)', 'Phosphonate ABC transporter phosphate-binding periplasmic component (TC 3.A.1.9.1)']}}",67,0,117
"{'id': 'SS00102', 'metadata': {'ontology': ['Membrane Transport', 'ABC transporters', 'ABC_transporter_branched-chain_amino_acid_(TC_3.A.1.4.1)', 'Branched-chain amino acid ABC transporter, amino acid-binding protein (TC 3.A.1.4.1)']}}",68,0,363
"{'id': 'SS00103', 'metadata': {'ontology': ['Membrane Transport', 'ABC transporters', 'ABC_transporter_branched-chain_amino_acid_(TC_3.A.1.4.1)', 'Branched-chain amino acid transport ATP-binding protein LivF (TC 3.A.1.4.1)']}}",69,0,1680
"{'id': 'SS00104', 'metadata': {'ontology': ['Membrane Transport', 'ABC transporters', 'ABC_transporter_branched-chain_amino_acid_(TC_3.A.1.4.1)', 'Branched-chain amino acid transport ATP-binding protein LivG (TC 3.A.1.4.1)']}}",70,0,1702
"{'id': 'SS00105', 'metadata': {'ontology': ['Membrane Transport', 'ABC transporters', 'ABC_transporter_branched-chain_amino_acid_(TC_3.A.1.4.1)', 'Branched-chain amino acid transport system permease protein LivM (TC 3.A.1.4.1)']}}",71,0,1143
"{'id': 'SS00106', 'metadata': {'ontology': ['Membrane Transport', 'ABC transporters', 'ABC_transporter_branched-chain_amino_acid_(TC_3.A.1.4.1)', 'High-affinity branched-chain amino acid transport system permease protein LivH (TC 3.A.1.4.1)']}}",72,0,1264
"{'id': 'SS00107', 'metadata': {'ontology': ['Membrane Transport', 'ABC transporters', 'ABC_transporter_branched-chain_amino_acid_(TC_3.A.1.4.1)', 'High-affinity leucine-specific transport system, periplasmic binding protein LivK (TC 3.A.1.4.1)']}}",73,0,229
"{'id': 'SS00108', 'metadata': {'ontology': ['Membrane Transport', 'ABC transporters', 'ABC_transporter_dipeptide_(TC_3.A.1.5.2)', 'Dipeptide-binding ABC transporter, periplasmic substrate-binding component (TC 3.A.1.5.2)']}}",74,0,617
"{'id': 'SS00109', 'metadata': {'ontology': ['Membrane Transport', 'ABC transporters', 'ABC_transporter_dipeptide_(TC_3.A.1.5.2)', 'Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)']}}",75,0,272
"{'id': 'SS00110', 'metadata': {'ontology': ['Membrane Transport', 'ABC transporters', 'ABC_transporter_dipeptide_(TC_3.A.1.5.2)', 'Dipeptide transport ATP-binding protein DppF (TC 3.A.1.5.2)']}}",76,0,262
"{'id': 'SS00111', 'metadata': {'ontology': ['Membrane Transport', 'ABC transporters', 'ABC_transporter_dipeptide_(TC_3.A.1.5.2)', 'Dipeptide transport system permease protein DppB (TC 3.A.1.5.2)']}}",77,0,933
"{'id': 'SS00112', 'metadata': {'ontology': ['Membrane Transport', 'ABC transporters', 'ABC_transporter_dipeptide_(TC_3.A.1.5.2)', 'Dipeptide transport system permease protein DppC (TC 3.A.1.5.2)']}}",78,0,1290
"{'id': 'SS00113', 'metadata': {'ontology': ['Iron acquisition and metabolism', '-', 'ABC_transporter_[iron.B12.siderophore.hemin]', 'ABC transporter (iron.B12.siderophore.hemin) , ATP-binding component']}}",79,0,48
"{'id': 'SS00114', 'metadata': {'ontology': ['Iron acquisition and metabolism', '-', 'ABC_transporter_[iron.B12.siderophore.hemin]', 'ABC transporter (iron.B12.siderophore.hemin) , periplasmic substrate-binding component']}}",80,0,11
"{'id': 'SS00115', 'metadata': {'ontology': ['Iron acquisition and metabolism', '-', 'ABC_transporter_[iron.B12.siderophore.hemin]', 'ABC transporter (iron.B12.siderophore.hemin) , permease component']}}",81,0,25
"{'id': 'SS00116', 'metadata': {'ontology': ['Iron acquisition and metabolism', '-', 'ABC_transporter_[iron.B12.siderophore.hemin]', 'Outer membrane (iron.B12.siderophore.hemin) receptor']}}",82,0,6
"{'id': 'SS00117', 'metadata': {'ontology': ['Membrane Transport', 'ABC transporters', 'ABC_transporter_of_unknown_substrate_X', 'Possible ABC transporter, periplasmic substrate X binding protein precursor']}}",83,0,9
"{'id': 'SS00118', 'metadata': {'ontology': ['Membrane Transport', 'ABC transporters', 'ABC_transporter_of_unknown_substrate_X', 'Putative ABC transporter of substrate X, ATP-binding subunit']}}",84,0,5
"{'id': 'SS00119', 'metadata': {'ontology': ['Membrane Transport', 'ABC transporters', 'ABC_transporter_of_unknown_substrate_X', 'Putative ABC transporter of substrate X, permease subunit I']}}",85,0,2
"{'id': 'SS00120', 'metadata': {'ontology': ['Membrane Transport', 'ABC transporters', 'ABC_transporter_of_unknown_substrate_X', 'Putative ABC transporter of substrate X, permease subunit II']}}",86,0,2
"{'id': 'SS00121', 'metadata': {'ontology': ['Membrane Transport', 'ABC transporters', 'ABC_transporter_oligopeptide_(TC_3.A.1.5.1)', 'Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)']}}",87,0,504
"{'id': 'SS00122', 'metadata': {'ontology': ['Membrane Transport', 'ABC transporters', 'ABC_transporter_oligopeptide_(TC_3.A.1.5.1)', 'Oligopeptide transport ATP-binding protein OppD (TC 3.A.1.5.1)']}}",88,0,1210
"{'id': 'SS00123', 'metadata': {'ontology': ['Membrane Transport', 'ABC transporters', 'ABC_transporter_oligopeptide_(TC_3.A.1.5.1)', 'Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1)']}}",89,0,1227
"{'id': 'SS00124', 'metadata': {'ontology': ['Membrane Transport', 'ABC transporters', 'ABC_transporter_oligopeptide_(TC_3.A.1.5.1)', 'Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1)']}}",90,0,896
"{'id': 'SS00125', 'metadata': {'ontology': ['Membrane Transport', 'ABC transporters', 'ABC_transporter_oligopeptide_(TC_3.A.1.5.1)', 'Oligopeptide transport system permease protein OppC (TC 3.A.1.5.1)']}}",91,0,565
"{'id': 'SS00126', 'metadata': {'ontology': ['Membrane Transport', 'ABC transporters', 'ABC_transporter_peptide_(TC_3.A.1.5.5)', 'Peptide transport periplasmic protein sapA (TC 3.A.1.5.5)']}}",92,0,2
"{'id': 'SS00127', 'metadata': {'ontology': ['Membrane Transport', 'ABC transporters', 'ABC_transporter_peptide_(TC_3.A.1.5.5)', 'Peptide transport system ATP-binding protein SapD (TC 3.A.1.5.5)']}}",93,0,1
"{'id': 'SS00128', 'metadata': {'ontology': ['Membrane Transport', 'ABC transporters', 'ABC_transporter_peptide_(TC_3.A.1.5.5)', 'Peptide transport system ATP-binding protein sapF (TC 3.A.1.5.5)']}}",94,0,3
"{'id': 'SS00129', 'metadata': {'ontology': ['Membrane Transport', 'ABC transporters', 'ABC_transporter_peptide_(TC_3.A.1.5.5)', 'Peptide transport system permease protein sapB (TC 3.A.1.5.5)']}}",95,0,12
"{'id': 'SS00130', 'metadata': {'ontology': ['Membrane Transport', 'ABC transporters', 'ABC_transporter_peptide_(TC_3.A.1.5.5)', 'Peptide transport system permease protein sapC (TC 3.A.1.5.5)']}}",96,0,18
"{'id': 'SS00131', 'metadata': {'ontology': ['Membrane Transport', 'ABC transporters', 'ABC_transporter_tungstate_(TC_3.A.1.6.2)', 'ABC-type tungstate transport system, ATP-binding protein']}}",97,0,42
"{'id': 'SS00132', 'metadata': {'ontology': ['Membrane Transport', 'ABC transporters', 'ABC_transporter_tungstate_(TC_3.A.1.6.2)', 'ABC-type tungstate transport system, periplasmic binding protein']}}",98,0,90
"{'id': 'SS00133', 'metadata': {'ontology': ['Membrane Transport', 'ABC transporters', 'ABC_transporter_tungstate_(TC_3.A.1.6.2)', 'ABC-type tungstate transport system, permease protein']}}",99,0,69
"{'id': 'SS00137', 'metadata': {'ontology': ['Iron acquisition and metabolism', '-', 'ABC-type_iron_transport_system', 'ABC Fe3+ siderophore transporter, inner membrane subunit']}}",100,0,4
"{'id': 'SS00138', 'metadata': {'ontology': ['Iron acquisition and metabolism', '-', 'ABC-type_iron_transport_system', 'ABC-type Fe3+ transport system, periplasmic component']}}",101,0,18
"{'id': 'SS00139', 'metadata': {'ontology': ['Iron acquisition and metabolism', '-', 'ABC-type_iron_transport_system', 'ABC-type spermidine/putrescine transport systems, ATPase components']}}",102,0,64
"{'id': 'SS00145', 'metadata': {'ontology': ['Carbohydrates', 'Fermentation', 'Acetoin,_butanediol_metabolism', '2,3-butanediol dehydrogenase, R-alcohol forming, (R)- and (S)-acetoin-specific (EC 1.1.1.4)']}}",103,0,16
"{'id': 'SS00146', 'metadata': {'ontology': ['Carbohydrates', 'Fermentation', 'Acetoin,_butanediol_metabolism', '2,3-butanediol dehydrogenase, S-alcohol forming, (R)-acetoin-specific (EC 1.1.1.4)']}}",104,0,24
"{'id': 'SS00147', 'metadata': {'ontology': ['Carbohydrates', 'Fermentation', 'Acetoin,_butanediol_metabolism', '2,3-butanediol dehydrogenase, S-alcohol forming, (S)-acetoin-specific (EC 1.1.1.76)']}}",105,0,32
"{'id': 'SS00148', 'metadata': {'ontology': ['Carbohydrates', 'Fermentation', 'Acetoin,_butanediol_metabolism', 'Acetoin catabolism protein X']}}",106,0,34
"{'id': 'SS00149', 'metadata': {'ontology': ['Carbohydrates', 'Fermentation', 'Acetoin,_butanediol_metabolism', 'Acetoin dehydrogenase E1 component alpha-subunit (EC 1.2.4.-)']}}",107,0,436
"{'id': 'SS00150', 'metadata': {'ontology': ['Carbohydrates', 'Fermentation', 'Acetoin,_butanediol_metabolism', 'Acetoin dehydrogenase E1 component beta-subunit (EC 1.2.4.-)']}}",108,0,446
"{'id': 'SS00151', 'metadata': {'ontology': ['Carbohydrates', 'Fermentation', 'Acetoin,_butanediol_metabolism', 'Acetoin (diacetyl) reductase (EC 1.1.1.5)']}}",109,0,24
"{'id': 'SS00153', 'metadata': {'ontology': ['Carbohydrates', 'Fermentation', 'Acetoin,_butanediol_metabolism', 'Acetolactate synthase, catabolic (EC 2.2.1.6)']}}",110,0,3
"{'id': 'SS00154', 'metadata': {'ontology': ['Carbohydrates', 'Fermentation', 'Acetoin,_butanediol_metabolism', 'Acetolactate synthase large subunit (EC 2.2.1.6)']}}",111,0,1012
"{'id': 'SS00155', 'metadata': {'ontology': ['Carbohydrates', 'Fermentation', 'Acetoin,_butanediol_metabolism', 'Acetolactate synthase small subunit (EC 2.2.1.6)']}}",112,0,232
"{'id': 'SS00160', 'metadata': {'ontology': ['Carbohydrates', 'Fermentation', 'Acetoin,_butanediol_metabolism', 'Alpha-acetolactate decarboxylase (EC 4.1.1.5)']}}",113,0,11
"{'id': 'SS00161', 'metadata': {'ontology': ['Carbohydrates', 'Fermentation', 'Acetoin,_butanediol_metabolism', 'Dihydrolipoamide acetyltransferase component (E2) of acetoin dehydrogenase complex (EC 2.3.1.-)']}}",114,0,106
"{'id': 'SS00162', 'metadata': {'ontology': ['Carbohydrates', 'Fermentation', 'Acetoin,_butanediol_metabolism', 'Dihydrolipoamide dehydrogenase of acetoin dehydrogenase (EC 1.8.1.4)']}}",115,0,52
"{'id': 'SS00163', 'metadata': {'ontology': ['Carbohydrates', 'Fermentation', 'Acetoin,_butanediol_metabolism', 'Transcriptional activator of acetoin dehydrogenase operon AcoR']}}",116,0,34
"{'id': 'SS00165', 'metadata': {'ontology': ['Carbohydrates', 'Fermentation', 'Acetone_Butanol_Ethanol_Synthesis', '3-hydroxybutyryl-CoA dehydratase (EC 4.2.1.55)']}}",117,0,249
"{'id': 'SS00166', 'metadata': {'ontology': ['Carbohydrates', 'Fermentation', 'Acetone_Butanol_Ethanol_Synthesis', '3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157)']}}",118,0,812
"{'id': 'SS00167', 'metadata': {'ontology': ['Carbohydrates', 'Fermentation', 'Acetone_Butanol_Ethanol_Synthesis', 'Acetaldehyde dehydrogenase (EC 1.2.1.10)']}}",119,0,68
"{'id': 'SS00168', 'metadata': {'ontology': ['Carbohydrates', 'Fermentation', 'Acetone_Butanol_Ethanol_Synthesis', 'Acetoacetate decarboxylase (EC 4.1.1.4)']}}",120,0,12
"{'id': 'SS00169', 'metadata': {'ontology': ['Carbohydrates', 'Fermentation', 'Acetone_Butanol_Ethanol_Synthesis', 'Acetoacetate metabolism regulatory protein AtoC']}}",121,0,203
