,0,1,2
"{'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Betaproteobacteria', 'Burkholderiales', 'Comamonadaceae', 'Acidovorax', 'Acidovorax ebreus', 'Acidovorax ebreus TPSY']}, 'id': 'Acidovorax ebreus TPSY'}",31,0,578
"{'id': 'Acidovorax sp. JS42', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Betaproteobacteria', 'Burkholderiales', 'Comamonadaceae', 'Acidovorax', 'Acidovorax sp. JS42', 'Acidovorax sp. JS42']}}",32,0,1989
"{'metadata': {'taxonomy': ['Archaea', 'Euryarchaeota', 'unclassified (derived from Euryarchaeota)', 'unclassified (derived from Euryarchaeota)', 'unclassified (derived from Euryarchaeota)', 'Aciduliprofundum', 'Aciduliprofundum boonei', 'Aciduliprofundum boonei T469']}, 'id': 'Aciduliprofundum boonei T469'}",33,0,316
"{'id': 'Acinetobacter baumannii 6013113', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pseudomonadales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter baumannii', 'Acinetobacter baumannii 6013113']}}",34,0,248
"{'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pseudomonadales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter baumannii', 'Acinetobacter baumannii 6013150']}, 'id': 'Acinetobacter baumannii 6013150'}",35,0,246
"{'id': 'Acinetobacter baumannii 6014059', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pseudomonadales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter baumannii', 'Acinetobacter baumannii 6014059']}}",36,0,137
"{'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pseudomonadales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter baumannii', 'Acinetobacter baumannii AB0057']}, 'id': 'Acinetobacter baumannii AB0057'}",37,0,278
"{'id': 'Acinetobacter baumannii AB056', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pseudomonadales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter baumannii', 'Acinetobacter baumannii AB056']}}",38,0,228
"{'id': 'Acinetobacter baumannii AB058', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pseudomonadales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter baumannii', 'Acinetobacter baumannii AB058']}}",39,0,220
"{'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pseudomonadales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter baumannii', 'Acinetobacter baumannii AB059']}, 'id': 'Acinetobacter baumannii AB059'}",40,0,214
"{'id': 'Acinetobacter baumannii AB307-0294', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pseudomonadales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter baumannii', 'Acinetobacter baumannii AB307-0294']}}",41,0,291
"{'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pseudomonadales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter baumannii', 'Acinetobacter baumannii AB900']}, 'id': 'Acinetobacter baumannii AB900'}",42,0,122
"{'id': 'Acinetobacter baumannii ACICU', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pseudomonadales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter baumannii', 'Acinetobacter baumannii ACICU']}}",43,0,150
"{'id': 'Acinetobacter baumannii ATCC 17978', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pseudomonadales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter baumannii', 'Acinetobacter baumannii ATCC 17978']}}",44,0,142
"{'id': 'Acinetobacter baumannii ATCC 19606', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pseudomonadales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter baumannii', 'Acinetobacter baumannii ATCC 19606']}}",45,0,138
"{'id': 'Acinetobacter baumannii AYE', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pseudomonadales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter baumannii', 'Acinetobacter baumannii AYE']}}",46,0,269
"{'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pseudomonadales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter baumannii', 'Acinetobacter baumannii SDF']}, 'id': 'Acinetobacter baumannii SDF'}",47,0,75
"{'id': 'Acinetobacter calcoaceticus RUH2202', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pseudomonadales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus', 'Acinetobacter calcoaceticus RUH2202']}}",48,0,122
"{'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pseudomonadales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter haemolyticus', 'Acinetobacter haemolyticus ATCC 19194']}, 'id': 'Acinetobacter haemolyticus ATCC 19194'}",49,0,101
"{'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pseudomonadales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter johnsonii', 'Acinetobacter johnsonii SH046']}, 'id': 'Acinetobacter johnsonii SH046'}",50,0,189
"{'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pseudomonadales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter junii', 'Acinetobacter junii SH205']}, 'id': 'Acinetobacter junii SH205'}",51,0,171
"{'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pseudomonadales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter lwoffii', 'Acinetobacter lwoffii SH145']}, 'id': 'Acinetobacter lwoffii SH145'}",52,0,200
"{'id': 'Acinetobacter phage Ac42', 'metadata': {'taxonomy': ['Viruses', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'Caudovirales', 'Myoviridae', 'T4-like viruses', 'Acinetobacter phage Ac42', 'Acinetobacter phage Ac42']}}",53,0,1
"{'id': 'Acinetobacter radioresistens SH164', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pseudomonadales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter radioresistens', 'Acinetobacter radioresistens SH164']}}",54,0,183
"{'id': 'Acinetobacter radioresistens SK82', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pseudomonadales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter radioresistens', 'Acinetobacter radioresistens SK82']}}",55,0,197
"{'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pseudomonadales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter sp. ADP1', 'Acinetobacter sp. ADP1']}, 'id': 'Acinetobacter sp. ADP1'}",56,0,346
"{'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pseudomonadales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter sp. ATCC 27244', 'Acinetobacter sp. ATCC 27244']}, 'id': 'Acinetobacter sp. ATCC 27244'}",57,0,123
"{'id': 'Acinetobacter sp. DR1', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pseudomonadales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter oleivorans', 'Acinetobacter sp. DR1']}}",58,0,142
"{'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pseudomonadales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter sp. EB104', 'Acinetobacter sp. EB104']}, 'id': 'Acinetobacter sp. EB104'}",59,0,1
"{'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pseudomonadales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter nosocomialis', 'Acinetobacter sp. RUH2624']}, 'id': 'Acinetobacter sp. RUH2624'}",60,0,85
"{'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pseudomonadales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter pittii', 'Acinetobacter sp. SH024']}, 'id': 'Acinetobacter sp. SH024'}",61,0,63
"{'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pseudomonadales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter venetianus', 'Acinetobacter venetianus']}, 'id': 'Acinetobacter venetianus'}",62,0,2
"{'metadata': {'taxonomy': ['Eukaryota', 'Streptophyta', 'Liliopsida', 'Acorales', 'Acoraceae', 'Acorus', 'Acorus americanus', 'Acorus americanus']}, 'id': 'Acorus americanus'}",63,0,1
"{'metadata': {'taxonomy': ['Eukaryota', 'Streptophyta', 'Liliopsida', 'Acorales', 'Acoraceae', 'Acorus', 'Acorus calamus', 'Acorus calamus']}, 'id': 'Acorus calamus'}",64,0,1
"{'metadata': {'taxonomy': ['Eukaryota', 'Arthropoda', 'Insecta', 'Orthoptera', 'Acrididae', 'Acrida', 'Acrida cinerea', 'Acrida cinerea']}, 'id': 'Acrida cinerea'}",65,0,1
"{'id': 'Acropora tenuis', 'metadata': {'taxonomy': ['Eukaryota', 'Cnidaria', 'Anthozoa', 'Scleractinia', 'Acroporidae', 'Acropora', 'Acropora tenuis', 'Acropora tenuis']}}",66,0,2
"{'id': 'Actinobacillus minor 202', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Actinobacillus', 'Actinobacillus minor', 'Actinobacillus minor 202']}}",67,0,42
"{'id': 'Actinobacillus minor NM305', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Actinobacillus', 'Actinobacillus minor', 'Actinobacillus minor NM305']}}",68,0,68
"{'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Actinobacillus', 'Actinobacillus pleuropneumoniae', 'Actinobacillus pleuropneumoniae']}, 'id': 'Actinobacillus pleuropneumoniae'}",69,0,5
"{'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Actinobacillus', 'Actinobacillus pleuropneumoniae', 'Actinobacillus pleuropneumoniae serovar 1 str. 4074']}, 'id': 'Actinobacillus pleuropneumoniae serovar 1 str. 4074'}",70,0,112
"{'id': 'Actinobacillus pleuropneumoniae serovar 10 str. D13039', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Actinobacillus', 'Actinobacillus pleuropneumoniae', 'Actinobacillus pleuropneumoniae serovar 10 str. D13039']}}",71,0,29
"{'id': 'Actinobacillus pleuropneumoniae serovar 11 str. 56153', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Actinobacillus', 'Actinobacillus pleuropneumoniae', 'Actinobacillus pleuropneumoniae serovar 11 str. 56153']}}",72,0,21
"{'id': 'Actinobacillus pleuropneumoniae serovar 12 str. 1096', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Actinobacillus', 'Actinobacillus pleuropneumoniae', 'Actinobacillus pleuropneumoniae serovar 12 str. 1096']}}",73,0,29
"{'id': 'Actinobacillus pleuropneumoniae serovar 13 str. N273', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Actinobacillus', 'Actinobacillus pleuropneumoniae', 'Actinobacillus pleuropneumoniae serovar 13 str. N273']}}",74,0,32
"{'id': 'Actinobacillus pleuropneumoniae serovar 2 str. 4226', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Actinobacillus', 'Actinobacillus pleuropneumoniae', 'Actinobacillus pleuropneumoniae serovar 2 str. 4226']}}",75,0,48
"{'id': 'Actinobacillus pleuropneumoniae serovar 2 str. S1536', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Actinobacillus', 'Actinobacillus pleuropneumoniae', 'Actinobacillus pleuropneumoniae serovar 2 str. S1536']}}",76,0,43
"{'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Actinobacillus', 'Actinobacillus pleuropneumoniae', 'Actinobacillus pleuropneumoniae serovar 3 str. JL03']}, 'id': 'Actinobacillus pleuropneumoniae serovar 3 str. JL03'}",77,0,31
"{'id': 'Actinobacillus pleuropneumoniae serovar 4 str. M62', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Actinobacillus', 'Actinobacillus pleuropneumoniae', 'Actinobacillus pleuropneumoniae serovar 4 str. M62']}}",78,0,27
"{'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Actinobacillus', 'Actinobacillus pleuropneumoniae', 'Actinobacillus pleuropneumoniae serovar 5b str. L20']}, 'id': 'Actinobacillus pleuropneumoniae serovar 5b str. L20'}",79,0,128
"{'id': 'Actinobacillus pleuropneumoniae serovar 6 str. Femo', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Actinobacillus', 'Actinobacillus pleuropneumoniae', 'Actinobacillus pleuropneumoniae serovar 6 str. Femo']}}",80,0,34
"{'id': 'Actinobacillus pleuropneumoniae serovar 7 str. AP76', 'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Actinobacillus', 'Actinobacillus pleuropneumoniae', 'Actinobacillus pleuropneumoniae serovar 7 str. AP76']}}",81,0,39
"{'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Actinobacillus', 'Actinobacillus pleuropneumoniae', 'Actinobacillus pleuropneumoniae serovar 9 str. CVJ13261']}, 'id': 'Actinobacillus pleuropneumoniae serovar 9 str. CVJ13261'}",82,0,24
"{'metadata': {'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Actinobacillus', 'Actinobacillus succinogenes', 'Actinobacillus succinogenes 130Z']}, 'id': 'Actinobacillus succinogenes 130Z'}",83,0,201
"{'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Actinomycetaceae', 'Actinomyces', 'Actinomyces coleocanis', 'Actinomyces coleocanis DSM 15436']}, 'id': 'Actinomyces coleocanis DSM 15436'}",84,0,214
"{'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Actinomycetaceae', 'Actinomyces', 'Actinomyces odontolyticus', 'Actinomyces odontolyticus ATCC 17982']}, 'id': 'Actinomyces odontolyticus ATCC 17982'}",85,0,188
"{'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Actinomycetaceae', 'Actinomyces', 'Actinomyces odontolyticus', 'Actinomyces odontolyticus F0309']}, 'id': 'Actinomyces odontolyticus F0309'}",86,0,191
"{'id': 'Actinomyces sp. oral taxon 180 str. F0310', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Actinomycetaceae', 'Actinomyces', 'Actinomyces sp. oral taxon 180', 'Actinomyces sp. oral taxon 180 str. F0310']}}",87,0,205
"{'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Actinomycetaceae', 'Actinomyces', 'Actinomyces sp. oral taxon 848', 'Actinomyces sp. oral taxon 848 str. F0332']}, 'id': 'Actinomyces sp. oral taxon 848 str. F0332'}",88,0,398
"{'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Actinomycetaceae', 'Actinomyces', 'Actinomyces urogenitalis', 'Actinomyces urogenitalis DSM 15434']}, 'id': 'Actinomyces urogenitalis DSM 15434'}",89,0,539
"{'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Actinomycetaceae', 'Actinomyces', 'Actinomyces viscosus', 'Actinomyces viscosus C505']}, 'id': 'Actinomyces viscosus C505'}",90,0,513
"{'id': 'Actinoplanes phage phiAsp2', 'metadata': {'taxonomy': ['Viruses', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'Caudovirales', 'Siphoviridae', 'unclassified (derived from Siphoviridae)', 'Actinoplanes phage phiAsp2', 'Actinoplanes phage phiAsp2']}}",91,0,13
"{'id': 'Actinosynnema mirum DSM 43827', 'metadata': {'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Pseudonocardiaceae', 'Actinosynnema', 'Actinosynnema mirum', 'Actinosynnema mirum DSM 43827']}}",92,0,10748
"{'metadata': {'taxonomy': ['Eukaryota', 'Arthropoda', 'Insecta', 'Hemiptera', 'Aphididae', 'Acyrthosiphon', 'Acyrthosiphon pisum', 'Acyrthosiphon pisum']}, 'id': 'Acyrthosiphon pisum'}",93,0,168
"{'id': 'Adiantum capillus-veneris', 'metadata': {'taxonomy': ['Eukaryota', 'Streptophyta', 'Polypodiopsida', 'Polypodiales', 'Pteridaceae', 'Adiantum', 'Adiantum capillus-veneris', 'Adiantum capillus-veneris']}}",94,0,3
