Subsystems.level3	mgm4637811.3
Butanol_Biosynthesis;Carbohydrates;Fermentation;Butanol_Biosynthesis	180
CBSS-176280.1.peg.1561;Clustering-based subsystems;-;CBSS-176280.1.peg.1561	1
CBSS-176299.4.peg.1292;Clustering-based subsystems;Probably GTP or GMP signaling related;CBSS-176299.4.peg.1292	48
CBSS-196164.1.peg.1690;Clustering-based subsystems;Cytochrome biogenesis;CBSS-196164.1.peg.1690	2815
CBSS-257314.1.peg.676;Clustering-based subsystems;Two related proteases;CBSS-257314.1.peg.676	2332
CBSS-261594.1.peg.788;Clustering-based subsystems;recX and regulatory cluster;CBSS-261594.1.peg.788	11
CBSS-265072.7.peg.546;Clustering-based subsystems;Methylamine utilization;CBSS-265072.7.peg.546	12
CBSS-288000.5.peg.1793;Clustering-based subsystems;Pyruvate kinase associated cluster;CBSS-288000.5.peg.1793	33
CBSS-316273.3.peg.2378;Clustering-based subsystems;-;CBSS-316273.3.peg.2378	48
CBSS-316279.3.peg.746;Clustering-based subsystems;-;CBSS-316279.3.peg.746	1
CBSS-323850.3.peg.3284;Clustering-based subsystems;Putative GGDEF domain protein related to agglutinin secretion;CBSS-323850.3.peg.3284	1
CBSS-393130.3.peg.129;Clustering-based subsystems;Related to Menaquinone-cytochrome C reductase ;CBSS-393130.3.peg.129	1
CBSS-393130.3.peg.794;Clustering-based subsystems;Cell Division;CBSS-393130.3.peg.794	1
CBSS-52598.3.peg.2843;Clustering-based subsystems;alpha-proteobacterial cluster of hypotheticals;CBSS-52598.3.peg.2843	171
CBSS-83332.1.peg.3803;Clustering-based subsystems;-;CBSS-83332.1.peg.3803	99
CO2_uptake,_carboxysome;Carbohydrates;CO2 fixation;CO2_uptake,_carboxysome	141
COG2363;Miscellaneous;Plant-Prokaryote DOE project;COG2363	2022
COG3533;Miscellaneous;Plant-Prokaryote DOE project;COG3533	409
Calvin-Benson_cycle;Carbohydrates;CO2 fixation;Calvin-Benson_cycle	423
Carboxysome;Carbohydrates;CO2 fixation;Carboxysome	140
Carnitine_Metabolism_in_Microorganisms;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Carnitine_Metabolism_in_Microorganisms	4
Catechol_branch_of_beta-ketoadipate_pathway;Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Catechol_branch_of_beta-ketoadipate_pathway	327
Chitin_and_N-acetylglucosamine_utilization;Carbohydrates;Aminosugars;Chitin_and_N-acetylglucosamine_utilization	3
Chlorophyll_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Chlorophyll_Biosynthesis	9
Chlorophyll_Degradation;Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Chlorophyll_Degradation	1
Cholesterol_catabolic_operon_in_Mycobacteria;Fatty Acids, Lipids, and Isoprenoids;-;Cholesterol_catabolic_operon_in_Mycobacteria	21
Chorismate_Synthesis;Amino Acids and Derivatives;Aromatic amino acids and derivatives;Chorismate_Synthesis	822
Citrate_Utilization_System_(CitAB,_CitH,_and_tctABC);Membrane Transport;-;Citrate_Utilization_System_(CitAB,_CitH,_and_tctABC)	284
ClpS__and_metallo-protease_cluster_in_Cyanos_;Clustering-based subsystems;-;ClpS__and_metallo-protease_cluster_in_Cyanos_	1
Cluster-based_Subsystem_Grouping_Hypotheticals_-_perhaps_Proteosome_Related;Clustering-based subsystems;proteosome related;Cluster-based_Subsystem_Grouping_Hypotheticals_-_perhaps_Proteosome_Related	1265
Cluster_containing_CofD-like_protein_and_co-occuring_with_DNA_repair;Clustering-based subsystems;-;Cluster_containing_CofD-like_protein_and_co-occuring_with_DNA_repair	105
Coenzyme_A_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Coenzyme A;Coenzyme_A_Biosynthesis	1915
Coenzyme_B12_biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Coenzyme_B12_biosynthesis	569
Cold_shock,_CspA_family_of_proteins;Stress Response;Cold shock;Cold_shock,_CspA_family_of_proteins	83
Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate);Amino Acids and Derivatives;Aromatic amino acids and derivatives;Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate)	822
Competence_or_DNA_damage-inducible_protein_CinA_and_related_protein_families;Miscellaneous;Plant-Prokaryote DOE project;Competence_or_DNA_damage-inducible_protein_CinA_and_related_protein_families	2332
Conjugative_transfer;Membrane Transport;Protein and nucleoprotein secretion system, Type IV;Conjugative_transfer	14
Conjugative_transfer_related_cluster;Clustering-based subsystems;-;Conjugative_transfer_related_cluster	13
Control_of_cell_elongation_-_division_cycle_in_Bacilli;Cell Division and Cell Cycle;-;Control_of_cell_elongation_-_division_cycle_in_Bacilli	1
Creatine_and_Creatinine_Degradation;Amino Acids and Derivatives;-;Creatine_and_Creatinine_Degradation	70
Cyanate_hydrolysis;Nitrogen Metabolism;-;Cyanate_hydrolysis	368
Cysteine_Biosynthesis;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Cysteine_Biosynthesis	1131
Cytochrome_B6-F_complex;Respiration;-;Cytochrome_B6-F_complex	1
D-Alanyl_Lipoteichoic_Acid_Biosynthesis;Cell Wall and Capsule;Gram-Positive cell wall components;D-Alanyl_Lipoteichoic_Acid_Biosynthesis	1
D-Galacturonate_and_D-Glucuronate_Utilization;Carbohydrates;Monosaccharides;D-Galacturonate_and_D-Glucuronate_Utilization	74
D-Tagatose_and_Galactitol_Utilization;Carbohydrates;Monosaccharides;D-Tagatose_and_Galactitol_Utilization	2
D-galactarate,_D-glucarate_and_D-glycerate_catabolism;Carbohydrates;Monosaccharides;D-galactarate,_D-glucarate_and_D-glycerate_catabolism	61
DMSP_breakdown;Sulfur Metabolism;Organic sulfur assimilation;DMSP_breakdown	1
DNA-replication;DNA Metabolism;DNA replication;DNA-replication	2357
DNA_repair,_UvrABC_system;DNA Metabolism;DNA repair;DNA_repair,_UvrABC_system	15950
DNA_repair,_bacterial;DNA Metabolism;DNA repair;DNA_repair,_bacterial	2332
DNA_repair,_bacterial_RecBCD_pathway;DNA Metabolism;DNA repair;DNA_repair,_bacterial_RecBCD_pathway	99
DNA_repair,_bacterial_RecFOR_pathway;DNA Metabolism;DNA repair;DNA_repair,_bacterial_RecFOR_pathway	2332
DNA_repair,_bacterial_UmuCD_system;DNA Metabolism;DNA repair;DNA_repair,_bacterial_UmuCD_system	2332
De_Novo_Purine_Biosynthesis;Nucleosides and Nucleotides;Purines;De_Novo_Purine_Biosynthesis	97
Dehydrogenase_complexes;Carbohydrates;Central carbohydrate metabolism;Dehydrogenase_complexes	3934
Denitrification;Nitrogen Metabolism;-;Denitrification	150
Dissimilatory_nitrite_reductase;Nitrogen Metabolism;-;Dissimilatory_nitrite_reductase	1
Dot-Icm_type_IV_secretion_system;Membrane Transport;Protein and nucleoprotein secretion system, Type IV;Dot-Icm_type_IV_secretion_system	1
ECF_class_transporters;Membrane Transport;-;ECF_class_transporters	6
ESAT-6_proteins_secretion_system_in_Actinobacteria;Membrane Transport;Protein translocation across cytoplasmic membrane;ESAT-6_proteins_secretion_system_in_Actinobacteria	7
Ectoine_biosynthesis_and_regulation;Stress Response;Osmotic stress;Ectoine_biosynthesis_and_regulation	1
Energy-conserving_hydrogenase_(ferredoxin)_Ech;Respiration;Electron donating reactions;Energy-conserving_hydrogenase_(ferredoxin)_Ech	1
Entner-Doudoroff_Pathway;Carbohydrates;Central carbohydrate metabolism;Entner-Doudoroff_Pathway	248
Erythritol_utilization;Carbohydrates;Sugar alcohols;Erythritol_utilization	52
Ethylmalonyl-CoA_pathway_of_C2_assimilation;Carbohydrates;Central carbohydrate metabolism;Ethylmalonyl-CoA_pathway_of_C2_assimilation	1693
Experimental-COG2515;Miscellaneous;Plant-Prokaryote DOE project;Experimental-COG2515	277
Experimental-Ubiquinone_BiosynthesisVDC;Miscellaneous;Plant-Prokaryote DOE project;Experimental-Ubiquinone_BiosynthesisVDC	2
Experimental_-_Histidine_Degradation;Miscellaneous;Plant-Prokaryote DOE project;Experimental_-_Histidine_Degradation	6194
F0F1-type_ATP_synthase;Respiration;ATP synthases;F0F1-type_ATP_synthase	6204
Fatty_Acid_Biosynthesis_FASI;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Fatty_Acid_Biosynthesis_FASI	85
Fatty_Acid_Biosynthesis_FASII;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Fatty_Acid_Biosynthesis_FASII	343
Fermentations:_Lactate;Carbohydrates;Fermentation;Fermentations:_Lactate	2264
Fermentations:_Mixed_acid;Carbohydrates;Fermentation;Fermentations:_Mixed_acid	180
Flagellum;Motility and Chemotaxis;Flagellar motility in Prokaryota;Flagellum	4311
Flavohaemoglobin;Stress Response;-;Flavohaemoglobin	150
Folate_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Folate and pterines;Folate_Biosynthesis	689
Formate_hydrogenase;Respiration;-;Formate_hydrogenase	84
G3E_family_of_P-loop_GTPases_(metallocenter_biosynthesis);Protein Metabolism;Protein processing and modification;G3E_family_of_P-loop_GTPases_(metallocenter_biosynthesis)	2143
Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis;Amino Acids and Derivatives;Glutamine, glutamate, aspartate, asparagine; ammonia assimilation;Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis	151
Glutamine_synthetases;Amino Acids and Derivatives;Glutamine, glutamate, aspartate, asparagine; ammonia assimilation;Glutamine_synthetases	151
Glutathione-dependent_pathway_of_formaldehyde_detoxification;Stress Response;Detoxification;Glutathione-dependent_pathway_of_formaldehyde_detoxification	677
Glutathione-regulated_potassium-efflux_system_and_associated_functions;Potassium metabolism;-;Glutathione-regulated_potassium-efflux_system_and_associated_functions	3
Glutathione:_Biosynthesis_and_gamma-glutamyl_cycle;Stress Response;Oxidative stress;Glutathione:_Biosynthesis_and_gamma-glutamyl_cycle	54
Glycerate_metabolism;Carbohydrates;Organic acids;Glycerate_metabolism	325
Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization;Carbohydrates;Sugar alcohols;Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization	684
Glycine_Biosynthesis;Amino Acids and Derivatives;Alanine, serine, and glycine;Glycine_Biosynthesis	3219
Glycine_and_Serine_Utilization;Amino Acids and Derivatives;Alanine, serine, and glycine;Glycine_and_Serine_Utilization	5708
Glycine_cleavage_system;Amino Acids and Derivatives;Alanine, serine, and glycine;Glycine_cleavage_system	2489
Glycogen_metabolism;Carbohydrates;Polysaccharides;Glycogen_metabolism	7910
Glycogen_metabolism_cluster;Clustering-based subsystems;-;Glycogen_metabolism_cluster	7910
Glycolysis_and_Gluconeogenesis;Carbohydrates;Central carbohydrate metabolism;Glycolysis_and_Gluconeogenesis	227
Glyoxylate_bypass;Carbohydrates;Central carbohydrate metabolism;Glyoxylate_bypass	1784
GroEL_GroES;Protein Metabolism;Protein folding;GroEL_GroES	6915
HMG_CoA_Synthesis;Amino Acids and Derivatives;Branched-chain amino acids;HMG_CoA_Synthesis	2618
Heat_shock_dnaK_gene_cluster_extended;Stress Response;Heat shock;Heat_shock_dnaK_gene_cluster_extended	10597
Heme_and_Siroheme_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Heme_and_Siroheme_Biosynthesis	373
Heme_biosynthesis_orphans;Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Heme_biosynthesis_orphans	1
High_affinity_phosphate_transporter_and_control_of_PHO_regulon;Phosphorus Metabolism;-;High_affinity_phosphate_transporter_and_control_of_PHO_regulon	7
Histidine_Degradation;Amino Acids and Derivatives;Histidine Metabolism;Histidine_Degradation	2975
Hydrogenases;Respiration;Electron donating reactions;Hydrogenases	994
Inner_membrane_protein_YhjD_and_conserved_cluster_involved_in_LPS_biosynthesis;Cell Wall and Capsule;Gram-Negative cell wall components;Inner_membrane_protein_YhjD_and_conserved_cluster_involved_in_LPS_biosynthesis	25
Inorganic_Sulfur_Assimilation;Sulfur Metabolism;Inorganic sulfur assimilation;Inorganic_Sulfur_Assimilation	1211
Inositol_catabolism;Carbohydrates;Sugar alcohols;Inositol_catabolism	236
Iojap;Miscellaneous;Plant-Prokaryote DOE project;Iojap	4178
Iron-sulfur_cluster_assembly;Miscellaneous;Plant-Prokaryote DOE project;Iron-sulfur_cluster_assembly	2872
Ketoisovalerate_oxidoreductase;Amino Acids and Derivatives;Branched-chain amino acids;Ketoisovalerate_oxidoreductase	6771
L-Arabinose_utilization;Carbohydrates;Monosaccharides;L-Arabinose_utilization	409
L-fucose_utilization;Carbohydrates;Monosaccharides;L-fucose_utilization	19
L-rhamnose_utilization;Carbohydrates;Monosaccharides;L-rhamnose_utilization	598
LMPTP_YwlE_cluster;Clustering-based subsystems;-;LMPTP_YwlE_cluster	3219
LOS_core_oligosaccharide_biosynthesis;Cell Wall and Capsule;Gram-Negative cell wall components;LOS_core_oligosaccharide_biosynthesis	952
Lactate_utilization;Carbohydrates;Organic acids;Lactate_utilization	6
Leucine_Degradation_and_HMG-CoA_Metabolism;Amino Acids and Derivatives;Branched-chain amino acids;Leucine_Degradation_and_HMG-CoA_Metabolism	2945
Lipoic_acid_metabolism;Cofactors, Vitamins, Prosthetic Groups, Pigments;Lipoic acid;Lipoic_acid_metabolism	2
Lysine_biosynthesis_AAA_pathway_2;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Lysine_biosynthesis_AAA_pathway_2	10
Lysine_degradation;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Lysine_degradation	440
Lysine_fermentation;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Lysine_fermentation	244
Macromolecular_synthesis_operon;Cell Division and Cell Cycle;-;Macromolecular_synthesis_operon	4311
Malonate_decarboxylase;Carbohydrates;Organic acids;Malonate_decarboxylase	46
Mebrane_bound_hydrogenases;Respiration;Reverse electron transport;Mebrane_bound_hydrogenases	1
Menaquinone_and_Phylloquinone_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Quinone cofactors;Menaquinone_and_Phylloquinone_Biosynthesis	641
Methanopterin_biosynthesis2;Cofactors, Vitamins, Prosthetic Groups, Pigments;Folate and pterines;Methanopterin_biosynthesis2	6
Methicillin_resistance_in_Staphylococci;Virulence, Disease and Defense;Resistance to antibiotics and toxic compounds;Methicillin_resistance_in_Staphylococci	1
Methionine_Biosynthesis;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Methionine_Biosynthesis	4055
Methionine_Degradation;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Methionine_Degradation	8006
Methylcitrate_cycle;Carbohydrates;Organic acids;Methylcitrate_cycle	2228
Na(+)-translocating_NADH-quinone_oxidoreductase_and_rnf-like_group_of_electron_transport_complexes;Respiration;Electron donating reactions;Na(+)-translocating_NADH-quinone_oxidoreductase_and_rnf-like_group_of_electron_transport_complexes	6
Na+_translocating_decarboxylases_and_related_biotin-dependent_enzymes;Respiration;Sodium Ion-Coupled Energetics;Na+_translocating_decarboxylases_and_related_biotin-dependent_enzymes	5
NiFe_hydrogenase_maturation;Respiration;Electron donating reactions;NiFe_hydrogenase_maturation	528
Nitrate_and_nitrite_ammonification;Nitrogen Metabolism;-;Nitrate_and_nitrite_ammonification	971
Nitric_oxide_synthase;Nitrogen Metabolism;-;Nitric_oxide_synthase	3
Nitrogen_fixation;Nitrogen Metabolism;-;Nitrogen_fixation	1
Nitrosative_stress;Nitrogen Metabolism;-;Nitrosative_stress	151
Novel_non-oxidative_pathway_of_Uracil_catabolism;Nucleosides and Nucleotides;Pyrimidines;Novel_non-oxidative_pathway_of_Uracil_catabolism	1461
Nudix_proteins_(nucleoside_triphosphate_hydrolases);Nucleosides and Nucleotides;Detoxification;Nudix_proteins_(nucleoside_triphosphate_hydrolases)	8
Oxidative_stress;Stress Response;Oxidative stress;Oxidative_stress	3596
PFGI-1-like_cluster_1;Clustering-based subsystems;-;PFGI-1-like_cluster_1	1
PROSC;Miscellaneous;Plant-Prokaryote DOE project;PROSC	3219
Particulate_methane_monooxygenase_(pMMO);Carbohydrates;Central carbohydrate metabolism;Particulate_methane_monooxygenase_(pMMO)	3
Pentose_phosphate_pathway;Carbohydrates;Central carbohydrate metabolism;Pentose_phosphate_pathway	2264
Peptidoglycan_Biosynthesis;Cell Wall and Capsule;-;Peptidoglycan_Biosynthesis	151
Periplasmic-Binding-Protein-Dependent_Transport_System_for_&#945;-Glucosides;Membrane Transport;ABC transporters;Periplasmic-Binding-Protein-Dependent_Transport_System_for_&#945;-Glucosides	52
Phd-Doc,_YdcE-YdcD_toxin-antitoxin_(programmed_cell_death)_systems;Regulation and Cell signaling;Programmed Cell Death and Toxin-antitoxin Systems;Phd-Doc,_YdcE-YdcD_toxin-antitoxin_(programmed_cell_death)_systems	1
Phenol_hydroxylase;Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Phenol_hydroxylase	4
Phenylacetyl-CoA_catabolic_pathway_(core);Metabolism of Aromatic Compounds;-;Phenylacetyl-CoA_catabolic_pathway_(core)	756
Phenylpropanoid_compound_degradation;Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Phenylpropanoid_compound_degradation	38
Phosphate-binding_DING_proteins;Phosphorus Metabolism;-;Phosphate-binding_DING_proteins	3
Phosphate_metabolism;Phosphorus Metabolism;-;Phosphate_metabolism	423
Phosphonoalanine_utilization;Amino Acids and Derivatives;-;Phosphonoalanine_utilization	1
Photorespiration_(oxidative_C2_cycle);Carbohydrates;CO2 fixation;Photorespiration_(oxidative_C2_cycle)	9845
Photosystem_I;Photosynthesis;Electron transport and photophosphorylation;Photosystem_I	2
Photosystem_II;Photosynthesis;Electron transport and photophosphorylation;Photosystem_II	6
Photosystem_II-type_photosynthetic_reaction_center;Photosynthesis;Electron transport and photophosphorylation;Photosystem_II-type_photosynthetic_reaction_center	3
Phycobilisome;Photosynthesis;Light-harvesting complexes;Phycobilisome	3
Polyadenylation_specificity_factor;RNA Metabolism;RNA processing and modification;Polyadenylation_specificity_factor	1
Polyamine_Metabolism;Amino Acids and Derivatives;Arginine; urea cycle, polyamines;Polyamine_Metabolism	618
Polyhydroxybutyrate_metabolism;Fatty Acids, Lipids, and Isoprenoids;-;Polyhydroxybutyrate_metabolism	77
Potassium_homeostasis;Potassium metabolism;-;Potassium_homeostasis	503
Proline,_4-hydroxyproline_uptake_and_utilization;Amino Acids and Derivatives;Proline and 4-hydroxyproline;Proline,_4-hydroxyproline_uptake_and_utilization	1
Propanediol_utilization;Carbohydrates;Sugar alcohols;Propanediol_utilization	1
Propionate-CoA_to_Succinate_Module;Carbohydrates;Organic acids;Propionate-CoA_to_Succinate_Module	2240
Propionyl-CoA_to_Succinyl-CoA_Module;Carbohydrates;Organic acids;Propionyl-CoA_to_Succinyl-CoA_Module	593
Proteasome_archaeal;Protein Metabolism;Protein degradation;Proteasome_archaeal	1265
Proteasome_bacterial;Protein Metabolism;Protein degradation;Proteasome_bacterial	3804
Proteasome_eukaryotic;Protein Metabolism;Protein degradation;Proteasome_eukaryotic	13
Protection_from_Reactive_Oxygen_Species;Stress Response;Oxidative stress;Protection_from_Reactive_Oxygen_Species	3577
Protein_Acetylation_and_Deacetylation_in_Bacteria;Protein Metabolism;Protein processing and modification;Protein_Acetylation_and_Deacetylation_in_Bacteria	7108
Protein_YjgK_cluster_linked_to_biofilm_formation;Regulation and Cell signaling;Quorum sensing and biofilm formation;Protein_YjgK_cluster_linked_to_biofilm_formation	6
Protein_chaperones;Protein Metabolism;Protein folding;Protein_chaperones	13189
Proteolysis_in_bacteria,_ATP-dependent;Protein Metabolism;Protein degradation;Proteolysis_in_bacteria,_ATP-dependent	10140
Protocatechuate_branch_of_beta-ketoadipate_pathway;Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Protocatechuate_branch_of_beta-ketoadipate_pathway	327
Purine_conversions;Nucleosides and Nucleotides;Purines;Purine_conversions	296
Putative_sulfate_assimilation_cluster;Clustering-based subsystems;-;Putative_sulfate_assimilation_cluster	27
Pyridoxin_(Vitamin_B6)_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Pyridoxine;Pyridoxin_(Vitamin_B6)_Biosynthesis	958
Pyruvate_metabolism_I:_anaplerotic_reactions,_PEP;Carbohydrates;Central carbohydrate metabolism;Pyruvate_metabolism_I:_anaplerotic_reactions,_PEP	1863
Pyruvate_metabolism_II:_acetyl-CoA,_acetogenesis_from_pyruvate;Carbohydrates;Central carbohydrate metabolism;Pyruvate_metabolism_II:_acetyl-CoA,_acetogenesis_from_pyruvate	10705
RNA_3'-terminal_phosphate_cyclase;RNA Metabolism;RNA processing and modification;RNA_3'-terminal_phosphate_cyclase	30
RNA_methylation;RNA Metabolism;RNA processing and modification;RNA_methylation	6
RNA_polymerase_I;RNA Metabolism;Transcription;RNA_polymerase_I	1
RNA_polymerase_III;RNA Metabolism;Transcription;RNA_polymerase_III	1
RNA_polymerase_II_initiation_factors;RNA Metabolism;Transcription;RNA_polymerase_II_initiation_factors	1
RNA_polymerase_archaeal;RNA Metabolism;Transcription;RNA_polymerase_archaeal	118
RNA_polymerase_bacterial;RNA Metabolism;Transcription;RNA_polymerase_bacterial	14738
RNA_polymerase_chloroplast;RNA Metabolism;Transcription;RNA_polymerase_chloroplast	3
Redox-dependent_regulation_of_nucleus_processes;Stress Response;Oxidative stress;Redox-dependent_regulation_of_nucleus_processes	227
Regulation_of_Oxidative_Stress_Response;Stress Response;Oxidative stress;Regulation_of_Oxidative_Stress_Response	2072
Resistance_to_Vancomycin;Virulence, Disease and Defense;Resistance to antibiotics and toxic compounds;Resistance_to_Vancomycin	383
Respiratory_Complex_I;Respiration;Electron donating reactions;Respiratory_Complex_I	1598
Respiratory_dehydrogenases_1;Respiration;Electron donating reactions;Respiratory_dehydrogenases_1	18
Ribonucleotide_reductase_cluster;Clustering-based subsystems;-;Ribonucleotide_reductase_cluster	1211
Ribonucleotide_reduction;Nucleosides and Nucleotides;-;Ribonucleotide_reduction	1251
Ribosomal_protein_S12p_Asp_methylthiotransferase;Protein Metabolism;Protein processing and modification;Ribosomal_protein_S12p_Asp_methylthiotransferase	657
Ribosome_LSU_bacterial;Protein Metabolism;Protein biosynthesis;Ribosome_LSU_bacterial	2488
Ribosome_LSU_chloroplast;Protein Metabolism;Protein biosynthesis;Ribosome_LSU_chloroplast	10
Ribosome_LSU_eukaryotic_and_archaeal;Protein Metabolism;Protein biosynthesis;Ribosome_LSU_eukaryotic_and_archaeal	6
Ribosome_SSU_bacterial;Protein Metabolism;Protein biosynthesis;Ribosome_SSU_bacterial	1263
Ribosome_SSU_chloroplast;Protein Metabolism;Protein biosynthesis;Ribosome_SSU_chloroplast	3
Ribosome_biogenesis_bacterial;Protein Metabolism;Protein biosynthesis;Ribosome_biogenesis_bacterial	1
Serine-glyoxylate_cycle;Carbohydrates;One-carbon Metabolism;Serine-glyoxylate_cycle	15950
Serine_Biosynthesis;Amino Acids and Derivatives;Alanine, serine, and glycine;Serine_Biosynthesis	3219
Siderophore_Desferrioxamine_E;Iron acquisition and metabolism;Siderophores;Siderophore_Desferrioxamine_E	18
Siderophore_Pyoverdine;Iron acquisition and metabolism;Siderophores;Siderophore_Pyoverdine	9
Siderophore_[Alcaligin-like];Iron acquisition and metabolism;Siderophores;Siderophore_[Alcaligin-like]	7
Siderophore_assembly_kit;Iron acquisition and metabolism;Siderophores;Siderophore_assembly_kit	7
Single-Rhodanese-domain_proteins;Miscellaneous;Plant-Prokaryote DOE project;Single-Rhodanese-domain_proteins	6
Soluble_cytochromes_and_functionally_related_electron_carriers;Respiration;-;Soluble_cytochromes_and_functionally_related_electron_carriers	270
Soluble_methane_monooxygenase_(sMMO);Carbohydrates;Central carbohydrate metabolism;Soluble_methane_monooxygenase_(sMMO)	85
Spliceosome;RNA Metabolism;RNA processing and modification;Spliceosome	5
SpoVS_protein_family;Dormancy and Sporulation;-;SpoVS_protein_family	1
Spore_Coat;Clustering-based subsystems;-;Spore_Coat	1
Sporulation_draft;Dormancy and Sporulation;-;Sporulation_draft	2
Sporulation_gene_orphans;Dormancy and Sporulation;-;Sporulation_gene_orphans	12
