Subsystems.level3	mgm4637827.3
Clavulanic_acid_biosynthesis;Secondary Metabolism;Bacterial cytostatics, differentiation factors and antibiotics;Clavulanic_acid_biosynthesis	1
ClpAS_cluster;Clustering-based subsystems;-;ClpAS_cluster	2501
Cluster-based_Subsystem_Grouping_Hypotheticals_-_perhaps_Proteosome_Related;Clustering-based subsystems;proteosome related;Cluster-based_Subsystem_Grouping_Hypotheticals_-_perhaps_Proteosome_Related	1416
Cluster_containing_CofD-like_protein_and_co-occuring_with_DNA_repair;Clustering-based subsystems;-;Cluster_containing_CofD-like_protein_and_co-occuring_with_DNA_repair	131
Coenzyme_A_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Coenzyme A;Coenzyme_A_Biosynthesis	1557
Coenzyme_B12_biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Coenzyme_B12_biosynthesis	447
Colanic_acid_biosynthesis;Cell Wall and Capsule;Capsular and extracellular polysacchrides;Colanic_acid_biosynthesis	1
Cold_shock,_CspA_family_of_proteins;Stress Response;Cold shock;Cold_shock,_CspA_family_of_proteins	9
Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate);Amino Acids and Derivatives;Aromatic amino acids and derivatives;Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate)	876
Competence_or_DNA_damage-inducible_protein_CinA_and_related_protein_families;Miscellaneous;Plant-Prokaryote DOE project;Competence_or_DNA_damage-inducible_protein_CinA_and_related_protein_families	2301
Conjugative_transfer;Membrane Transport;Protein and nucleoprotein secretion system, Type IV;Conjugative_transfer	12
Conjugative_transfer_related_cluster;Clustering-based subsystems;-;Conjugative_transfer_related_cluster	5
Conjugative_transposon,_Bacteroidales;Phages, Prophages, Transposable elements, Plasmids;Transposable elements;Conjugative_transposon,_Bacteroidales	29
Creatine_and_Creatinine_Degradation;Amino Acids and Derivatives;-;Creatine_and_Creatinine_Degradation	4
Cyanate_hydrolysis;Nitrogen Metabolism;-;Cyanate_hydrolysis	291
Cysteine_Biosynthesis;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Cysteine_Biosynthesis	1058
Cytochrome_B6-F_complex;Respiration;-;Cytochrome_B6-F_complex	5
D-Sorbitol(D-Glucitol)_and_L-Sorbose_Utilization;Carbohydrates;Monosaccharides;D-Sorbitol(D-Glucitol)_and_L-Sorbose_Utilization	87
D-Tagatose_and_Galactitol_Utilization;Carbohydrates;Monosaccharides;D-Tagatose_and_Galactitol_Utilization	6
D-galactarate,_D-glucarate_and_D-glycerate_catabolism;Carbohydrates;Monosaccharides;D-galactarate,_D-glucarate_and_D-glycerate_catabolism	386
D-galactonate_catabolism;Carbohydrates;Monosaccharides;D-galactonate_catabolism	4
DNA-replication;DNA Metabolism;DNA replication;DNA-replication	2321
DNA_Repair_Base_Excision;DNA Metabolism;DNA repair;DNA_Repair_Base_Excision	14
DNA_repair,_UvrABC_system;DNA Metabolism;DNA repair;DNA_repair,_UvrABC_system	13771
DNA_repair,_bacterial;DNA Metabolism;DNA repair;DNA_repair,_bacterial	2304
DNA_repair,_bacterial_RecBCD_pathway;DNA Metabolism;DNA repair;DNA_repair,_bacterial_RecBCD_pathway	74
DNA_repair,_bacterial_RecFOR_pathway;DNA Metabolism;DNA repair;DNA_repair,_bacterial_RecFOR_pathway	2301
DNA_repair,_bacterial_UmuCD_system;DNA Metabolism;DNA repair;DNA_repair,_bacterial_UmuCD_system	2301
DNA_structural_proteins,_bacterial;DNA Metabolism;-;DNA_structural_proteins,_bacterial	5
DNA_topoisomerases,_Type_II,_ATP-dependent;DNA Metabolism;DNA replication;DNA_topoisomerases,_Type_II,_ATP-dependent	1111
De_Novo_Pyrimidine_Synthesis;Nucleosides and Nucleotides;Pyrimidines;De_Novo_Pyrimidine_Synthesis	151
Dehydrogenase_complexes;Carbohydrates;Central carbohydrate metabolism;Dehydrogenase_complexes	3302
Denitrification;Nitrogen Metabolism;-;Denitrification	6
Dimethylarginine_metabolism;Stress Response;-;Dimethylarginine_metabolism	1
Dissimilatory_nitrite_reductase;Nitrogen Metabolism;-;Dissimilatory_nitrite_reductase	1
ECF_class_transporters;Membrane Transport;-;ECF_class_transporters	16
ESAT-6_proteins_secretion_system_in_Actinobacteria;Membrane Transport;Protein translocation across cytoplasmic membrane;ESAT-6_proteins_secretion_system_in_Actinobacteria	14
Entner-Doudoroff_Pathway;Carbohydrates;Central carbohydrate metabolism;Entner-Doudoroff_Pathway	169
Erythritol_utilization;Carbohydrates;Sugar alcohols;Erythritol_utilization	4
Ethylmalonyl-CoA_pathway_of_C2_assimilation;Carbohydrates;Central carbohydrate metabolism;Ethylmalonyl-CoA_pathway_of_C2_assimilation	1946
Experimental-COG2515;Miscellaneous;Plant-Prokaryote DOE project;Experimental-COG2515	243
Experimental-Ubiquinone_BiosynthesisVDC;Miscellaneous;Plant-Prokaryote DOE project;Experimental-Ubiquinone_BiosynthesisVDC	4
Experimental_-_Histidine_Degradation;Miscellaneous;Plant-Prokaryote DOE project;Experimental_-_Histidine_Degradation	5574
F0F1-type_ATP_synthase;Respiration;ATP synthases;F0F1-type_ATP_synthase	5420
Fatty_Acid_Biosynthesis_FASI;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Fatty_Acid_Biosynthesis_FASI	72
Fatty_Acid_Biosynthesis_FASII;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Fatty_Acid_Biosynthesis_FASII	236
Fermentations:_Lactate;Carbohydrates;Fermentation;Fermentations:_Lactate	2715
Fermentations:_Mixed_acid;Carbohydrates;Fermentation;Fermentations:_Mixed_acid	105
Flagellum;Motility and Chemotaxis;Flagellar motility in Prokaryota;Flagellum	4007
Folate_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Folate and pterines;Folate_Biosynthesis	532
Formate_hydrogenase;Respiration;-;Formate_hydrogenase	221
G3E_family_of_P-loop_GTPases_(metallocenter_biosynthesis);Protein Metabolism;Protein processing and modification;G3E_family_of_P-loop_GTPases_(metallocenter_biosynthesis)	7773
GABA_and_putrescine_metabolism_from_cluters;Clustering-based subsystems;Putrescine/GABA utilization cluster-temporal,to add to SSs;GABA_and_putrescine_metabolism_from_cluters	1
Glutamate-mediated_methylamine_utilization_pathway;Clustering-based subsystems;Methylamine utilization;Glutamate-mediated_methylamine_utilization_pathway	10356
Glutamate_and_Aspartate_uptake_in_Bacteria;Amino Acids and Derivatives;Glutamine, glutamate, aspartate, asparagine; ammonia assimilation;Glutamate_and_Aspartate_uptake_in_Bacteria	100
Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis;Amino Acids and Derivatives;Glutamine, glutamate, aspartate, asparagine; ammonia assimilation;Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis	10500
Glutamine_synthetases;Amino Acids and Derivatives;Glutamine, glutamate, aspartate, asparagine; ammonia assimilation;Glutamine_synthetases	4734
Glutathione-dependent_pathway_of_formaldehyde_detoxification;Stress Response;Detoxification;Glutathione-dependent_pathway_of_formaldehyde_detoxification	586
Glutathione:_Biosynthesis_and_gamma-glutamyl_cycle;Stress Response;Oxidative stress;Glutathione:_Biosynthesis_and_gamma-glutamyl_cycle	41
Glycerate_metabolism;Carbohydrates;Organic acids;Glycerate_metabolism	398
Glycine_Biosynthesis;Amino Acids and Derivatives;Alanine, serine, and glycine;Glycine_Biosynthesis	2797
Glycine_and_Serine_Utilization;Amino Acids and Derivatives;Alanine, serine, and glycine;Glycine_and_Serine_Utilization	4892
Glycine_cleavage_system;Amino Acids and Derivatives;Alanine, serine, and glycine;Glycine_cleavage_system	2095
Glycogen_metabolism;Carbohydrates;Polysaccharides;Glycogen_metabolism	7120
Glycogen_metabolism_cluster;Clustering-based subsystems;-;Glycogen_metabolism_cluster	7120
Glycolysis_and_Gluconeogenesis,_including_Archaeal_enzymes;Carbohydrates;Central carbohydrate metabolism;Glycolysis_and_Gluconeogenesis,_including_Archaeal_enzymes	8
Glyoxylate_bypass;Carbohydrates;Central carbohydrate metabolism;Glyoxylate_bypass	2942
Gram_Positive_Competence;DNA Metabolism;DNA uptake, competence;Gram_Positive_Competence	1
GroEL_GroES;Protein Metabolism;Protein folding;GroEL_GroES	6318
H2:CoM-S-S-HTP_oxidoreductase;Respiration;Electron donating reactions;H2:CoM-S-S-HTP_oxidoreductase	4
HMG_CoA_Synthesis;Amino Acids and Derivatives;Branched-chain amino acids;HMG_CoA_Synthesis	2426
Heat_shock_dnaK_gene_cluster_extended;Stress Response;Heat shock;Heat_shock_dnaK_gene_cluster_extended	9081
Heme,_hemin_uptake_and_utilization_systems_in_GramPositives;Iron acquisition and metabolism;-;Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	1
Heme_and_Siroheme_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Heme_and_Siroheme_Biosynthesis	318
Heme_biosynthesis_orphans;Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Heme_biosynthesis_orphans	1
Histidine_Degradation;Amino Acids and Derivatives;Histidine Metabolism;Histidine_Degradation	2778
Hydantoin_metabolism;Nucleosides and Nucleotides;-;Hydantoin_metabolism	40
Hydrogenases;Respiration;Electron donating reactions;Hydrogenases	1121
Inner_membrane_protein_YhjD_and_conserved_cluster_involved_in_LPS_biosynthesis;Cell Wall and Capsule;Gram-Negative cell wall components;Inner_membrane_protein_YhjD_and_conserved_cluster_involved_in_LPS_biosynthesis	22
Inorganic_Sulfur_Assimilation;Sulfur Metabolism;Inorganic sulfur assimilation;Inorganic_Sulfur_Assimilation	1512
Inositol_catabolism;Carbohydrates;Sugar alcohols;Inositol_catabolism	235
Iojap;Miscellaneous;Plant-Prokaryote DOE project;Iojap	3676
Iron-sulfur_cluster_assembly;Miscellaneous;Plant-Prokaryote DOE project;Iron-sulfur_cluster_assembly	2613
Iron_acquisition_in_Vibrio;Iron acquisition and metabolism;-;Iron_acquisition_in_Vibrio	1
Ketoisovalerate_oxidoreductase;Amino Acids and Derivatives;Branched-chain amino acids;Ketoisovalerate_oxidoreductase	6402
L-Arabinose_utilization;Carbohydrates;Monosaccharides;L-Arabinose_utilization	562
L-fucose_utilization;Carbohydrates;Monosaccharides;L-fucose_utilization	716
L-fucose_utilization_temp;Carbohydrates;Monosaccharides;L-fucose_utilization_temp	698
L-rhamnose_utilization;Carbohydrates;Monosaccharides;L-rhamnose_utilization	704
LMPTP_YwlE_cluster;Clustering-based subsystems;-;LMPTP_YwlE_cluster	4629
LOS_core_oligosaccharide_biosynthesis;Cell Wall and Capsule;Gram-Negative cell wall components;LOS_core_oligosaccharide_biosynthesis	791
Lactose_and_Galactose_Uptake_and_Utilization;Carbohydrates;Di- and oligosaccharides;Lactose_and_Galactose_Uptake_and_Utilization	2
Leucine_Degradation_and_HMG-CoA_Metabolism;Amino Acids and Derivatives;Branched-chain amino acids;Leucine_Degradation_and_HMG-CoA_Metabolism	2737
Listeria_phi-A118-like_prophages;Phages, Prophages, Transposable elements, Plasmids;Phages, Prophages;Listeria_phi-A118-like_prophages	1
Lysine_degradation;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Lysine_degradation	1125
Lysine_fermentation;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Lysine_fermentation	1115
Macromolecular_synthesis_operon;Cell Division and Cell Cycle;-;Macromolecular_synthesis_operon	3993
Malonate_decarboxylase;Carbohydrates;Organic acids;Malonate_decarboxylase	50
MazEF_toxin-antitoxing_(programmed_cell_death)_system;Regulation and Cell signaling;Programmed Cell Death and Toxin-antitoxin Systems;MazEF_toxin-antitoxing_(programmed_cell_death)_system	3
Menaquinone_and_Phylloquinone_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Quinone cofactors;Menaquinone_and_Phylloquinone_Biosynthesis	617
Methanogenesis;Carbohydrates;One-carbon Metabolism;Methanogenesis	4
Methicillin_resistance_in_Staphylococci;Virulence, Disease and Defense;Resistance to antibiotics and toxic compounds;Methicillin_resistance_in_Staphylococci	1
Methionine_Biosynthesis;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Methionine_Biosynthesis	6398
Methionine_Degradation;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Methionine_Degradation	9713
Methylcitrate_cycle;Carbohydrates;Organic acids;Methylcitrate_cycle	2095
MukBEF_Chromosome_Condensation;Cell Division and Cell Cycle;-;MukBEF_Chromosome_Condensation	5
Na(+)-translocating_NADH-quinone_oxidoreductase_and_rnf-like_group_of_electron_transport_complexes;Respiration;Electron donating reactions;Na(+)-translocating_NADH-quinone_oxidoreductase_and_rnf-like_group_of_electron_transport_complexes	2
Na+_translocating_decarboxylases_and_related_biotin-dependent_enzymes;Respiration;Sodium Ion-Coupled Energetics;Na+_translocating_decarboxylases_and_related_biotin-dependent_enzymes	3
NiFe_hydrogenase_maturation;Respiration;Electron donating reactions;NiFe_hydrogenase_maturation	580
Nitrate_and_nitrite_ammonification;Nitrogen Metabolism;-;Nitrate_and_nitrite_ammonification	575
Nitrogen_fixation;Nitrogen Metabolism;-;Nitrogen_fixation	2
Novel_non-oxidative_pathway_of_Uracil_catabolism;Nucleosides and Nucleotides;Pyrimidines;Novel_non-oxidative_pathway_of_Uracil_catabolism	1206
Oxidative_stress;Stress Response;Oxidative stress;Oxidative_stress	3162
PROSC;Miscellaneous;Plant-Prokaryote DOE project;PROSC	2797
Pentose_phosphate_pathway;Carbohydrates;Central carbohydrate metabolism;Pentose_phosphate_pathway	2715
Peptidoglycan_Biosynthesis;Cell Wall and Capsule;-;Peptidoglycan_Biosynthesis	4734
Periplasmic_disulfide_interchange;Protein Metabolism;Protein folding;Periplasmic_disulfide_interchange	1
Phage_packaging_machinery;Phages, Prophages, Transposable elements, Plasmids;Phages, Prophages;Phage_packaging_machinery	3
Phage_tail_proteins_2;Phages, Prophages, Transposable elements, Plasmids;Phages, Prophages;Phage_tail_proteins_2	2
Phenazine_biosynthesis;Secondary Metabolism;Bacterial cytostatics, differentiation factors and antibiotics;Phenazine_biosynthesis	1
Phenol_hydroxylase;Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Phenol_hydroxylase	8
Phenylacetyl-CoA_catabolic_pathway_(core);Metabolism of Aromatic Compounds;-;Phenylacetyl-CoA_catabolic_pathway_(core)	750
Phenylalanine_and_Tyrosine_Branches_from_Chorismate;Amino Acids and Derivatives;Aromatic amino acids and derivatives;Phenylalanine_and_Tyrosine_Branches_from_Chorismate	1
Phenylpropanoid_compound_degradation;Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Phenylpropanoid_compound_degradation	17
Phosphate-binding_DING_proteins;Phosphorus Metabolism;-;Phosphate-binding_DING_proteins	1
Phosphate_metabolism;Phosphorus Metabolism;-;Phosphate_metabolism	3512
Phosphonate_metabolism;Phosphorus Metabolism;-;Phosphonate_metabolism	2
Photorespiration_(oxidative_C2_cycle);Carbohydrates;CO2 fixation;Photorespiration_(oxidative_C2_cycle)	9966
Photosystem_I;Photosynthesis;Electron transport and photophosphorylation;Photosystem_I	9
Photosystem_II;Photosynthesis;Electron transport and photophosphorylation;Photosystem_II	16
Photosystem_II-type_photosynthetic_reaction_center;Photosynthesis;Electron transport and photophosphorylation;Photosystem_II-type_photosynthetic_reaction_center	6
Phycobilisome;Photosynthesis;Light-harvesting complexes;Phycobilisome	3
Polyamine_Metabolism;Amino Acids and Derivatives;Arginine; urea cycle, polyamines;Polyamine_Metabolism	469
Polyglycerolphosphate_lipoteichoic_acid_biosynthesis;Cell Wall and Capsule;Gram-Positive cell wall components;Polyglycerolphosphate_lipoteichoic_acid_biosynthesis	1
Polyhydroxybutyrate_metabolism;Fatty Acids, Lipids, and Isoprenoids;-;Polyhydroxybutyrate_metabolism	55
Potassium_homeostasis;Potassium metabolism;-;Potassium_homeostasis	562
Propanediol_utilization;Carbohydrates;Sugar alcohols;Propanediol_utilization	44
Propionate-CoA_to_Succinate_Module;Carbohydrates;Organic acids;Propionate-CoA_to_Succinate_Module	2112
Propionyl-CoA_to_Succinyl-CoA_Module;Carbohydrates;Organic acids;Propionyl-CoA_to_Succinyl-CoA_Module	6346
Proteasome_archaeal;Protein Metabolism;Protein degradation;Proteasome_archaeal	1416
Proteasome_bacterial;Protein Metabolism;Protein degradation;Proteasome_bacterial	4620
Proteasome_eukaryotic;Protein Metabolism;Protein degradation;Proteasome_eukaryotic	3
Protection_from_Reactive_Oxygen_Species;Stress Response;Oxidative stress;Protection_from_Reactive_Oxygen_Species	3162
Protein_Acetylation_and_Deacetylation_in_Bacteria;Protein Metabolism;Protein processing and modification;Protein_Acetylation_and_Deacetylation_in_Bacteria	6660
Protein_chaperones;Protein Metabolism;Protein folding;Protein_chaperones	11168
Proteolysis_in_bacteria,_ATP-dependent;Protein Metabolism;Protein degradation;Proteolysis_in_bacteria,_ATP-dependent	14343
Protocatechuate_branch_of_beta-ketoadipate_pathway;Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Protocatechuate_branch_of_beta-ketoadipate_pathway	312
Purine_conversions;Nucleosides and Nucleotides;Purines;Purine_conversions	244
Putative_sulfate_assimilation_cluster;Clustering-based subsystems;-;Putative_sulfate_assimilation_cluster	30
Pyridoxin_(Vitamin_B6)_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Pyridoxine;Pyridoxin_(Vitamin_B6)_Biosynthesis	946
Pyrimidine_utilization;Nucleosides and Nucleotides;Pyrimidines;Pyrimidine_utilization	151
Pyruvate_metabolism_I:_anaplerotic_reactions,_PEP;Carbohydrates;Central carbohydrate metabolism;Pyruvate_metabolism_I:_anaplerotic_reactions,_PEP	1612
Pyruvate_metabolism_II:_acetyl-CoA,_acetogenesis_from_pyruvate;Carbohydrates;Central carbohydrate metabolism;Pyruvate_metabolism_II:_acetyl-CoA,_acetogenesis_from_pyruvate	9704
Quorum_Sensing:_Autoinducer-2_Synthesis;Regulation and Cell signaling;Quorum sensing and biofilm formation;Quorum_Sensing:_Autoinducer-2_Synthesis	2593
RNA_methylation;RNA Metabolism;RNA processing and modification;RNA_methylation	1
RNA_polymerase_II;RNA Metabolism;Transcription;RNA_polymerase_II	2
RNA_polymerase_II_initiation_factors;RNA Metabolism;Transcription;RNA_polymerase_II_initiation_factors	2
RNA_polymerase_archaeal;RNA Metabolism;Transcription;RNA_polymerase_archaeal	123
RNA_polymerase_bacterial;RNA Metabolism;Transcription;RNA_polymerase_bacterial	13443
RNA_polymerase_chloroplast;RNA Metabolism;Transcription;RNA_polymerase_chloroplast	47
Regulation_of_Oxidative_Stress_Response;Stress Response;Oxidative stress;Regulation_of_Oxidative_Stress_Response	1891
Regulatory_Intramembrane_Proteolysis_Pathways;Regulation and Cell signaling;Proteolytic pathway;Regulatory_Intramembrane_Proteolysis_Pathways	1
Resistance_to_Vancomycin;Virulence, Disease and Defense;Resistance to antibiotics and toxic compounds;Resistance_to_Vancomycin	485
Resistance_to_fluoroquinolones;Virulence, Disease and Defense;Resistance to antibiotics and toxic compounds;Resistance_to_fluoroquinolones	1111
Respiratory_Complex_I;Respiration;Electron donating reactions;Respiratory_Complex_I	2426
Ribonucleotide_reductase_cluster;Clustering-based subsystems;-;Ribonucleotide_reductase_cluster	849
Ribonucleotide_reduction;Nucleosides and Nucleotides;-;Ribonucleotide_reduction	887
Ribosomal_protein_S12p_Asp_methylthiotransferase;Protein Metabolism;Protein processing and modification;Ribosomal_protein_S12p_Asp_methylthiotransferase	627
Ribosome_LSU_bacterial;Protein Metabolism;Protein biosynthesis;Ribosome_LSU_bacterial	2247
Ribosome_LSU_chloroplast;Protein Metabolism;Protein biosynthesis;Ribosome_LSU_chloroplast	15
Ribosome_LSU_eukaryotic_and_archaeal;Protein Metabolism;Protein biosynthesis;Ribosome_LSU_eukaryotic_and_archaeal	6
