Subsystems.level3	mgm4637816.3
Indole-pyruvate_oxidoreductase_complex;Amino Acids and Derivatives;Aromatic amino acids and derivatives;Indole-pyruvate_oxidoreductase_complex	376
Inorganic_Sulfur_Assimilation;Sulfur Metabolism;Inorganic sulfur assimilation;Inorganic_Sulfur_Assimilation	2204
Inositol_catabolism;Carbohydrates;Sugar alcohols;Inositol_catabolism	351
Iojap;Miscellaneous;Plant-Prokaryote DOE project;Iojap	4995
Iron-sulfur_cluster_assembly;Miscellaneous;Plant-Prokaryote DOE project;Iron-sulfur_cluster_assembly	3191
Isobutyryl-CoA_to_Propionyl-CoA_Module;Carbohydrates;Organic acids;Isobutyryl-CoA_to_Propionyl-CoA_Module	1713
Isoleucine_degradation;Amino Acids and Derivatives;Branched-chain amino acids;Isoleucine_degradation	425
Ketoisovalerate_oxidoreductase;Amino Acids and Derivatives;Branched-chain amino acids;Ketoisovalerate_oxidoreductase	8164
L-Arabinose_utilization;Carbohydrates;Monosaccharides;L-Arabinose_utilization	794
L-fucose_utilization;Carbohydrates;Monosaccharides;L-fucose_utilization	987
L-fucose_utilization_temp;Carbohydrates;Monosaccharides;L-fucose_utilization_temp	930
L-rhamnose_utilization;Carbohydrates;Monosaccharides;L-rhamnose_utilization	974
LMPTP_YwlE_cluster;Clustering-based subsystems;-;LMPTP_YwlE_cluster	3626
LOS_core_oligosaccharide_biosynthesis;Cell Wall and Capsule;Gram-Negative cell wall components;LOS_core_oligosaccharide_biosynthesis	837
Lactose_and_Galactose_Uptake_and_Utilization;Carbohydrates;Di- and oligosaccharides;Lactose_and_Galactose_Uptake_and_Utilization	3
Leucine_Biosynthesis;Amino Acids and Derivatives;Branched-chain amino acids;Leucine_Biosynthesis	3534
Leucine_Degradation_and_HMG-CoA_Metabolism;Amino Acids and Derivatives;Branched-chain amino acids;Leucine_Degradation_and_HMG-CoA_Metabolism	3855
Lignine_biosynthesis;Secondary Metabolism;Biosynthesis of phenylpropanoids;Lignine_biosynthesis	1
Lipid_A_modifications;Cell Wall and Capsule;Gram-Negative cell wall components;Lipid_A_modifications	54
Lysine_degradation;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Lysine_degradation	401
Lysine_fermentation;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Lysine_fermentation	265
Macromolecular_synthesis_operon;Cell Division and Cell Cycle;-;Macromolecular_synthesis_operon	5092
Malonate_decarboxylase;Carbohydrates;Organic acids;Malonate_decarboxylase	110
Mannose_Metabolism;Carbohydrates;Monosaccharides;Mannose_Metabolism	108
Menaquinone_Biosynthesis_via_Futalosine_--_gjo;Cofactors, Vitamins, Prosthetic Groups, Pigments;Quinone cofactors;Menaquinone_Biosynthesis_via_Futalosine_--_gjo	1
Menaquinone_and_Phylloquinone_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Quinone cofactors;Menaquinone_and_Phylloquinone_Biosynthesis	797
Methanogenesis_from_methylated_compounds;Carbohydrates;One-carbon Metabolism;Methanogenesis_from_methylated_compounds	12
Methanopterin_biosynthesis2;Cofactors, Vitamins, Prosthetic Groups, Pigments;Folate and pterines;Methanopterin_biosynthesis2	8
Methionine_Biosynthesis;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Methionine_Biosynthesis	9836
Methionine_Degradation;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Methionine_Degradation	14136
Methylcitrate_cycle;Carbohydrates;Organic acids;Methylcitrate_cycle	2505
MukBEF_Chromosome_Condensation;Cell Division and Cell Cycle;-;MukBEF_Chromosome_Condensation	27
Na(+)-translocating_NADH-quinone_oxidoreductase_and_rnf-like_group_of_electron_transport_complexes;Respiration;Electron donating reactions;Na(+)-translocating_NADH-quinone_oxidoreductase_and_rnf-like_group_of_electron_transport_complexes	10
Na+_translocating_decarboxylases_and_related_biotin-dependent_enzymes;Respiration;Sodium Ion-Coupled Energetics;Na+_translocating_decarboxylases_and_related_biotin-dependent_enzymes	4
NiFe_hydrogenase_maturation;Respiration;Electron donating reactions;NiFe_hydrogenase_maturation	597
Nitrate_and_nitrite_ammonification;Nitrogen Metabolism;-;Nitrate_and_nitrite_ammonification	1321
Nitrogen_fixation;Nitrogen Metabolism;-;Nitrogen_fixation	2
Nitrosative_stress;Nitrogen Metabolism;-;Nitrosative_stress	1
Novel_non-oxidative_pathway_of_Uracil_catabolism;Nucleosides and Nucleotides;Pyrimidines;Novel_non-oxidative_pathway_of_Uracil_catabolism	1732
Nucleolar_protein_complex;Protein Metabolism;Protein biosynthesis;Nucleolar_protein_complex	451
Octadecanoids;Secondary Metabolism;Plant Octadecanoids;Octadecanoids	1
Oxidative_stress;Stress Response;Oxidative stress;Oxidative_stress	3746
PA0057_cluster;Clustering-based subsystems;-;PA0057_cluster	2
PROSC;Miscellaneous;Plant-Prokaryote DOE project;PROSC	3626
Particulate_methane_monooxygenase_(pMMO);Carbohydrates;Central carbohydrate metabolism;Particulate_methane_monooxygenase_(pMMO)	1
Pentose_phosphate_pathway;Carbohydrates;Central carbohydrate metabolism;Pentose_phosphate_pathway	4589
Peptidoglycan_Biosynthesis;Cell Wall and Capsule;-;Peptidoglycan_Biosynthesis	6143
Periplasmic-Binding-Protein-Dependent_Transport_System_for_&#945;-Glucosides;Membrane Transport;ABC transporters;Periplasmic-Binding-Protein-Dependent_Transport_System_for_&#945;-Glucosides	106
Phage_Dual_Exonuclease_Exclusion;Phages, Prophages, Transposable elements, Plasmids;Phages, Prophages;Phage_Dual_Exonuclease_Exclusion	1
Phenazine_biosynthesis;Secondary Metabolism;Bacterial cytostatics, differentiation factors and antibiotics;Phenazine_biosynthesis	6
Phenol_hydroxylase;Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Phenol_hydroxylase	2
Phenylacetyl-CoA_catabolic_pathway_(core);Metabolism of Aromatic Compounds;-;Phenylacetyl-CoA_catabolic_pathway_(core)	1038
Phenylpropanoid_compound_degradation;Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Phenylpropanoid_compound_degradation	40
Phenylpropanoids_general_biosynthesis;Secondary Metabolism;Biosynthesis of phenylpropanoids;Phenylpropanoids_general_biosynthesis	1
Phosphate_metabolism;Phosphorus Metabolism;-;Phosphate_metabolism	449
Phosphonate_metabolism;Phosphorus Metabolism;-;Phosphonate_metabolism	4
Photorespiration_(oxidative_C2_cycle);Carbohydrates;CO2 fixation;Photorespiration_(oxidative_C2_cycle)	13122
Photosystem_I;Photosynthesis;Electron transport and photophosphorylation;Photosystem_I	22
Photosystem_II;Photosynthesis;Electron transport and photophosphorylation;Photosystem_II	43
Photosystem_II-type_photosynthetic_reaction_center;Photosynthesis;Electron transport and photophosphorylation;Photosystem_II-type_photosynthetic_reaction_center	7
Phycobilisome;Photosynthesis;Light-harvesting complexes;Phycobilisome	4
Phytoalexin_biosynthesis;Secondary Metabolism;Biosynthesis of phenylpropanoids;Phytoalexin_biosynthesis	1
Plasmid-encoded_T-DNA_transfer;Phages, Prophages, Transposable elements, Plasmids;Plasmid related functions;Plasmid-encoded_T-DNA_transfer	219
Polyhydroxybutyrate_metabolism;Fatty Acids, Lipids, and Isoprenoids;-;Polyhydroxybutyrate_metabolism	85
Potassium_homeostasis;Potassium metabolism;-;Potassium_homeostasis	1291
Predicted_mycobacterial_monooxygenase;Clustering-based subsystems;Carbohydrates;Predicted_mycobacterial_monooxygenase	1
Propionate-CoA_to_Succinate_Module;Carbohydrates;Organic acids;Propionate-CoA_to_Succinate_Module	7623
Propionyl-CoA_to_Succinyl-CoA_Module;Carbohydrates;Organic acids;Propionyl-CoA_to_Succinyl-CoA_Module	7706
Proteasome_archaeal;Protein Metabolism;Protein degradation;Proteasome_archaeal	2006
Proteasome_bacterial;Protein Metabolism;Protein degradation;Proteasome_bacterial	6198
Proteasome_eukaryotic;Protein Metabolism;Protein degradation;Proteasome_eukaryotic	9
Protection_from_Reactive_Oxygen_Species;Stress Response;Oxidative stress;Protection_from_Reactive_Oxygen_Species	3746
Protein_Acetylation_and_Deacetylation_in_Bacteria;Protein Metabolism;Protein processing and modification;Protein_Acetylation_and_Deacetylation_in_Bacteria	8517
Protein_YjgK_cluster_linked_to_biofilm_formation;Regulation and Cell signaling;Quorum sensing and biofilm formation;Protein_YjgK_cluster_linked_to_biofilm_formation	4
Protein_chaperones;Protein Metabolism;Protein folding;Protein_chaperones	14306
Proteolysis_in_bacteria,_ATP-dependent;Protein Metabolism;Protein degradation;Proteolysis_in_bacteria,_ATP-dependent	18194
Protocatechuate_branch_of_beta-ketoadipate_pathway;Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Protocatechuate_branch_of_beta-ketoadipate_pathway	1575
Purine_conversions;Nucleosides and Nucleotides;Purines;Purine_conversions	346
Putative_sulfate_assimilation_cluster;Clustering-based subsystems;-;Putative_sulfate_assimilation_cluster	95
Putrescine_utilization_pathways;Amino Acids and Derivatives;Arginine; urea cycle, polyamines;Putrescine_utilization_pathways	27
Pyridoxin_(Vitamin_B6)_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Pyridoxine;Pyridoxin_(Vitamin_B6)_Biosynthesis	1334
Pyruvate_Alanine_Serine_Interconversions;Carbohydrates;Central carbohydrate metabolism;Pyruvate_Alanine_Serine_Interconversions	1
Pyruvate_metabolism_I:_anaplerotic_reactions,_PEP;Carbohydrates;Central carbohydrate metabolism;Pyruvate_metabolism_I:_anaplerotic_reactions,_PEP	3047
