Subsystems.level3	mgm4637819.3
Heme,_hemin_uptake_and_utilization_systems_in_GramPositives;Iron acquisition and metabolism;-;Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	2
Heme_and_Siroheme_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Heme_and_Siroheme_Biosynthesis	424
Heme_biosynthesis_orphans;Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Heme_biosynthesis_orphans	2
Heterocyst_formation_in_cyanobacteria;Cell Division and Cell Cycle;-;Heterocyst_formation_in_cyanobacteria	2
Histidine_Degradation;Amino Acids and Derivatives;Histidine Metabolism;Histidine_Degradation	3975
Hydrogenases;Respiration;Electron donating reactions;Hydrogenases	1388
Indole-pyruvate_oxidoreductase_complex;Amino Acids and Derivatives;Aromatic amino acids and derivatives;Indole-pyruvate_oxidoreductase_complex	416
Inorganic_Sulfur_Assimilation;Sulfur Metabolism;Inorganic sulfur assimilation;Inorganic_Sulfur_Assimilation	1470
Inositol_catabolism;Carbohydrates;Sugar alcohols;Inositol_catabolism	400
Iojap;Miscellaneous;Plant-Prokaryote DOE project;Iojap	5303
Iron-sulfur_cluster_assembly;Miscellaneous;Plant-Prokaryote DOE project;Iron-sulfur_cluster_assembly	4001
Iron_acquisition_in_Streptococcus;Iron acquisition and metabolism;-;Iron_acquisition_in_Streptococcus	1
Ketoisovalerate_oxidoreductase;Amino Acids and Derivatives;Branched-chain amino acids;Ketoisovalerate_oxidoreductase	9227
L-Cystine_Uptake_and_Metabolism;Sulfur Metabolism;Organic sulfur assimilation;L-Cystine_Uptake_and_Metabolism	2
L-fucose_utilization;Carbohydrates;Monosaccharides;L-fucose_utilization	1181
L-fucose_utilization_temp;Carbohydrates;Monosaccharides;L-fucose_utilization_temp	1104
L-rhamnose_utilization;Carbohydrates;Monosaccharides;L-rhamnose_utilization	980
LMPTP_YwlE_cluster;Clustering-based subsystems;-;LMPTP_YwlE_cluster	4012
LOS_core_oligosaccharide_biosynthesis;Cell Wall and Capsule;Gram-Negative cell wall components;LOS_core_oligosaccharide_biosynthesis	922
Lactose_and_Galactose_Uptake_and_Utilization;Carbohydrates;Di- and oligosaccharides;Lactose_and_Galactose_Uptake_and_Utilization	2
Leucine_Biosynthesis;Amino Acids and Derivatives;Branched-chain amino acids;Leucine_Biosynthesis	3997
Leucine_Degradation_and_HMG-CoA_Metabolism;Amino Acids and Derivatives;Branched-chain amino acids;Leucine_Degradation_and_HMG-CoA_Metabolism	3761
Lipid_A_modifications;Cell Wall and Capsule;Gram-Negative cell wall components;Lipid_A_modifications	59
Luciferases;Miscellaneous;-;Luciferases	1
Lysine_degradation;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Lysine_degradation	489
Lysine_fermentation;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Lysine_fermentation	251
Macromolecular_synthesis_operon;Cell Division and Cell Cycle;-;Macromolecular_synthesis_operon	5877
Malonate_decarboxylase;Carbohydrates;Organic acids;Malonate_decarboxylase	71
Menaquinone_and_Phylloquinone_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Quinone cofactors;Menaquinone_and_Phylloquinone_Biosynthesis	824
Methanogenesis;Carbohydrates;One-carbon Metabolism;Methanogenesis	4
Methionine_Biosynthesis;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Methionine_Biosynthesis	8980
Methionine_Degradation;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Methionine_Degradation	13587
Methylcitrate_cycle;Carbohydrates;Organic acids;Methylcitrate_cycle	2845
N-Acetyl-Galactosamine_and_Galactosamine_Utilization;Carbohydrates;Aminosugars;N-Acetyl-Galactosamine_and_Galactosamine_Utilization	1
Na(+)-translocating_NADH-quinone_oxidoreductase_and_rnf-like_group_of_electron_transport_complexes;Respiration;Electron donating reactions;Na(+)-translocating_NADH-quinone_oxidoreductase_and_rnf-like_group_of_electron_transport_complexes	4
Na+_translocating_decarboxylases_and_related_biotin-dependent_enzymes;Respiration;Sodium Ion-Coupled Energetics;Na+_translocating_decarboxylases_and_related_biotin-dependent_enzymes	7
NiFe_hydrogenase_maturation;Respiration;Electron donating reactions;NiFe_hydrogenase_maturation	728
Niacin-Choline_transport_and_metabolism;Miscellaneous;Plant-Prokaryote DOE project;Niacin-Choline_transport_and_metabolism	48
Nitrate_and_nitrite_ammonification;Nitrogen Metabolism;-;Nitrate_and_nitrite_ammonification	895
Nitrogen_fixation;Nitrogen Metabolism;-;Nitrogen_fixation	3
Nitrosative_stress;Nitrogen Metabolism;-;Nitrosative_stress	3
Novel_non-oxidative_pathway_of_Uracil_catabolism;Nucleosides and Nucleotides;Pyrimidines;Novel_non-oxidative_pathway_of_Uracil_catabolism	1784
Octadecanoids;Secondary Metabolism;Plant Octadecanoids;Octadecanoids	1
Oxidative_stress;Stress Response;Oxidative stress;Oxidative_stress	4159
PFGI-1-like_cluster_1;Clustering-based subsystems;-;PFGI-1-like_cluster_1	1
PROSC;Miscellaneous;Plant-Prokaryote DOE project;PROSC	4012
Particulate_methane_monooxygenase_(pMMO);Carbohydrates;Central carbohydrate metabolism;Particulate_methane_monooxygenase_(pMMO)	1
Pentose_phosphate_pathway;Carbohydrates;Central carbohydrate metabolism;Pentose_phosphate_pathway	5381
Peptidoglycan_Biosynthesis;Cell Wall and Capsule;-;Peptidoglycan_Biosynthesis	7066
Periplasmic-Binding-Protein-Dependent_Transport_System_for_&#945;-Glucosides;Membrane Transport;ABC transporters;Periplasmic-Binding-Protein-Dependent_Transport_System_for_&#945;-Glucosides	104
Phage_integration_and_excision;Phages, Prophages, Transposable elements, Plasmids;Phages, Prophages;Phage_integration_and_excision	1
Phage_packaging_machinery;Phages, Prophages, Transposable elements, Plasmids;Phages, Prophages;Phage_packaging_machinery	3
Phenazine_biosynthesis;Secondary Metabolism;Bacterial cytostatics, differentiation factors and antibiotics;Phenazine_biosynthesis	9
Phenol_hydroxylase;Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Phenol_hydroxylase	10
Phenylacetyl-CoA_catabolic_pathway_(core);Metabolism of Aromatic Compounds;-;Phenylacetyl-CoA_catabolic_pathway_(core)	1226
Phenylpropanoid_compound_degradation;Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Phenylpropanoid_compound_degradation	40
Phosphate-binding_DING_proteins;Phosphorus Metabolism;-;Phosphate-binding_DING_proteins	1
Phosphate_metabolism;Phosphorus Metabolism;-;Phosphate_metabolism	140
Phosphonate_metabolism;Phosphorus Metabolism;-;Phosphonate_metabolism	6
Photorespiration_(oxidative_C2_cycle);Carbohydrates;CO2 fixation;Photorespiration_(oxidative_C2_cycle)	14132
Photosystem_I;Photosynthesis;Electron transport and photophosphorylation;Photosystem_I	7
Photosystem_II;Photosynthesis;Electron transport and photophosphorylation;Photosystem_II	24
Photosystem_II-type_photosynthetic_reaction_center;Photosynthesis;Electron transport and photophosphorylation;Photosystem_II-type_photosynthetic_reaction_center	1
Phycobilisome;Photosynthesis;Light-harvesting complexes;Phycobilisome	1
Plasmid-encoded_T-DNA_transfer;Phages, Prophages, Transposable elements, Plasmids;Plasmid related functions;Plasmid-encoded_T-DNA_transfer	214
Polyamine_Metabolism;Amino Acids and Derivatives;Arginine; urea cycle, polyamines;Polyamine_Metabolism	557
Polyglycerolphosphate_lipoteichoic_acid_biosynthesis;Cell Wall and Capsule;Gram-Positive cell wall components;Polyglycerolphosphate_lipoteichoic_acid_biosynthesis	2
Polyhydroxybutyrate_metabolism;Fatty Acids, Lipids, and Isoprenoids;-;Polyhydroxybutyrate_metabolism	78
Potassium_homeostasis;Potassium metabolism;-;Potassium_homeostasis	1304
Predicted_mycobacterial_monooxygenase;Clustering-based subsystems;Carbohydrates;Predicted_mycobacterial_monooxygenase	2
Propionate-CoA_to_Succinate_Module;Carbohydrates;Organic acids;Propionate-CoA_to_Succinate_Module	8529
Propionyl-CoA_to_Succinyl-CoA_Module;Carbohydrates;Organic acids;Propionyl-CoA_to_Succinyl-CoA_Module	8813
Proteasome_archaeal;Protein Metabolism;Protein degradation;Proteasome_archaeal	2495
Proteasome_bacterial;Protein Metabolism;Protein degradation;Proteasome_bacterial	7267
Proteasome_eukaryotic;Protein Metabolism;Protein degradation;Proteasome_eukaryotic	37
Proteasome_subunit_alpha_archaeal_cluster;Clustering-based subsystems;Proteasome related clusters;Proteasome_subunit_alpha_archaeal_cluster	7
Protection_from_Reactive_Oxygen_Species;Stress Response;Oxidative stress;Protection_from_Reactive_Oxygen_Species	4094
Protein_Acetylation_and_Deacetylation_in_Bacteria;Protein Metabolism;Protein processing and modification;Protein_Acetylation_and_Deacetylation_in_Bacteria	9653
Protein_chaperones;Protein Metabolism;Protein folding;Protein_chaperones	16286
Proteolysis_in_bacteria,_ATP-dependent;Protein Metabolism;Protein degradation;Proteolysis_in_bacteria,_ATP-dependent	20675
Protocatechuate_branch_of_beta-ketoadipate_pathway;Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Protocatechuate_branch_of_beta-ketoadipate_pathway	479
Purine_Utilization;Nucleosides and Nucleotides;Purines;Purine_Utilization	1
Purine_conversions;Nucleosides and Nucleotides;Purines;Purine_conversions	343
Putative_sulfate_assimilation_cluster;Clustering-based subsystems;-;Putative_sulfate_assimilation_cluster	60
Putrescine_utilization_pathways;Amino Acids and Derivatives;Arginine; urea cycle, polyamines;Putrescine_utilization_pathways	25
Pyridoxin_(Vitamin_B6)_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Pyridoxine;Pyridoxin_(Vitamin_B6)_Biosynthesis	1516
Pyruvate_Alanine_Serine_Interconversions;Carbohydrates;Central carbohydrate metabolism;Pyruvate_Alanine_Serine_Interconversions	3
