Subsystems.level3	mgm4637814.3
Glutamine_synthetases;Amino Acids and Derivatives;Glutamine, glutamate, aspartate, asparagine; ammonia assimilation;Glutamine_synthetases	3673
Glutaredoxins;Stress Response;Oxidative stress;Glutaredoxins	2
Glutathione-dependent_pathway_of_formaldehyde_detoxification;Stress Response;Detoxification;Glutathione-dependent_pathway_of_formaldehyde_detoxification	534
Glutathione:_Biosynthesis_and_gamma-glutamyl_cycle;Stress Response;Oxidative stress;Glutathione:_Biosynthesis_and_gamma-glutamyl_cycle	419
Glutathione:_Non-redox_reactions;Stress Response;Oxidative stress;Glutathione:_Non-redox_reactions	2
Glutathione:_Redox_cycle;Stress Response;Oxidative stress;Glutathione:_Redox_cycle	2
Glutathionylspermidine_and_Trypanothione;Stress Response;Oxidative stress;Glutathionylspermidine_and_Trypanothione	2
Glycerate_metabolism;Carbohydrates;Organic acids;Glycerate_metabolism	199
Glycine_Biosynthesis;Amino Acids and Derivatives;Alanine, serine, and glycine;Glycine_Biosynthesis	2323
Glycine_and_Serine_Utilization;Amino Acids and Derivatives;Alanine, serine, and glycine;Glycine_and_Serine_Utilization	4209
Glycine_cleavage_system;Amino Acids and Derivatives;Alanine, serine, and glycine;Glycine_cleavage_system	1886
Glycogen_metabolism;Carbohydrates;Polysaccharides;Glycogen_metabolism	5808
Glycogen_metabolism_cluster;Clustering-based subsystems;-;Glycogen_metabolism_cluster	5807
Glycolysis_and_Gluconeogenesis;Carbohydrates;Central carbohydrate metabolism;Glycolysis_and_Gluconeogenesis	200
Glyoxylate_bypass;Carbohydrates;Central carbohydrate metabolism;Glyoxylate_bypass	6919
Gram_Positive_Competence;DNA Metabolism;DNA uptake, competence;Gram_Positive_Competence	1
GroEL_GroES;Protein Metabolism;Protein folding;GroEL_GroES	5537
H2:CoM-S-S-HTP_oxidoreductase;Respiration;Electron donating reactions;H2:CoM-S-S-HTP_oxidoreductase	1
HMG_CoA_Synthesis;Amino Acids and Derivatives;Branched-chain amino acids;HMG_CoA_Synthesis	1760
Heat_shock_dnaK_gene_cluster_extended;Stress Response;Heat shock;Heat_shock_dnaK_gene_cluster_extended	8315
Heme,_hemin_uptake_and_utilization_systems_in_GramPositives;Iron acquisition and metabolism;-;Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	33
Heme_and_Siroheme_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Heme_and_Siroheme_Biosynthesis	333
Histidine_Degradation;Amino Acids and Derivatives;Histidine Metabolism;Histidine_Degradation	2142
Housecleaning_nucleoside_triphosphate_pyrophosphatases;Nucleosides and Nucleotides;Detoxification;Housecleaning_nucleoside_triphosphate_pyrophosphatases	3
Hydrogenases;Respiration;Electron donating reactions;Hydrogenases	651
Hydroxyaromatic_decarboxylase_family;Metabolism of Aromatic Compounds;Anaerobic degradation of aromatic compounds;Hydroxyaromatic_decarboxylase_family	1
Inorganic_Sulfur_Assimilation;Sulfur Metabolism;Inorganic sulfur assimilation;Inorganic_Sulfur_Assimilation	1055
Inositol_catabolism;Carbohydrates;Sugar alcohols;Inositol_catabolism	94
Iojap;Miscellaneous;Plant-Prokaryote DOE project;Iojap	4386
Iron-sulfur_cluster_assembly;Miscellaneous;Plant-Prokaryote DOE project;Iron-sulfur_cluster_assembly	2429
Iron_acquisition_in_Vibrio;Iron acquisition and metabolism;-;Iron_acquisition_in_Vibrio	5
Ketoisovalerate_oxidoreductase;Amino Acids and Derivatives;Branched-chain amino acids;Ketoisovalerate_oxidoreductase	5036
L-Arabinose_utilization;Carbohydrates;Monosaccharides;L-Arabinose_utilization	395
L-Cystine_Uptake_and_Metabolism;Sulfur Metabolism;Organic sulfur assimilation;L-Cystine_Uptake_and_Metabolism	1
L-fucose_utilization;Carbohydrates;Monosaccharides;L-fucose_utilization	436
L-fucose_utilization_temp;Carbohydrates;Monosaccharides;L-fucose_utilization_temp	409
L-rhamnose_utilization;Carbohydrates;Monosaccharides;L-rhamnose_utilization	468
LMPTP_YwlE_cluster;Clustering-based subsystems;-;LMPTP_YwlE_cluster	3644
LOS_core_oligosaccharide_biosynthesis;Cell Wall and Capsule;Gram-Negative cell wall components;LOS_core_oligosaccharide_biosynthesis	809
Leucine_Degradation_and_HMG-CoA_Metabolism;Amino Acids and Derivatives;Branched-chain amino acids;Leucine_Degradation_and_HMG-CoA_Metabolism	2360
Lipid_A_modifications;Cell Wall and Capsule;Gram-Negative cell wall components;Lipid_A_modifications	1
Lysine_biosynthesis_AAA_pathway_2;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Lysine_biosynthesis_AAA_pathway_2	1
Lysine_degradation;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Lysine_degradation	987
Lysine_fermentation;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Lysine_fermentation	820
Macromolecular_synthesis_operon;Cell Division and Cell Cycle;-;Macromolecular_synthesis_operon	3334
Malonate_decarboxylase;Carbohydrates;Organic acids;Malonate_decarboxylase	45
Mannitol_Utilization;Carbohydrates;Sugar alcohols;Mannitol_Utilization	75
MazEF_toxin-antitoxing_(programmed_cell_death)_system;Regulation and Cell signaling;Programmed Cell Death and Toxin-antitoxin Systems;MazEF_toxin-antitoxing_(programmed_cell_death)_system	1
Menaquinone_and_Phylloquinone_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Quinone cofactors;Menaquinone_and_Phylloquinone_Biosynthesis	397
Methanogenesis;Carbohydrates;One-carbon Metabolism;Methanogenesis	1
Methanogenesis_from_methylated_compounds;Carbohydrates;One-carbon Metabolism;Methanogenesis_from_methylated_compounds	1
Methicillin_resistance_in_Staphylococci;Virulence, Disease and Defense;Resistance to antibiotics and toxic compounds;Methicillin_resistance_in_Staphylococci	1
Methionine_Biosynthesis;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Methionine_Biosynthesis	3198
Methionine_Degradation;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Methionine_Degradation	5861
Methylcitrate_cycle;Carbohydrates;Organic acids;Methylcitrate_cycle	1724
MexA-MexB-OprM_Multidrug_Efflux_System;Virulence, Disease and Defense;Resistance to antibiotics and toxic compounds;MexA-MexB-OprM_Multidrug_Efflux_System	1
MukBEF_Chromosome_Condensation;Cell Division and Cell Cycle;-;MukBEF_Chromosome_Condensation	1
Na(+)-translocating_NADH-quinone_oxidoreductase_and_rnf-like_group_of_electron_transport_complexes;Respiration;Electron donating reactions;Na(+)-translocating_NADH-quinone_oxidoreductase_and_rnf-like_group_of_electron_transport_complexes	1
Na+_translocating_decarboxylases_and_related_biotin-dependent_enzymes;Respiration;Sodium Ion-Coupled Energetics;Na+_translocating_decarboxylases_and_related_biotin-dependent_enzymes	8
NiFe_hydrogenase_maturation;Respiration;Electron donating reactions;NiFe_hydrogenase_maturation	334
Niacin-Choline_transport_and_metabolism;Miscellaneous;Plant-Prokaryote DOE project;Niacin-Choline_transport_and_metabolism	1
Nitrate_and_nitrite_ammonification;Nitrogen Metabolism;-;Nitrate_and_nitrite_ammonification	1419
Nitrogen_fixation;Nitrogen Metabolism;-;Nitrogen_fixation	1
Novel_non-oxidative_pathway_of_Uracil_catabolism;Nucleosides and Nucleotides;Pyrimidines;Novel_non-oxidative_pathway_of_Uracil_catabolism	1171
Nucleolar_protein_complex;Protein Metabolism;Protein biosynthesis;Nucleolar_protein_complex	336
Nudix_proteins_(nucleoside_triphosphate_hydrolases);Nucleosides and Nucleotides;Detoxification;Nudix_proteins_(nucleoside_triphosphate_hydrolases)	2
Oxidative_stress;Stress Response;Oxidative stress;Oxidative_stress	2913
Oxygen_and_light_sensor_PpaA-PpsR;Regulation and Cell signaling;-;Oxygen_and_light_sensor_PpaA-PpsR	2
PFGI-1-like_cluster_1;Clustering-based subsystems;-;PFGI-1-like_cluster_1	4
PROSC;Miscellaneous;Plant-Prokaryote DOE project;PROSC	2323
P_uptake_(cyanobacteria);Phosphorus Metabolism;-;P_uptake_(cyanobacteria)	916
Paerucumarin_Biosynthesis;Secondary Metabolism;Bacterial cytostatics, differentiation factors and antibiotics;Paerucumarin_Biosynthesis	3
Particulate_methane_monooxygenase_(pMMO);Carbohydrates;Central carbohydrate metabolism;Particulate_methane_monooxygenase_(pMMO)	1
Pentose_phosphate_pathway;Carbohydrates;Central carbohydrate metabolism;Pentose_phosphate_pathway	2265
Peptide_methionine_sulfoxide_reductase;Protein Metabolism;Protein processing and modification;Peptide_methionine_sulfoxide_reductase	1
Peptidoglycan_Biosynthesis;Cell Wall and Capsule;-;Peptidoglycan_Biosynthesis	3673
Periplasmic-Binding-Protein-Dependent_Transport_System_for_&#945;-Glucosides;Membrane Transport;ABC transporters;Periplasmic-Binding-Protein-Dependent_Transport_System_for_&#945;-Glucosides	39
Phd-Doc,_YdcE-YdcD_toxin-antitoxin_(programmed_cell_death)_systems;Regulation and Cell signaling;Programmed Cell Death and Toxin-antitoxin Systems;Phd-Doc,_YdcE-YdcD_toxin-antitoxin_(programmed_cell_death)_systems	1
Phenylacetyl-CoA_catabolic_pathway_(core);Metabolism of Aromatic Compounds;-;Phenylacetyl-CoA_catabolic_pathway_(core)	569
Phenylalanine_and_Tyrosine_Branches_from_Chorismate;Amino Acids and Derivatives;Aromatic amino acids and derivatives;Phenylalanine_and_Tyrosine_Branches_from_Chorismate	1
Phenylpropanoid_compound_degradation;Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Phenylpropanoid_compound_degradation	2
Phosphate_metabolism;Phosphorus Metabolism;-;Phosphate_metabolism	5321
Phosphonate_metabolism;Phosphorus Metabolism;-;Phosphonate_metabolism	4
