Subsystems.level3	mgm4637830.3
At4g17370;Miscellaneous;Plant-Prokaryote DOE project;At4g17370	1
Autoinducer_2_(AI-2)_transport_and_processing_(lsrACDBFGE_operon);Regulation and Cell signaling;Quorum sensing and biofilm formation;Autoinducer_2_(AI-2)_transport_and_processing_(lsrACDBFGE_operon)	3
Auxin_degradation;Secondary Metabolism;Plant Hormones;Auxin_degradation	778
Bacterial_Cytoskeleton;Cell Division and Cell Cycle;-;Bacterial_Cytoskeleton	1
Benzoate_degradation;Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Benzoate_degradation	3
Benzoate_transport_and_degradation_cluster;Metabolism of Aromatic Compounds;-;Benzoate_transport_and_degradation_cluster	18
Beta-Glucoside_Metabolism;Carbohydrates;Di- and oligosaccharides;Beta-Glucoside_Metabolism	46
Beta-lactamase_cluster_in_Streptococcus;Clustering-based subsystems;Carbohydrates;Beta-lactamase_cluster_in_Streptococcus	42
Biotin_biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Biotin;Biotin_biosynthesis	1
Biotin_biosynthesis_Experimental;Miscellaneous;Plant-Prokaryote DOE project;Biotin_biosynthesis_Experimental	1
Biphenyl_Degradation;Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Biphenyl_Degradation	88
Branched-Chain_Amino_Acid_Biosynthesis;Amino Acids and Derivatives;Branched-chain amino acids;Branched-Chain_Amino_Acid_Biosynthesis	647
Branched_chain_amino_acid_degradation_regulons;Amino Acids and Derivatives;Branched-chain amino acids;Branched_chain_amino_acid_degradation_regulons	1136
Butanol_Biosynthesis;Carbohydrates;Fermentation;Butanol_Biosynthesis	42
CBSS-176280.1.peg.1561;Clustering-based subsystems;-;CBSS-176280.1.peg.1561	1
CBSS-176299.4.peg.1292;Clustering-based subsystems;Probably GTP or GMP signaling related;CBSS-176299.4.peg.1292	8
CBSS-196164.1.peg.1690;Clustering-based subsystems;Cytochrome biogenesis;CBSS-196164.1.peg.1690	1066
CBSS-203122.12.peg.188;Phages, Prophages, Transposable elements, Plasmids;Transposable elements;CBSS-203122.12.peg.188	12
CBSS-257314.1.peg.676;Clustering-based subsystems;Two related proteases;CBSS-257314.1.peg.676	799
CBSS-288000.5.peg.1793;Clustering-based subsystems;Pyruvate kinase associated cluster;CBSS-288000.5.peg.1793	9
CBSS-316273.3.peg.2378;Clustering-based subsystems;-;CBSS-316273.3.peg.2378	11
CBSS-316273.3.peg.2709;Clustering-based subsystems;-;CBSS-316273.3.peg.2709	1
CBSS-56780.10.peg.1536;Clustering-based subsystems;-;CBSS-56780.10.peg.1536	505
CBSS-83332.1.peg.3803;Clustering-based subsystems;-;CBSS-83332.1.peg.3803	1111
CO2_uptake,_carboxysome;Carbohydrates;CO2 fixation;CO2_uptake,_carboxysome	61
COG0451;Miscellaneous;Plant-Prokaryote DOE project;COG0451	26
COG0523;Miscellaneous;Plant-Prokaryote DOE project;COG0523	5
COG2363;Miscellaneous;Plant-Prokaryote DOE project;COG2363	711
COG3146_experimental;Miscellaneous;Plant-Prokaryote DOE project;COG3146_experimental	1
CRISP_Cmr_Cluster;DNA Metabolism;CRISPs;CRISP_Cmr_Cluster	3
Calvin-Benson_cycle;Carbohydrates;CO2 fixation;Calvin-Benson_cycle	60
Carbon_Starvation;Stress Response;-;Carbon_Starvation	22
Carbon_monoxide_induced_hydrogenase;Respiration;-;Carbon_monoxide_induced_hydrogenase	8
Carboxysome;Carbohydrates;CO2 fixation;Carboxysome	47
Carotenoids;Fatty Acids, Lipids, and Isoprenoids;Isoprenoids;Carotenoids	2
Catechol_branch_of_beta-ketoadipate_pathway;Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Catechol_branch_of_beta-ketoadipate_pathway	215
Cell_division-ribosomal_stress_proteins_cluster;Clustering-based subsystems;-;Cell_division-ribosomal_stress_proteins_cluster	1022
Chitin_and_N-acetylglucosamine_utilization;Carbohydrates;Aminosugars;Chitin_and_N-acetylglucosamine_utilization	17
Chlorophyll_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Chlorophyll_Biosynthesis	3
Cholesterol_catabolic_operon_in_Mycobacteria;Fatty Acids, Lipids, and Isoprenoids;-;Cholesterol_catabolic_operon_in_Mycobacteria	14
Cinnamic_Acid_Degradation;Secondary Metabolism;Aromatic amino acids and derivatives;Cinnamic_Acid_Degradation	94
Citrate_Utilization_System_(CitAB,_CitH,_and_tctABC);Membrane Transport;-;Citrate_Utilization_System_(CitAB,_CitH,_and_tctABC)	114
Cluster-based_Subsystem_Grouping_Hypotheticals_-_perhaps_Proteosome_Related;Clustering-based subsystems;proteosome related;Cluster-based_Subsystem_Grouping_Hypotheticals_-_perhaps_Proteosome_Related	151
Cluster_containing_CofD-like_protein_and_co-occuring_with_DNA_repair;Clustering-based subsystems;-;Cluster_containing_CofD-like_protein_and_co-occuring_with_DNA_repair	52
Coenzyme_A_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Coenzyme A;Coenzyme_A_Biosynthesis	649
Coenzyme_B12_biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Coenzyme_B12_biosynthesis	146
Cold_shock,_CspA_family_of_proteins;Stress Response;Cold shock;Cold_shock,_CspA_family_of_proteins	23
Competence_or_DNA_damage-inducible_protein_CinA_and_related_protein_families;Miscellaneous;Plant-Prokaryote DOE project;Competence_or_DNA_damage-inducible_protein_CinA_and_related_protein_families	798
Conjugative_transfer;Membrane Transport;Protein and nucleoprotein secretion system, Type IV;Conjugative_transfer	14
Conjugative_transfer_related_cluster;Clustering-based subsystems;-;Conjugative_transfer_related_cluster	4
Conjugative_transposon,_Bacteroidales;Phages, Prophages, Transposable elements, Plasmids;Transposable elements;Conjugative_transposon,_Bacteroidales	8
Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase;Clustering-based subsystems;-;Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase	1
Conserved_gene_cluster_possibly_involved_in_RNA_metabolism;Miscellaneous;Plant-Prokaryote DOE project;Conserved_gene_cluster_possibly_involved_in_RNA_metabolism	1
Creatine_and_Creatinine_Degradation;Amino Acids and Derivatives;-;Creatine_and_Creatinine_Degradation	12
Cyanate_hydrolysis;Nitrogen Metabolism;-;Cyanate_hydrolysis	104
Cysteine_Biosynthesis;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Cysteine_Biosynthesis	420
Cytochrome_B6-F_complex;Respiration;-;Cytochrome_B6-F_complex	1
D-galactarate,_D-glucarate_and_D-glycerate_catabolism;Carbohydrates;Monosaccharides;D-galactarate,_D-glucarate_and_D-glycerate_catabolism	1
D-galactonate_catabolism;Carbohydrates;Monosaccharides;D-galactonate_catabolism	2
D-gluconate_and_ketogluconates_metabolism;Carbohydrates;Monosaccharides;D-gluconate_and_ketogluconates_metabolism	4
DNA-replication;DNA Metabolism;DNA replication;DNA-replication	800
DNA_repair,_UvrABC_system;DNA Metabolism;DNA repair;DNA_repair,_UvrABC_system	5619
DNA_repair,_bacterial;DNA Metabolism;DNA repair;DNA_repair,_bacterial	798
DNA_repair,_bacterial_MutL-MutS_system;DNA Metabolism;DNA repair;DNA_repair,_bacterial_MutL-MutS_system	1
DNA_repair,_bacterial_RecBCD_pathway;DNA Metabolism;DNA repair;DNA_repair,_bacterial_RecBCD_pathway	25
DNA_repair,_bacterial_RecFOR_pathway;DNA Metabolism;DNA repair;DNA_repair,_bacterial_RecFOR_pathway	798
DNA_repair,_bacterial_UmuCD_system;DNA Metabolism;DNA repair;DNA_repair,_bacterial_UmuCD_system	798
DNA_structural_proteins,_bacterial;DNA Metabolism;-;DNA_structural_proteins,_bacterial	3
DOE_COG2016;Miscellaneous;Plant-Prokaryote DOE project;DOE_COG2016	1
DOE_COG3533;Miscellaneous;Plant-Prokaryote DOE project;DOE_COG3533	2
DedA_family_of_inner_membrane_proteins;Miscellaneous;-;DedA_family_of_inner_membrane_proteins	2
Dehydrogenase_complexes;Carbohydrates;Central carbohydrate metabolism;Dehydrogenase_complexes	1309
Denitrification;Nitrogen Metabolism;-;Denitrification	1
Dot-Icm_type_IV_secretion_system;Membrane Transport;Protein and nucleoprotein secretion system, Type IV;Dot-Icm_type_IV_secretion_system	1
ECF_class_transporters;Membrane Transport;-;ECF_class_transporters	6
ESAT-6_proteins_secretion_system_in_Actinobacteria;Membrane Transport;Protein translocation across cytoplasmic membrane;ESAT-6_proteins_secretion_system_in_Actinobacteria	1
Energy-conserving_hydrogenase_(ferredoxin)_Ech;Respiration;Electron donating reactions;Energy-conserving_hydrogenase_(ferredoxin)_Ech	1
Entner-Doudoroff_Pathway;Carbohydrates;Central carbohydrate metabolism;Entner-Doudoroff_Pathway	68
Erythritol_utilization;Carbohydrates;Sugar alcohols;Erythritol_utilization	4
Ethanolamine_utilization;Carbohydrates;Sugar alcohols;Ethanolamine_utilization	1
Ethylmalonyl-CoA_pathway_of_C2_assimilation;Carbohydrates;Central carbohydrate metabolism;Ethylmalonyl-CoA_pathway_of_C2_assimilation	446
Experimental-COG2515;Miscellaneous;Plant-Prokaryote DOE project;Experimental-COG2515	109
Experimental_-_Histidine_Degradation;Miscellaneous;Plant-Prokaryote DOE project;Experimental_-_Histidine_Degradation	1103
F0F1-type_ATP_synthase;Respiration;ATP synthases;F0F1-type_ATP_synthase	2203
Fatty_Acid_Biosynthesis_FASI;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Fatty_Acid_Biosynthesis_FASI	28
Fatty_Acid_Biosynthesis_FASII;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Fatty_Acid_Biosynthesis_FASII	74
Fatty_acid_metabolism_cluster;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Fatty_acid_metabolism_cluster	1
Fe(III)_respiration_-_Shewanella_type;Respiration;Electron accepting reactions;Fe(III)_respiration_-_Shewanella_type	1
Fermentations:_Lactate;Carbohydrates;Fermentation;Fermentations:_Lactate	1009
Fermentations:_Mixed_acid;Carbohydrates;Fermentation;Fermentations:_Mixed_acid	42
Folate_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Folate and pterines;Folate_Biosynthesis	197
Formate_hydrogenase;Respiration;-;Formate_hydrogenase	95
G3E_family_of_P-loop_GTPases_(metallocenter_biosynthesis);Protein Metabolism;Protein processing and modification;G3E_family_of_P-loop_GTPases_(metallocenter_biosynthesis)	3155
GABA_and_putrescine_metabolism_from_cluters;Clustering-based subsystems;Putrescine/GABA utilization cluster-temporal,to add to SSs;GABA_and_putrescine_metabolism_from_cluters	6
Gene_Transfer_Agent;Phages, Prophages, Transposable elements, Plasmids;Gene Transfer Agent (GTA);Gene_Transfer_Agent	1
Glutamate-mediated_methylamine_utilization_pathway;Clustering-based subsystems;Methylamine utilization;Glutamate-mediated_methylamine_utilization_pathway	2230
Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis;Amino Acids and Derivatives;Glutamine, glutamate, aspartate, asparagine; ammonia assimilation;Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis	2299
Glutamine_synthetases;Amino Acids and Derivatives;Glutamine, glutamate, aspartate, asparagine; ammonia assimilation;Glutamine_synthetases	68
Glutathione-dependent_pathway_of_formaldehyde_detoxification;Stress Response;Detoxification;Glutathione-dependent_pathway_of_formaldehyde_detoxification	211
Glutathione-regulated_potassium-efflux_system_and_associated_functions;Potassium metabolism;-;Glutathione-regulated_potassium-efflux_system_and_associated_functions	1
Glutathione:_Biosynthesis_and_gamma-glutamyl_cycle;Stress Response;Oxidative stress;Glutathione:_Biosynthesis_and_gamma-glutamyl_cycle	17
Glutathione_analogs:_mycothiol;Stress Response;Oxidative stress;Glutathione_analogs:_mycothiol	23
Glycerate_metabolism;Carbohydrates;Organic acids;Glycerate_metabolism	128
Glycine_and_Serine_Utilization;Amino Acids and Derivatives;Alanine, serine, and glycine;Glycine_and_Serine_Utilization	857
Glycine_cleavage_system;Amino Acids and Derivatives;Alanine, serine, and glycine;Glycine_cleavage_system	857
Glycogen_metabolism;Carbohydrates;Polysaccharides;Glycogen_metabolism	2794
Glycogen_metabolism_cluster;Clustering-based subsystems;-;Glycogen_metabolism_cluster	2794
Glyoxylate_bypass;Carbohydrates;Central carbohydrate metabolism;Glyoxylate_bypass	968
GroEL_GroES;Protein Metabolism;Protein folding;GroEL_GroES	2470
HMG_CoA_Synthesis;Amino Acids and Derivatives;Branched-chain amino acids;HMG_CoA_Synthesis	921
Heat_shock_dnaK_gene_cluster_extended;Stress Response;Heat shock;Heat_shock_dnaK_gene_cluster_extended	2116
Heme,_hemin_uptake_and_utilization_systems_in_GramPositives;Iron acquisition and metabolism;-;Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	1
Heme_and_Siroheme_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Heme_and_Siroheme_Biosynthesis	115
Heterocyst_formation_in_cyanobacteria;Cell Division and Cell Cycle;-;Heterocyst_formation_in_cyanobacteria	1
Histidine_Degradation;Amino Acids and Derivatives;Histidine Metabolism;Histidine_Degradation	1103
Housecleaning_nucleoside_triphosphate_pyrophosphatases;Nucleosides and Nucleotides;Detoxification;Housecleaning_nucleoside_triphosphate_pyrophosphatases	1
Hydantoin_metabolism;Nucleosides and Nucleotides;-;Hydantoin_metabolism	14
Hydrogenases;Respiration;Electron donating reactions;Hydrogenases	374
Inorganic_Sulfur_Assimilation;Sulfur Metabolism;Inorganic sulfur assimilation;Inorganic_Sulfur_Assimilation	553
Inositol_catabolism;Carbohydrates;Sugar alcohols;Inositol_catabolism	50
Iron-sulfur_cluster_assembly;Miscellaneous;Plant-Prokaryote DOE project;Iron-sulfur_cluster_assembly	1066
Ketoisovalerate_oxidoreductase;Amino Acids and Derivatives;Branched-chain amino acids;Ketoisovalerate_oxidoreductase	2418
L-2-amino-thiazoline-4-carboxylic_acid-Lcysteine_conversion;Amino Acids and Derivatives;-;L-2-amino-thiazoline-4-carboxylic_acid-Lcysteine_conversion	1
L-fucose_utilization;Carbohydrates;Monosaccharides;L-fucose_utilization	294
L-fucose_utilization_temp;Carbohydrates;Monosaccharides;L-fucose_utilization_temp	287
LOS_core_oligosaccharide_biosynthesis;Cell Wall and Capsule;Gram-Negative cell wall components;LOS_core_oligosaccharide_biosynthesis	311
Lacto-N-Biose_I_and_Galacto-N-Biose_Metabolic_Pathway;Carbohydrates;-;Lacto-N-Biose_I_and_Galacto-N-Biose_Metabolic_Pathway	1
Leucine_Degradation_and_HMG-CoA_Metabolism;Amino Acids and Derivatives;Branched-chain amino acids;Leucine_Degradation_and_HMG-CoA_Metabolism	1136
Lipopolysaccharide-related_cluster_in_Alphaproteobacteria;Cell Wall and Capsule;Gram-Negative cell wall components;Lipopolysaccharide-related_cluster_in_Alphaproteobacteria	26
Lysine_degradation;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Lysine_degradation	61
Lysine_fermentation;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Lysine_fermentation	45
Malonate_decarboxylase;Carbohydrates;Organic acids;Malonate_decarboxylase	11
Maltose_and_Maltodextrin_Utilization;Carbohydrates;Di- and oligosaccharides;Maltose_and_Maltodextrin_Utilization	72
Mannose_Metabolism;Carbohydrates;Monosaccharides;Mannose_Metabolism	7
Mebrane_bound_hydrogenases;Respiration;Reverse electron transport;Mebrane_bound_hydrogenases	1
Methanogenesis_from_methylated_compounds;Carbohydrates;One-carbon Metabolism;Methanogenesis_from_methylated_compounds	3
Methicillin_resistance_in_Staphylococci;Virulence, Disease and Defense;Resistance to antibiotics and toxic compounds;Methicillin_resistance_in_Staphylococci	1
Methionine_Biosynthesis;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Methionine_Biosynthesis	1517
Methionine_Degradation;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Methionine_Degradation	2833
Methylcitrate_cycle;Carbohydrates;Organic acids;Methylcitrate_cycle	707
MukBEF_Chromosome_Condensation;Cell Division and Cell Cycle;-;MukBEF_Chromosome_Condensation	3
Murein_hydrolase_regulation_and_cell_death;Regulation and Cell signaling;Programmed Cell Death and Toxin-antitoxin Systems;Murein_hydrolase_regulation_and_cell_death	2
Myxoxanthophyll_biosynthesis_in_Cyanobacteria;Fatty Acids, Lipids, and Isoprenoids;Isoprenoids;Myxoxanthophyll_biosynthesis_in_Cyanobacteria	2
Naphtalene_and_antracene_degradation;Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Naphtalene_and_antracene_degradation	1
NiFe_hydrogenase_maturation;Respiration;Electron donating reactions;NiFe_hydrogenase_maturation	175
Nitrate_and_nitrite_ammonification;Nitrogen Metabolism;-;Nitrate_and_nitrite_ammonification	344
Nitrogen_fixation;Nitrogen Metabolism;-;Nitrogen_fixation	6
Novel_non-oxidative_pathway_of_Uracil_catabolism;Nucleosides and Nucleotides;Pyrimidines;Novel_non-oxidative_pathway_of_Uracil_catabolism	509
Nucleolar_protein_complex;Protein Metabolism;Protein biosynthesis;Nucleolar_protein_complex	118
Oxidative_stress;Stress Response;Oxidative stress;Oxidative_stress	1289
Paerucumarin_Biosynthesis;Secondary Metabolism;Bacterial cytostatics, differentiation factors and antibiotics;Paerucumarin_Biosynthesis	2
Particulate_methane_monooxygenase_(pMMO);Carbohydrates;Central carbohydrate metabolism;Particulate_methane_monooxygenase_(pMMO)	2
Pentose_phosphate_pathway;Carbohydrates;Central carbohydrate metabolism;Pentose_phosphate_pathway	1009
Peptidoglycan_Biosynthesis;Cell Wall and Capsule;-;Peptidoglycan_Biosynthesis	68
Periplasmic-Binding-Protein-Dependent_Transport_System_for_&#945;-Glucosides;Membrane Transport;ABC transporters;Periplasmic-Binding-Protein-Dependent_Transport_System_for_&#945;-Glucosides	28
Phage_capsid_proteins;Phages, Prophages, Transposable elements, Plasmids;Phages, Prophages;Phage_capsid_proteins	1
Phage_integration_and_excision;Phages, Prophages, Transposable elements, Plasmids;Phages, Prophages;Phage_integration_and_excision	1
Phage_tail_proteins_2;Phages, Prophages, Transposable elements, Plasmids;Phages, Prophages;Phage_tail_proteins_2	1
Phenazine_biosynthesis;Secondary Metabolism;Bacterial cytostatics, differentiation factors and antibiotics;Phenazine_biosynthesis	1
Phenol_hydroxylase;Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Phenol_hydroxylase	2
Phenylacetyl-CoA_catabolic_pathway_(core);Metabolism of Aromatic Compounds;-;Phenylacetyl-CoA_catabolic_pathway_(core)	287
Phenylpropanoid_compound_degradation;Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Phenylpropanoid_compound_degradation	12
Phosphate_metabolism;Phosphorus Metabolism;-;Phosphate_metabolism	1813
Phosphonate_metabolism;Phosphorus Metabolism;-;Phosphonate_metabolism	3
Photorespiration_(oxidative_C2_cycle);Carbohydrates;CO2 fixation;Photorespiration_(oxidative_C2_cycle)	2718
Photosystem_I;Photosynthesis;Electron transport and photophosphorylation;Photosystem_I	4
Phycobilisome;Photosynthesis;Light-harvesting complexes;Phycobilisome	1
Plasmid-encoded_T-DNA_transfer;Phages, Prophages, Transposable elements, Plasmids;Plasmid related functions;Plasmid-encoded_T-DNA_transfer	50
Plasmid_replication;DNA Metabolism;DNA replication;Plasmid_replication	12
Polyadenylation_specificity_factor;RNA Metabolism;RNA processing and modification;Polyadenylation_specificity_factor	2
Polyamine_Metabolism;Amino Acids and Derivatives;Arginine; urea cycle, polyamines;Polyamine_Metabolism	9
Polyglycerolphosphate_lipoteichoic_acid_biosynthesis;Cell Wall and Capsule;Gram-Positive cell wall components;Polyglycerolphosphate_lipoteichoic_acid_biosynthesis	1
Potassium_homeostasis;Potassium metabolism;-;Potassium_homeostasis	257
Proline,_4-hydroxyproline_uptake_and_utilization;Amino Acids and Derivatives;Proline and 4-hydroxyproline;Proline,_4-hydroxyproline_uptake_and_utilization	7
Propanediol_utilization;Carbohydrates;Sugar alcohols;Propanediol_utilization	2
Propionate-CoA_to_Succinate_Module;Carbohydrates;Organic acids;Propionate-CoA_to_Succinate_Module	715
Propionyl-CoA_to_Succinyl-CoA_Module;Carbohydrates;Organic acids;Propionyl-CoA_to_Succinyl-CoA_Module	2632
Proteasome_archaeal;Protein Metabolism;Protein degradation;Proteasome_archaeal	151
Proteasome_bacterial;Protein Metabolism;Protein degradation;Proteasome_bacterial	1007
Proteasome_eukaryotic;Protein Metabolism;Protein degradation;Proteasome_eukaryotic	3
Proteasome_subunit_alpha_archaeal_cluster;Clustering-based subsystems;Proteasome related clusters;Proteasome_subunit_alpha_archaeal_cluster	1
Protection_from_Reactive_Oxygen_Species;Stress Response;Oxidative stress;Protection_from_Reactive_Oxygen_Species	1287
Protein_Acetylation_and_Deacetylation_in_Bacteria;Protein Metabolism;Protein processing and modification;Protein_Acetylation_and_Deacetylation_in_Bacteria	2416
Protein_YjgK_cluster_linked_to_biofilm_formation;Regulation and Cell signaling;Quorum sensing and biofilm formation;Protein_YjgK_cluster_linked_to_biofilm_formation	2
Protein_chaperones;Protein Metabolism;Protein folding;Protein_chaperones	4581
Proteolysis_in_bacteria,_ATP-dependent;Protein Metabolism;Protein degradation;Proteolysis_in_bacteria,_ATP-dependent	3562
Protocatechuate_branch_of_beta-ketoadipate_pathway;Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Protocatechuate_branch_of_beta-ketoadipate_pathway	217
Purine_conversions;Nucleosides and Nucleotides;Purines;Purine_conversions	86
Putative_sulfate_assimilation_cluster;Clustering-based subsystems;-;Putative_sulfate_assimilation_cluster	13
Putrescine_utilization_pathways;Amino Acids and Derivatives;Arginine; urea cycle, polyamines;Putrescine_utilization_pathways	1
Pyridoxin(Vitamin_B6)_Degradation_Pathway;Cofactors, Vitamins, Prosthetic Groups, Pigments;Pyridoxine;Pyridoxin(Vitamin_B6)_Degradation_Pathway	4
Pyridoxin_(Vitamin_B6)_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Pyridoxine;Pyridoxin_(Vitamin_B6)_Biosynthesis	348
Pyruvate_metabolism_I:_anaplerotic_reactions,_PEP;Carbohydrates;Central carbohydrate metabolism;Pyruvate_metabolism_I:_anaplerotic_reactions,_PEP	914
Pyruvate_metabolism_II:_acetyl-CoA,_acetogenesis_from_pyruvate;Carbohydrates;Central carbohydrate metabolism;Pyruvate_metabolism_II:_acetyl-CoA,_acetogenesis_from_pyruvate	3725
Quorum-sensing_in_Vibrio;Regulation and Cell signaling;Quorum sensing and biofilm formation;Quorum-sensing_in_Vibrio	1
RNA_polymerase_I;RNA Metabolism;Transcription;RNA_polymerase_I	1
RNA_polymerase_III_initiation_factors;RNA Metabolism;Transcription;RNA_polymerase_III_initiation_factors	5
RNA_polymerase_II_initiation_factors;RNA Metabolism;Transcription;RNA_polymerase_II_initiation_factors	5
RNA_polymerase_archaeal;RNA Metabolism;Transcription;RNA_polymerase_archaeal	68
RNA_polymerase_archaeal_initiation_factors;RNA Metabolism;Transcription;RNA_polymerase_archaeal_initiation_factors	8
RNA_polymerase_bacterial;RNA Metabolism;Transcription;RNA_polymerase_bacterial	5423
RNA_polymerase_chloroplast;RNA Metabolism;Transcription;RNA_polymerase_chloroplast	4
Regulation_of_Oxidative_Stress_Response;Stress Response;Oxidative stress;Regulation_of_Oxidative_Stress_Response	778
Resistance_to_Vancomycin;Virulence, Disease and Defense;Resistance to antibiotics and toxic compounds;Resistance_to_Vancomycin	152
Resistance_to_chromium_compounds;Virulence, Disease and Defense;Resistance to antibiotics and toxic compounds;Resistance_to_chromium_compounds	24
Respiratory_Complex_I;Respiration;Electron donating reactions;Respiratory_Complex_I	911
Ribonucleotide_reductase_cluster;Clustering-based subsystems;-;Ribonucleotide_reductase_cluster	339
Ribonucleotide_reduction;Nucleosides and Nucleotides;-;Ribonucleotide_reduction	344
Ribosomal_protein_S12p_Asp_methylthiotransferase;Protein Metabolism;Protein processing and modification;Ribosomal_protein_S12p_Asp_methylthiotransferase	252
Ribosome_LSU_bacterial;Protein Metabolism;Protein biosynthesis;Ribosome_LSU_bacterial	795
Ribosome_LSU_chloroplast;Protein Metabolism;Protein biosynthesis;Ribosome_LSU_chloroplast	3
Ribosome_LSU_eukaryotic_and_archaeal;Protein Metabolism;Protein biosynthesis;Ribosome_LSU_eukaryotic_and_archaeal	9
Ribosome_SSU_bacterial;Protein Metabolism;Protein biosynthesis;Ribosome_SSU_bacterial	1483
Ribosome_SSU_eukaryotic_and_archaeal;Protein Metabolism;Protein biosynthesis;Ribosome_SSU_eukaryotic_and_archaeal	4
Ribosome_biogenesis_archaeal;RNA Metabolism;RNA processing and modification;Ribosome_biogenesis_archaeal	1
Rubrerythrin;Stress Response;Oxidative stress;Rubrerythrin	1
Salicylate_and_gentisate_catabolism;Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Salicylate_and_gentisate_catabolism	15
Serine-glyoxylate_cycle;Carbohydrates;One-carbon Metabolism;Serine-glyoxylate_cycle	8268
Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus;Cell Wall and Capsule;Capsular and extracellular polysacchrides;Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus	5
Siderophore_Achromobactin;Iron acquisition and metabolism;Siderophores;Siderophore_Achromobactin	1
Siderophore_Anthrachelin;Iron acquisition and metabolism;Siderophores;Siderophore_Anthrachelin	1
Single-Rhodanese-domain_proteins;Miscellaneous;Plant-Prokaryote DOE project;Single-Rhodanese-domain_proteins	4
