Subsystems.level3	mgm4637822.3
Competence_or_DNA_damage-inducible_protein_CinA_and_related_protein_families;Miscellaneous;Plant-Prokaryote DOE project;Competence_or_DNA_damage-inducible_protein_CinA_and_related_protein_families	1884
Conjugative_transfer;Membrane Transport;Protein and nucleoprotein secretion system, Type IV;Conjugative_transfer	34
Conjugative_transfer_related_cluster;Clustering-based subsystems;-;Conjugative_transfer_related_cluster	4
Conjugative_transposon,_Bacteroidales;Phages, Prophages, Transposable elements, Plasmids;Transposable elements;Conjugative_transposon,_Bacteroidales	17
Creatine_and_Creatinine_Degradation;Amino Acids and Derivatives;-;Creatine_and_Creatinine_Degradation	4
Cyanate_hydrolysis;Nitrogen Metabolism;-;Cyanate_hydrolysis	249
Cysteine_Biosynthesis;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Cysteine_Biosynthesis	948
Cytochrome_B6-F_complex;Respiration;-;Cytochrome_B6-F_complex	1
D-Alanyl_Lipoteichoic_Acid_Biosynthesis;Cell Wall and Capsule;Gram-Positive cell wall components;D-Alanyl_Lipoteichoic_Acid_Biosynthesis	2
D-Galacturonate_and_D-Glucuronate_Utilization;Carbohydrates;Monosaccharides;D-Galacturonate_and_D-Glucuronate_Utilization	68
D-galactarate,_D-glucarate_and_D-glycerate_catabolism;Carbohydrates;Monosaccharides;D-galactarate,_D-glucarate_and_D-glycerate_catabolism	426
DNA-binding_regulatory_proteins,_strays;Regulation and Cell signaling;-;DNA-binding_regulatory_proteins,_strays	1
DNA-replication;DNA Metabolism;DNA replication;DNA-replication	1895
DNA_repair,_UvrABC_system;DNA Metabolism;DNA repair;DNA_repair,_UvrABC_system	13277
DNA_repair,_bacterial;DNA Metabolism;DNA repair;DNA_repair,_bacterial	1884
DNA_repair,_bacterial_RecBCD_pathway;DNA Metabolism;DNA repair;DNA_repair,_bacterial_RecBCD_pathway	66
DNA_repair,_bacterial_RecFOR_pathway;DNA Metabolism;DNA repair;DNA_repair,_bacterial_RecFOR_pathway	1884
DNA_repair,_bacterial_UmuCD_system;DNA Metabolism;DNA repair;DNA_repair,_bacterial_UmuCD_system	1884
DNA_topoisomerases,_Type_I,_ATP-independent;DNA Metabolism;DNA replication;DNA_topoisomerases,_Type_I,_ATP-independent	3
Dehydrogenase_complexes;Carbohydrates;Central carbohydrate metabolism;Dehydrogenase_complexes	3435
Denitrification;Nitrogen Metabolism;-;Denitrification	1
Dipicolinate_Synthesis;Dormancy and Sporulation;Spore DNA protection;Dipicolinate_Synthesis	1
Dissimilatory_nitrite_reductase;Nitrogen Metabolism;-;Dissimilatory_nitrite_reductase	5
Dot-Icm_type_IV_secretion_system;Membrane Transport;Protein and nucleoprotein secretion system, Type IV;Dot-Icm_type_IV_secretion_system	3
ECF_class_transporters;Membrane Transport;-;ECF_class_transporters	2
ESAT-6_proteins_secretion_system_in_Actinobacteria;Membrane Transport;Protein translocation across cytoplasmic membrane;ESAT-6_proteins_secretion_system_in_Actinobacteria	22
Ectoine_biosynthesis_and_regulation;Stress Response;Osmotic stress;Ectoine_biosynthesis_and_regulation	4
Erythritol_utilization;Carbohydrates;Sugar alcohols;Erythritol_utilization	63
Ethylmalonyl-CoA_pathway_of_C2_assimilation;Carbohydrates;Central carbohydrate metabolism;Ethylmalonyl-CoA_pathway_of_C2_assimilation	1353
Experimental-COG2515;Miscellaneous;Plant-Prokaryote DOE project;Experimental-COG2515	249
Experimental-yggC;Miscellaneous;Plant-Prokaryote DOE project;Experimental-yggC	1
Experimental_-_Histidine_Degradation;Miscellaneous;Plant-Prokaryote DOE project;Experimental_-_Histidine_Degradation	5294
F0F1-type_ATP_synthase;Respiration;ATP synthases;F0F1-type_ATP_synthase	5347
Fatty_Acid_Biosynthesis_FASI;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Fatty_Acid_Biosynthesis_FASI	93
Fatty_Acid_Biosynthesis_FASII;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Fatty_Acid_Biosynthesis_FASII	263
Fe(III)_respiration_-_Shewanella_type;Respiration;Electron accepting reactions;Fe(III)_respiration_-_Shewanella_type	1
Fermentations:_Lactate;Carbohydrates;Fermentation;Fermentations:_Lactate	2041
Fermentations:_Mixed_acid;Carbohydrates;Fermentation;Fermentations:_Mixed_acid	80
Flavodoxin;Cofactors, Vitamins, Prosthetic Groups, Pigments;Riboflavin, FMN, FAD;Flavodoxin	2
Folate_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Folate and pterines;Folate_Biosynthesis	523
Formate_hydrogenase;Respiration;-;Formate_hydrogenase	166
G3E_family_of_P-loop_GTPases_(metallocenter_biosynthesis);Protein Metabolism;Protein processing and modification;G3E_family_of_P-loop_GTPases_(metallocenter_biosynthesis)	1612
Glutamate-mediated_methylamine_utilization_pathway;Clustering-based subsystems;Methylamine utilization;Glutamate-mediated_methylamine_utilization_pathway	5549
Glutamate_transporter_involved_in_acid_tolerance_in_Streptococcus;Stress Response;Acid stress;Glutamate_transporter_involved_in_acid_tolerance_in_Streptococcus	40
Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis;Amino Acids and Derivatives;Glutamine, glutamate, aspartate, asparagine; ammonia assimilation;Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis	5681
Glutamine_synthetases;Amino Acids and Derivatives;Glutamine, glutamate, aspartate, asparagine; ammonia assimilation;Glutamine_synthetases	132
Glutathione-dependent_pathway_of_formaldehyde_detoxification;Stress Response;Detoxification;Glutathione-dependent_pathway_of_formaldehyde_detoxification	565
Glutathione:_Biosynthesis_and_gamma-glutamyl_cycle;Stress Response;Oxidative stress;Glutathione:_Biosynthesis_and_gamma-glutamyl_cycle	53
Glycerate_metabolism;Carbohydrates;Organic acids;Glycerate_metabolism	302
Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization;Carbohydrates;Sugar alcohols;Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization	529
Glycine_Biosynthesis;Amino Acids and Derivatives;Alanine, serine, and glycine;Glycine_Biosynthesis	2595
Glycine_and_Serine_Utilization;Amino Acids and Derivatives;Alanine, serine, and glycine;Glycine_and_Serine_Utilization	2595
Glycogen_metabolism;Carbohydrates;Polysaccharides;Glycogen_metabolism	6388
Glycogen_metabolism_cluster;Clustering-based subsystems;-;Glycogen_metabolism_cluster	6386
Glyoxylate_bypass;Carbohydrates;Central carbohydrate metabolism;Glyoxylate_bypass	1244
GroEL_GroES;Protein Metabolism;Protein folding;GroEL_GroES	5917
HMG_CoA_Synthesis;Amino Acids and Derivatives;Branched-chain amino acids;HMG_CoA_Synthesis	2214
Heat_shock_dnaK_gene_cluster_extended;Stress Response;Heat shock;Heat_shock_dnaK_gene_cluster_extended	8725
Heme_and_Siroheme_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Heme_and_Siroheme_Biosynthesis	347
Heme_biosynthesis_orphans;Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Heme_biosynthesis_orphans	2
Histidine_Degradation;Amino Acids and Derivatives;Histidine Metabolism;Histidine_Degradation	2699
Housecleaning_nucleoside_triphosphate_pyrophosphatases;Nucleosides and Nucleotides;Detoxification;Housecleaning_nucleoside_triphosphate_pyrophosphatases	1
Hydantoin_metabolism;Nucleosides and Nucleotides;-;Hydantoin_metabolism	41
Hydrogenases;Respiration;Electron donating reactions;Hydrogenases	1037
Inorganic_Sulfur_Assimilation;Sulfur Metabolism;Inorganic sulfur assimilation;Inorganic_Sulfur_Assimilation	1023
Inositol_catabolism;Carbohydrates;Sugar alcohols;Inositol_catabolism	202
Iojap;Miscellaneous;Plant-Prokaryote DOE project;Iojap	3672
Iron-sulfur_cluster_assembly;Miscellaneous;Plant-Prokaryote DOE project;Iron-sulfur_cluster_assembly	2396
Ketoisovalerate_oxidoreductase;Amino Acids and Derivatives;Branched-chain amino acids;Ketoisovalerate_oxidoreductase	6037
L-Arabinose_utilization;Carbohydrates;Monosaccharides;L-Arabinose_utilization	880
L-fucose_utilization;Carbohydrates;Monosaccharides;L-fucose_utilization	25
LMPTP_YwlE_cluster;Clustering-based subsystems;-;LMPTP_YwlE_cluster	2595
LOS_core_oligosaccharide_biosynthesis;Cell Wall and Capsule;Gram-Negative cell wall components;LOS_core_oligosaccharide_biosynthesis	748
Leucine_Degradation_and_HMG-CoA_Metabolism;Amino Acids and Derivatives;Branched-chain amino acids;Leucine_Degradation_and_HMG-CoA_Metabolism	2214
Lysine_biosynthesis_AAA_pathway_2;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Lysine_biosynthesis_AAA_pathway_2	13
Lysine_degradation;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Lysine_degradation	231
Lysine_fermentation;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Lysine_fermentation	153
Malonate_decarboxylase;Carbohydrates;Organic acids;Malonate_decarboxylase	59
Mannitol_Utilization;Carbohydrates;Sugar alcohols;Mannitol_Utilization	197
Menaquinone_and_Phylloquinone_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Quinone cofactors;Menaquinone_and_Phylloquinone_Biosynthesis	573
Methicillin_resistance_in_Staphylococci;Virulence, Disease and Defense;Resistance to antibiotics and toxic compounds;Methicillin_resistance_in_Staphylococci	2
Methionine_Biosynthesis;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Methionine_Biosynthesis	3508
Methionine_Degradation;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Methionine_Degradation	6956
Methylcitrate_cycle;Carbohydrates;Organic acids;Methylcitrate_cycle	1752
Na+_translocating_decarboxylases_and_related_biotin-dependent_enzymes;Respiration;Sodium Ion-Coupled Energetics;Na+_translocating_decarboxylases_and_related_biotin-dependent_enzymes	2
Naphtalene_and_antracene_degradation;Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Naphtalene_and_antracene_degradation	2
NiFe_hydrogenase_maturation;Respiration;Electron donating reactions;NiFe_hydrogenase_maturation	496
Nitrate_and_nitrite_ammonification;Nitrogen Metabolism;-;Nitrate_and_nitrite_ammonification	452
Nitrogen_fixation;Nitrogen Metabolism;-;Nitrogen_fixation	1
Novel_non-oxidative_pathway_of_Uracil_catabolism;Nucleosides and Nucleotides;Pyrimidines;Novel_non-oxidative_pathway_of_Uracil_catabolism	1279
Nudix_proteins_(nucleoside_triphosphate_hydrolases);Nucleosides and Nucleotides;Detoxification;Nudix_proteins_(nucleoside_triphosphate_hydrolases)	1
Oxidative_stress;Stress Response;Oxidative stress;Oxidative_stress	2985
PFGI-1-like_cluster_1;Clustering-based subsystems;-;PFGI-1-like_cluster_1	3
PROSC;Miscellaneous;Plant-Prokaryote DOE project;PROSC	2595
Particulate_methane_monooxygenase_(pMMO);Carbohydrates;Central carbohydrate metabolism;Particulate_methane_monooxygenase_(pMMO)	6
Pentose_phosphate_pathway;Carbohydrates;Central carbohydrate metabolism;Pentose_phosphate_pathway	2041
Peptidoglycan_Biosynthesis;Cell Wall and Capsule;-;Peptidoglycan_Biosynthesis	132
Peptidoglycan_biosynthesis--gjo;Cell Wall and Capsule;-;Peptidoglycan_biosynthesis--gjo	2
Periplasmic-Binding-Protein-Dependent_Transport_System_for_&#945;-Glucosides;Membrane Transport;ABC transporters;Periplasmic-Binding-Protein-Dependent_Transport_System_for_&#945;-Glucosides	76
Phage_packaging_machinery;Phages, Prophages, Transposable elements, Plasmids;Phages, Prophages;Phage_packaging_machinery	3
Phd-Doc,_YdcE-YdcD_toxin-antitoxin_(programmed_cell_death)_systems;Regulation and Cell signaling;Programmed Cell Death and Toxin-antitoxin Systems;Phd-Doc,_YdcE-YdcD_toxin-antitoxin_(programmed_cell_death)_systems	3
Phenazine_biosynthesis;Secondary Metabolism;Bacterial cytostatics, differentiation factors and antibiotics;Phenazine_biosynthesis	1
Phenol_hydroxylase;Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Phenol_hydroxylase	2
Phenylacetyl-CoA_catabolic_pathway_(core);Metabolism of Aromatic Compounds;-;Phenylacetyl-CoA_catabolic_pathway_(core)	629
Phenylpropanoid_compound_degradation;Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Phenylpropanoid_compound_degradation	53
Phosphate_metabolism;Phosphorus Metabolism;-;Phosphate_metabolism	3227
Phosphonoalanine_utilization;Amino Acids and Derivatives;-;Phosphonoalanine_utilization	1
Photorespiration_(oxidative_C2_cycle);Carbohydrates;CO2 fixation;Photorespiration_(oxidative_C2_cycle)	5686
Photosystem_I;Photosynthesis;Electron transport and photophosphorylation;Photosystem_I	3
Photosystem_II;Photosynthesis;Electron transport and photophosphorylation;Photosystem_II	4
Photosystem_II-type_photosynthetic_reaction_center;Photosynthesis;Electron transport and photophosphorylation;Photosystem_II-type_photosynthetic_reaction_center	6
Polyamine_Metabolism;Amino Acids and Derivatives;Arginine; urea cycle, polyamines;Polyamine_Metabolism	20
Polyhydroxybutyrate_metabolism;Fatty Acids, Lipids, and Isoprenoids;-;Polyhydroxybutyrate_metabolism	60
Potassium_homeostasis;Potassium metabolism;-;Potassium_homeostasis	420
Propanediol_utilization;Carbohydrates;Sugar alcohols;Propanediol_utilization	3
Propionate-CoA_to_Succinate_Module;Carbohydrates;Organic acids;Propionate-CoA_to_Succinate_Module	1782
Propionyl-CoA_to_Succinyl-CoA_Module;Carbohydrates;Organic acids;Propionyl-CoA_to_Succinyl-CoA_Module	494
Proteasome_archaeal;Protein Metabolism;Protein degradation;Proteasome_archaeal	1171
Proteasome_bacterial;Protein Metabolism;Protein degradation;Proteasome_bacterial	2608
Proteasome_eukaryotic;Protein Metabolism;Protein degradation;Proteasome_eukaryotic	8
Protection_from_Reactive_Oxygen_Species;Stress Response;Oxidative stress;Protection_from_Reactive_Oxygen_Species	2975
Protein_Acetylation_and_Deacetylation_in_Bacteria;Protein Metabolism;Protein processing and modification;Protein_Acetylation_and_Deacetylation_in_Bacteria	6037
Protein_YjgK_cluster_linked_to_biofilm_formation;Regulation and Cell signaling;Quorum sensing and biofilm formation;Protein_YjgK_cluster_linked_to_biofilm_formation	2
Protein_chaperones;Protein Metabolism;Protein folding;Protein_chaperones	11228
Proteolysis_in_bacteria,_ATP-dependent;Protein Metabolism;Protein degradation;Proteolysis_in_bacteria,_ATP-dependent	12957
Proteorhodopsin;Photosynthesis;-;Proteorhodopsin	1
Purine_conversions;Nucleosides and Nucleotides;Purines;Purine_conversions	286
Putative_sulfate_assimilation_cluster;Clustering-based subsystems;-;Putative_sulfate_assimilation_cluster	26
Pyridoxin_(Vitamin_B6)_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Pyridoxine;Pyridoxin_(Vitamin_B6)_Biosynthesis	990
Pyrimidine_utilization;Nucleosides and Nucleotides;Pyrimidines;Pyrimidine_utilization	5
Pyruvate_metabolism_I:_anaplerotic_reactions,_PEP;Carbohydrates;Central carbohydrate metabolism;Pyruvate_metabolism_I:_anaplerotic_reactions,_PEP	1507
Pyruvate_metabolism_II:_acetyl-CoA,_acetogenesis_from_pyruvate;Carbohydrates;Central carbohydrate metabolism;Pyruvate_metabolism_II:_acetyl-CoA,_acetogenesis_from_pyruvate	9472
Quorum_sensing_regulation_in_Pseudomonas;Regulation and Cell signaling;Quorum sensing and biofilm formation;Quorum_sensing_regulation_in_Pseudomonas	3
RNA_polymerase_I;RNA Metabolism;Transcription;RNA_polymerase_I	2
RNA_polymerase_II;RNA Metabolism;Transcription;RNA_polymerase_II	3
RNA_polymerase_III;RNA Metabolism;Transcription;RNA_polymerase_III	1
RNA_polymerase_III_initiation_factors;RNA Metabolism;Transcription;RNA_polymerase_III_initiation_factors	15
RNA_polymerase_II_initiation_factors;RNA Metabolism;Transcription;RNA_polymerase_II_initiation_factors	15
RNA_polymerase_archaeal;RNA Metabolism;Transcription;RNA_polymerase_archaeal	136
RNA_polymerase_archaeal_initiation_factors;RNA Metabolism;Transcription;RNA_polymerase_archaeal_initiation_factors	15
RNA_polymerase_bacterial;RNA Metabolism;Transcription;RNA_polymerase_bacterial	13012
RNA_polymerase_chloroplast;RNA Metabolism;Transcription;RNA_polymerase_chloroplast	28
Redox-dependent_regulation_of_nucleus_processes;Stress Response;Oxidative stress;Redox-dependent_regulation_of_nucleus_processes	3
Regulation_of_Oxidative_Stress_Response;Stress Response;Oxidative stress;Regulation_of_Oxidative_Stress_Response	1784
Resistance_to_Vancomycin;Virulence, Disease and Defense;Resistance to antibiotics and toxic compounds;Resistance_to_Vancomycin	266
Respiratory_Complex_I;Respiration;Electron donating reactions;Respiratory_Complex_I	1444
Rhamnolipids_in_Pseudomonas;Motility and Chemotaxis;Social motility and nonflagellar swimming in bacteria;Rhamnolipids_in_Pseudomonas	3
Ribonucleotide_reductase_cluster;Clustering-based subsystems;-;Ribonucleotide_reductase_cluster	800
Ribonucleotide_reduction;Nucleosides and Nucleotides;-;Ribonucleotide_reduction	822
Ribosomal_protein_S12p_Asp_methylthiotransferase;Protein Metabolism;Protein processing and modification;Ribosomal_protein_S12p_Asp_methylthiotransferase	628
Ribosome_LSU_bacterial;Protein Metabolism;Protein biosynthesis;Ribosome_LSU_bacterial	2836
Ribosome_LSU_chloroplast;Protein Metabolism;Protein biosynthesis;Ribosome_LSU_chloroplast	1
Ribosome_LSU_eukaryotic_and_archaeal;Protein Metabolism;Protein biosynthesis;Ribosome_LSU_eukaryotic_and_archaeal	2
Ribosome_LSU_mitochondrial;Protein Metabolism;Protein biosynthesis;Ribosome_LSU_mitochondrial	1
Ribosome_SSU_bacterial;Protein Metabolism;Protein biosynthesis;Ribosome_SSU_bacterial	1137
Ribosome_SSU_chloroplast;Protein Metabolism;Protein biosynthesis;Ribosome_SSU_chloroplast	4
Ribosome_SSU_eukaryotic_and_archaeal;Protein Metabolism;Protein biosynthesis;Ribosome_SSU_eukaryotic_and_archaeal	1
Ribosome_SSU_mitochondrial;Protein Metabolism;Protein biosynthesis;Ribosome_SSU_mitochondrial	2
Salicylate_and_gentisate_catabolism;Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Salicylate_and_gentisate_catabolism	21
Serine-glyoxylate_cycle;Carbohydrates;One-carbon Metabolism;Serine-glyoxylate_cycle	15926
Serine_Biosynthesis;Amino Acids and Derivatives;Alanine, serine, and glycine;Serine_Biosynthesis	2595
Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus;Cell Wall and Capsule;Capsular and extracellular polysacchrides;Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus	2
Siderophore_Achromobactin;Iron acquisition and metabolism;Siderophores;Siderophore_Achromobactin	1
Siderophore_Pyoverdine;Iron acquisition and metabolism;Siderophores;Siderophore_Pyoverdine	16
Siderophore_Staphylobactin;Iron acquisition and metabolism;Siderophores;Siderophore_Staphylobactin	3
Siderophore_[Alcaligin-like];Iron acquisition and metabolism;Siderophores;Siderophore_[Alcaligin-like]	1
Siderophore_pyochelin;Iron acquisition and metabolism;Siderophores;Siderophore_pyochelin	3
Single-Rhodanese-domain_proteins;Miscellaneous;Plant-Prokaryote DOE project;Single-Rhodanese-domain_proteins	7
Small_acid-soluble_spore_proteins;Dormancy and Sporulation;Spore DNA protection;Small_acid-soluble_spore_proteins	1
Soluble_cytochromes_and_functionally_related_electron_carriers;Respiration;-;Soluble_cytochromes_and_functionally_related_electron_carriers	140
Soluble_methane_monooxygenase_(sMMO);Carbohydrates;Central carbohydrate metabolism;Soluble_methane_monooxygenase_(sMMO)	61
Spliceosome;RNA Metabolism;RNA processing and modification;Spliceosome	9
Spore_germination;Dormancy and Sporulation;-;Spore_germination	1
Spore_pigment_biosynthetic_cluster_in_Actinomycetes;Dormancy and Sporulation;-;Spore_pigment_biosynthetic_cluster_in_Actinomycetes	15
Sporulation_Cluster;Dormancy and Sporulation;-;Sporulation_Cluster	2
Sporulation_gene_orphans;Dormancy and Sporulation;-;Sporulation_gene_orphans	5
Staphylococcal_pathogenicity_islands_SaPI;Phages, Prophages, Transposable elements, Plasmids;Pathogenicity islands;Staphylococcal_pathogenicity_islands_SaPI	5917
Staphylococcal_phi-Mu50B-like_prophages;Phages, Prophages, Transposable elements, Plasmids;Phages, Prophages;Staphylococcal_phi-Mu50B-like_prophages	2396
Steroid_sulfates;Secondary Metabolism;Biologically active compounds in metazoan cell defence and differentiation;Steroid_sulfates	1
