Subsystems.level3	mgm4637815.3
CBSS-176299.4.peg.1292;Clustering-based subsystems;Probably GTP or GMP signaling related;CBSS-176299.4.peg.1292	16
CBSS-176299.4.peg.1996B;Clustering-based subsystems;-;CBSS-176299.4.peg.1996B	1639
CBSS-196164.1.peg.1690;Clustering-based subsystems;Cytochrome biogenesis;CBSS-196164.1.peg.1690	1684
CBSS-214092.1.peg.3450;Clustering-based subsystems;-;CBSS-214092.1.peg.3450	1
CBSS-235.1.peg.567;Clustering-based subsystems;-;CBSS-235.1.peg.567	1
CBSS-257314.1.peg.676;Clustering-based subsystems;Two related proteases;CBSS-257314.1.peg.676	1265
CBSS-261594.1.peg.788;Clustering-based subsystems;recX and regulatory cluster;CBSS-261594.1.peg.788	5
CBSS-262316.1.peg.2929;Clustering-based subsystems;Catabolism of an unknown compound;CBSS-262316.1.peg.2929	272
CBSS-265072.7.peg.546;Clustering-based subsystems;Methylamine utilization;CBSS-265072.7.peg.546	3
CBSS-269799.3.peg.2220;Clustering-based subsystems;Molybdopterin oxidoreductase;CBSS-269799.3.peg.2220	1117
CBSS-288000.5.peg.1793;Clustering-based subsystems;Pyruvate kinase associated cluster;CBSS-288000.5.peg.1793	30
CBSS-316273.3.peg.2378;Clustering-based subsystems;-;CBSS-316273.3.peg.2378	28
CBSS-316279.3.peg.746;Clustering-based subsystems;-;CBSS-316279.3.peg.746	1
CBSS-326442.4.peg.1852;Clustering-based subsystems;Translation;CBSS-326442.4.peg.1852	1
CBSS-342610.3.peg.1794;Clustering-based subsystems;-;CBSS-342610.3.peg.1794	795
CBSS-344610.3.peg.2335;Clustering-based subsystems;Choline bitartrate degradation, putative;CBSS-344610.3.peg.2335	439
CBSS-393121.3.peg.2760;Clustering-based subsystems;Protein export?;CBSS-393121.3.peg.2760	1017
CBSS-52598.3.peg.2843;Clustering-based subsystems;alpha-proteobacterial cluster of hypotheticals;CBSS-52598.3.peg.2843	49
CBSS-56780.10.peg.1536;Clustering-based subsystems;-;CBSS-56780.10.peg.1536	908
CBSS-83332.1.peg.3803;Clustering-based subsystems;-;CBSS-83332.1.peg.3803	1744
CO2_uptake,_carboxysome;Carbohydrates;CO2 fixation;CO2_uptake,_carboxysome	85
COG0398;Miscellaneous;Plant-Prokaryote DOE project;COG0398	1
COG0523;Miscellaneous;Plant-Prokaryote DOE project;COG0523	3
COG1836;Miscellaneous;Plant-Prokaryote DOE project;COG1836	1
COG2302;Miscellaneous;Plant-Prokaryote DOE project;COG2302	1311
COG2363;Miscellaneous;Plant-Prokaryote DOE project;COG2363	1188
COG3146_experimental;Miscellaneous;Plant-Prokaryote DOE project;COG3146_experimental	709
COG3380_COG2907;Miscellaneous;Plant-Prokaryote DOE project;COG3380_COG2907	1
COG3533;Miscellaneous;Plant-Prokaryote DOE project;COG3533	579
CO_Dehydrogenase;Respiration;Electron donating reactions;CO_Dehydrogenase	15
CTP_synthase_(EC_6.3.4.2)_cluster;Clustering-based subsystems;-;CTP_synthase_(EC_6.3.4.2)_cluster	1942
Caffeic_acid_derivatives;Secondary Metabolism;Biosynthesis of phenylpropanoids;Caffeic_acid_derivatives	2
Calvin-Benson_cycle;Carbohydrates;CO2 fixation;Calvin-Benson_cycle	228
Carbon_Starvation;Stress Response;-;Carbon_Starvation	330
Carbon_monoxide_dehydrogenase_maturation_factors;Respiration;-;Carbon_monoxide_dehydrogenase_maturation_factors	1
Carboxysome;Carbohydrates;CO2 fixation;Carboxysome	76
Carnitine_Metabolism_in_Microorganisms;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Carnitine_Metabolism_in_Microorganisms	2
Catechol_branch_of_beta-ketoadipate_pathway;Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Catechol_branch_of_beta-ketoadipate_pathway	454
Cell_Division_Cluster;Clustering-based subsystems;Cell Division;Cell_Division_Cluster	1311
Cell_division-ribosomal_stress_proteins_cluster;Clustering-based subsystems;-;Cell_division-ribosomal_stress_proteins_cluster	6088
Central_meta-cleavage_pathway_of_aromatic_compound_degradation;Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Central_meta-cleavage_pathway_of_aromatic_compound_degradation	46
Chitin_and_N-acetylglucosamine_utilization;Carbohydrates;Aminosugars;Chitin_and_N-acetylglucosamine_utilization	23
Chlorobenzoate_degradation;Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Chlorobenzoate_degradation	2
Chlorophyll_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Chlorophyll_Biosynthesis	63
Choline_Transport;Membrane Transport;-;Choline_Transport	9
Chorismate:_Intermediate_for_synthesis_of_Tryptophan,_PAPA_antibiotics,_PABA,_3-hydroxyanthranilate_and_more.;Amino Acids and Derivatives;Aromatic amino acids and derivatives;Chorismate:_Intermediate_for_synthesis_of_Tryptophan,_PAPA_antibiotics,_PABA,_3-hydroxyanthranilate_and_more.	1997
Chorismate_Synthesis;Amino Acids and Derivatives;Aromatic amino acids and derivatives;Chorismate_Synthesis	812
Cinnamic_Acid_Degradation;Secondary Metabolism;Aromatic amino acids and derivatives;Cinnamic_Acid_Degradation	97
Citrate_Utilization_System_(CitAB,_CitH,_and_tctABC);Membrane Transport;-;Citrate_Utilization_System_(CitAB,_CitH,_and_tctABC)	123
ClpAS_cluster;Clustering-based subsystems;-;ClpAS_cluster	1639
Cluster-based_Subsystem_Grouping_Hypotheticals_-_perhaps_Proteosome_Related;Clustering-based subsystems;proteosome related;Cluster-based_Subsystem_Grouping_Hypotheticals_-_perhaps_Proteosome_Related	694
Cluster_Ytf_and_putative_sugar_transporter;Clustering-based subsystems;Carbohydrates;Cluster_Ytf_and_putative_sugar_transporter	28
Cluster_containing_CofD-like_protein_and_co-occuring_with_DNA_repair;Clustering-based subsystems;-;Cluster_containing_CofD-like_protein_and_co-occuring_with_DNA_repair	85
Cluster_with_phosphopentomutase_paralog;Clustering-based subsystems;-;Cluster_with_phosphopentomutase_paralog	1
Coenzyme_A_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Coenzyme A;Coenzyme_A_Biosynthesis	990
Coenzyme_B12_biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Coenzyme_B12_biosynthesis	350
Cold_shock,_CspA_family_of_proteins;Stress Response;Cold shock;Cold_shock,_CspA_family_of_proteins	7
Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate);Amino Acids and Derivatives;Aromatic amino acids and derivatives;Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate)	812
Competence_or_DNA_damage-inducible_protein_CinA_and_related_protein_families;Miscellaneous;Plant-Prokaryote DOE project;Competence_or_DNA_damage-inducible_protein_CinA_and_related_protein_families	1265
Conjugative_transfer;Membrane Transport;Protein and nucleoprotein secretion system, Type IV;Conjugative_transfer	173
Conjugative_transfer_related_cluster;Clustering-based subsystems;-;Conjugative_transfer_related_cluster	2
Conjugative_transposon,_Bacteroidales;Phages, Prophages, Transposable elements, Plasmids;Transposable elements;Conjugative_transposon,_Bacteroidales	28
Conserved_gene_cluster_possibly_involved_in_RNA_metabolism;Miscellaneous;Plant-Prokaryote DOE project;Conserved_gene_cluster_possibly_involved_in_RNA_metabolism	102
Control_of_cell_elongation_-_division_cycle_in_Bacilli;Cell Division and Cell Cycle;-;Control_of_cell_elongation_-_division_cycle_in_Bacilli	1
Creatine_and_Creatinine_Degradation;Amino Acids and Derivatives;-;Creatine_and_Creatinine_Degradation	5
Cyanate_hydrolysis;Nitrogen Metabolism;-;Cyanate_hydrolysis	163
Cysteine_Biosynthesis;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Cysteine_Biosynthesis	727
Cytochrome_B6-F_complex;Respiration;-;Cytochrome_B6-F_complex	8
D-Galacturonate_and_D-Glucuronate_Utilization;Carbohydrates;Monosaccharides;D-Galacturonate_and_D-Glucuronate_Utilization	399
D-Sorbitol(D-Glucitol)_and_L-Sorbose_Utilization;Carbohydrates;Monosaccharides;D-Sorbitol(D-Glucitol)_and_L-Sorbose_Utilization	18
D-Tagatose_and_Galactitol_Utilization;Carbohydrates;Monosaccharides;D-Tagatose_and_Galactitol_Utilization	1
D-galactarate,_D-glucarate_and_D-glycerate_catabolism;Carbohydrates;Monosaccharides;D-galactarate,_D-glucarate_and_D-glycerate_catabolism	45
D-galactonate_catabolism;Carbohydrates;Monosaccharides;D-galactonate_catabolism	1
DNA-binding_regulatory_proteins,_strays;Regulation and Cell signaling;-;DNA-binding_regulatory_proteins,_strays	2
DNA-replication;DNA Metabolism;DNA replication;DNA-replication	1276
DNA_gyrase_subunits;Clustering-based subsystems;-;DNA_gyrase_subunits	2223
DNA_phosphorothioation;DNA Metabolism;-;DNA_phosphorothioation	29
DNA_repair,_UvrABC_system;DNA Metabolism;DNA repair;DNA_repair,_UvrABC_system	8760
DNA_repair,_bacterial;DNA Metabolism;DNA repair;DNA_repair,_bacterial	1265
DNA_repair,_bacterial_DinG_and_relatives;DNA Metabolism;DNA repair;DNA_repair,_bacterial_DinG_and_relatives	1
DNA_repair,_bacterial_RecBCD_pathway;DNA Metabolism;DNA repair;DNA_repair,_bacterial_RecBCD_pathway	56
DNA_repair,_bacterial_RecFOR_pathway;DNA Metabolism;DNA repair;DNA_repair,_bacterial_RecFOR_pathway	1265
DNA_repair,_bacterial_UmuCD_system;DNA Metabolism;DNA repair;DNA_repair,_bacterial_UmuCD_system	1265
DNA_repair_and_recombination_eukaryotic;DNA Metabolism;DNA repair;DNA_repair_and_recombination_eukaryotic	1
DNA_replication_cluster_1;Clustering-based subsystems;-;DNA_replication_cluster_1	2223
DNA_topoisomerases,_Type_II,_ATP-dependent;DNA Metabolism;DNA replication;DNA_topoisomerases,_Type_II,_ATP-dependent	3018
DOE_COG3533;Miscellaneous;Plant-Prokaryote DOE project;DOE_COG3533	4
De_Novo_Pyrimidine_Synthesis;Nucleosides and Nucleotides;Pyrimidines;De_Novo_Pyrimidine_Synthesis	4314
Dehydrogenase_complexes;Carbohydrates;Central carbohydrate metabolism;Dehydrogenase_complexes	2140
Denitrification;Nitrogen Metabolism;-;Denitrification	31
Dihydroxyacetone_kinases;Carbohydrates;Central carbohydrate metabolism;Dihydroxyacetone_kinases	258
Dipicolinate_Synthesis;Dormancy and Sporulation;Spore DNA protection;Dipicolinate_Synthesis	1
Dissimilatory_nitrite_reductase;Nitrogen Metabolism;-;Dissimilatory_nitrite_reductase	4
Dot-Icm_type_IV_secretion_system;Membrane Transport;Protein and nucleoprotein secretion system, Type IV;Dot-Icm_type_IV_secretion_system	2
ECF_class_transporters;Membrane Transport;-;ECF_class_transporters	22
ESAT-6_proteins_secretion_system_in_Actinobacteria;Membrane Transport;Protein translocation across cytoplasmic membrane;ESAT-6_proteins_secretion_system_in_Actinobacteria	5
ESAT-6_proteins_secretion_system_in_Firmicutes;Membrane Transport;Protein translocation across cytoplasmic membrane;ESAT-6_proteins_secretion_system_in_Firmicutes	2
Ectoine_biosynthesis_and_regulation;Stress Response;Osmotic stress;Ectoine_biosynthesis_and_regulation	12
Entner-Doudoroff_Pathway;Carbohydrates;Central carbohydrate metabolism;Entner-Doudoroff_Pathway	116
Erythritol_utilization;Carbohydrates;Sugar alcohols;Erythritol_utilization	38
Ethanolamine_utilization;Carbohydrates;Sugar alcohols;Ethanolamine_utilization	60
Ethylmalonyl-CoA_pathway_of_C2_assimilation;Carbohydrates;Central carbohydrate metabolism;Ethylmalonyl-CoA_pathway_of_C2_assimilation	1187
Experimental-COG2515;Miscellaneous;Plant-Prokaryote DOE project;Experimental-COG2515	153
Experimental-Ubiquinone_BiosynthesisVDC;Miscellaneous;Plant-Prokaryote DOE project;Experimental-Ubiquinone_BiosynthesisVDC	1
Experimental_-_Histidine_Degradation;Miscellaneous;Plant-Prokaryote DOE project;Experimental_-_Histidine_Degradation	3504
Extracellular_Polysaccharide_Biosynthesis_of_Streptococci;Cell Wall and Capsule;Capsular and extracellular polysacchrides;Extracellular_Polysaccharide_Biosynthesis_of_Streptococci	1
F0F1-type_ATP_synthase;Respiration;ATP synthases;F0F1-type_ATP_synthase	3532
Fatty_Acid_Biosynthesis_FASI;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Fatty_Acid_Biosynthesis_FASI	41
Fatty_Acid_Biosynthesis_FASII;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Fatty_Acid_Biosynthesis_FASII	2933
Fermentations:_Lactate;Carbohydrates;Fermentation;Fermentations:_Lactate	1810
Fermentations:_Mixed_acid;Carbohydrates;Fermentation;Fermentations:_Mixed_acid	58
Flagellum;Motility and Chemotaxis;Flagellar motility in Prokaryota;Flagellum	2669
Folate_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Folate and pterines;Folate_Biosynthesis	377
Formate_dehydrogenase;Respiration;Electron donating reactions;Formate_dehydrogenase	518
Formate_hydrogenase;Respiration;-;Formate_hydrogenase	1310
Fosfomycin_resistance;Virulence, Disease and Defense;Resistance to antibiotics and toxic compounds;Fosfomycin_resistance	1
Fructooligosaccharides(FOS)_and_Raffinose_Utilization;Carbohydrates;Di- and oligosaccharides;Fructooligosaccharides(FOS)_and_Raffinose_Utilization	13
Fructoselysine_(Amadori_product)_utilization_pathway;Carbohydrates;Aminosugars;Fructoselysine_(Amadori_product)_utilization_pathway	1
G3E_family_of_P-loop_GTPases_(metallocenter_biosynthesis);Protein Metabolism;Protein processing and modification;G3E_family_of_P-loop_GTPases_(metallocenter_biosynthesis)	4884
GABA_and_putrescine_metabolism_from_cluters;Clustering-based subsystems;Putrescine/GABA utilization cluster-temporal,to add to SSs;GABA_and_putrescine_metabolism_from_cluters	30
Glutamate-mediated_methylamine_utilization_pathway;Clustering-based subsystems;Methylamine utilization;Glutamate-mediated_methylamine_utilization_pathway	6300
Glutamate_and_Aspartate_uptake_in_Bacteria;Amino Acids and Derivatives;Glutamine, glutamate, aspartate, asparagine; ammonia assimilation;Glutamate_and_Aspartate_uptake_in_Bacteria	76
Glutamate_dehydrogenases;Amino Acids and Derivatives;Glutamine, glutamate, aspartate, asparagine; ammonia assimilation;Glutamate_dehydrogenases	3
Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis;Amino Acids and Derivatives;Glutamine, glutamate, aspartate, asparagine; ammonia assimilation;Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis	7943
Glutamine_synthetases;Amino Acids and Derivatives;Glutamine, glutamate, aspartate, asparagine; ammonia assimilation;Glutamine_synthetases	2764
Glutaredoxins;Stress Response;Oxidative stress;Glutaredoxins	3
Glutathione-dependent_pathway_of_formaldehyde_detoxification;Stress Response;Detoxification;Glutathione-dependent_pathway_of_formaldehyde_detoxification	446
Glutathione:_Non-redox_reactions;Stress Response;Oxidative stress;Glutathione:_Non-redox_reactions	32
Glutathione:_Redox_cycle;Stress Response;Oxidative stress;Glutathione:_Redox_cycle	3
Glycerate_metabolism;Carbohydrates;Organic acids;Glycerate_metabolism	639
Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization;Carbohydrates;Sugar alcohols;Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization	384
Glycine_Biosynthesis;Amino Acids and Derivatives;Alanine, serine, and glycine;Glycine_Biosynthesis	1670
Glycine_and_Serine_Utilization;Amino Acids and Derivatives;Alanine, serine, and glycine;Glycine_and_Serine_Utilization	3091
Glycine_cleavage_system;Amino Acids and Derivatives;Alanine, serine, and glycine;Glycine_cleavage_system	1420
Glycogen_metabolism;Carbohydrates;Polysaccharides;Glycogen_metabolism	4646
Glycogen_metabolism_cluster;Clustering-based subsystems;-;Glycogen_metabolism_cluster	4645
Glycolysis_and_Gluconeogenesis;Carbohydrates;Central carbohydrate metabolism;Glycolysis_and_Gluconeogenesis	135
Glyoxylate_bypass;Carbohydrates;Central carbohydrate metabolism;Glyoxylate_bypass	5562
GroEL_GroES;Protein Metabolism;Protein folding;GroEL_GroES	3987
HMG_CoA_Synthesis;Amino Acids and Derivatives;Branched-chain amino acids;HMG_CoA_Synthesis	1502
Heat_shock_dnaK_gene_cluster_extended;Stress Response;Heat shock;Heat_shock_dnaK_gene_cluster_extended	6069
Heme,_hemin_uptake_and_utilization_systems_in_GramPositives;Iron acquisition and metabolism;-;Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	2
Heme_and_Siroheme_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Heme_and_Siroheme_Biosynthesis	479
Heme_biosynthesis_orphans;Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Heme_biosynthesis_orphans	1
Histidine_Degradation;Amino Acids and Derivatives;Histidine Metabolism;Histidine_Degradation	1834
Homogentisate_pathway_of_aromatic_compound_degradation;Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Homogentisate_pathway_of_aromatic_compound_degradation	708
Hydrogenases;Respiration;Electron donating reactions;Hydrogenases	634
Inorganic_Sulfur_Assimilation;Sulfur Metabolism;Inorganic sulfur assimilation;Inorganic_Sulfur_Assimilation	911
Inositol_catabolism;Carbohydrates;Sugar alcohols;Inositol_catabolism	133
Iojap;Miscellaneous;Plant-Prokaryote DOE project;Iojap	3250
Iron(III)_dicitrate_transport_system_Fec;Iron acquisition and metabolism;-;Iron(III)_dicitrate_transport_system_Fec	4
Iron-sulfur_cluster_assembly;Miscellaneous;Plant-Prokaryote DOE project;Iron-sulfur_cluster_assembly	1684
Iron_acquisition_in_Streptococcus;Iron acquisition and metabolism;-;Iron_acquisition_in_Streptococcus	1
Iron_acquisition_in_Vibrio;Iron acquisition and metabolism;-;Iron_acquisition_in_Vibrio	1
Isobutyryl-CoA_to_Propionyl-CoA_Module;Carbohydrates;Organic acids;Isobutyryl-CoA_to_Propionyl-CoA_Module	827
Isoleucine_degradation;Amino Acids and Derivatives;Branched-chain amino acids;Isoleucine_degradation	22
Isoprenoid_Biosynthesis;Fatty Acids, Lipids, and Isoprenoids;Isoprenoids;Isoprenoid_Biosynthesis	1
Ketoisovalerate_oxidoreductase;Amino Acids and Derivatives;Branched-chain amino acids;Ketoisovalerate_oxidoreductase	3989
L-Arabinose_utilization;Carbohydrates;Monosaccharides;L-Arabinose_utilization	579
L-fucose_utilization;Carbohydrates;Monosaccharides;L-fucose_utilization	356
L-fucose_utilization_temp;Carbohydrates;Monosaccharides;L-fucose_utilization_temp	335
L-rhamnose_utilization;Carbohydrates;Monosaccharides;L-rhamnose_utilization	362
LMPTP_YwlE_cluster;Clustering-based subsystems;-;LMPTP_YwlE_cluster	2807
LOS_core_oligosaccharide_biosynthesis;Cell Wall and Capsule;Gram-Negative cell wall components;LOS_core_oligosaccharide_biosynthesis	603
Lacto-N-Biose_I_and_Galacto-N-Biose_Metabolic_Pathway;Carbohydrates;-;Lacto-N-Biose_I_and_Galacto-N-Biose_Metabolic_Pathway	1
Lactose_and_Galactose_Uptake_and_Utilization;Carbohydrates;Di- and oligosaccharides;Lactose_and_Galactose_Uptake_and_Utilization	2
Lactose_utilization;Carbohydrates;Di- and oligosaccharides;Lactose_utilization	4
Legionaminic_Acid_Biosynthesis;Cell Wall and Capsule;Capsular and extracellular polysacchrides;Legionaminic_Acid_Biosynthesis	59
Leucine_Biosynthesis;Amino Acids and Derivatives;Branched-chain amino acids;Leucine_Biosynthesis	1779
Leucine_Degradation_and_HMG-CoA_Metabolism;Amino Acids and Derivatives;Branched-chain amino acids;Leucine_Degradation_and_HMG-CoA_Metabolism	1957
Lignine_biosynthesis;Secondary Metabolism;Biosynthesis of phenylpropanoids;Lignine_biosynthesis	2
Lipid_A-Ara4N_pathway_(_Polymyxin_resistance_);Cell Wall and Capsule;Gram-Negative cell wall components;Lipid_A-Ara4N_pathway_(_Polymyxin_resistance_)	34
Lipid_A_modifications;Cell Wall and Capsule;Gram-Negative cell wall components;Lipid_A_modifications	20
Lipoic_acid_metabolism;Cofactors, Vitamins, Prosthetic Groups, Pigments;Lipoic acid;Lipoic_acid_metabolism	7
Lysine_Biosynthesis_DAP_Pathway;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Lysine_Biosynthesis_DAP_Pathway	563
Lysine_degradation;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Lysine_degradation	305
Lysine_fermentation;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Lysine_fermentation	115
Macromolecular_synthesis_operon;Cell Division and Cell Cycle;-;Macromolecular_synthesis_operon	6965
Malonate_decarboxylase;Carbohydrates;Organic acids;Malonate_decarboxylase	56
Maltose_and_Maltodextrin_Utilization;Carbohydrates;Di- and oligosaccharides;Maltose_and_Maltodextrin_Utilization	136
Mannitol_Utilization;Carbohydrates;Sugar alcohols;Mannitol_Utilization	85
Menaquinone_and_Phylloquinone_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Quinone cofactors;Menaquinone_and_Phylloquinone_Biosynthesis	330
Methanopterin_biosynthesis2;Cofactors, Vitamins, Prosthetic Groups, Pigments;Folate and pterines;Methanopterin_biosynthesis2	4
Methionine_Biosynthesis;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Methionine_Biosynthesis	4018
Methionine_Degradation;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Methionine_Degradation	6139
Methylcitrate_cycle;Carbohydrates;Organic acids;Methylcitrate_cycle	1352
NAD_and_NADP_cofactor_biosynthesis_global;Cofactors, Vitamins, Prosthetic Groups, Pigments;NAD and NADP;NAD_and_NADP_cofactor_biosynthesis_global	40
