Subsystems.level3	mgm4637831.3
Experimental-COG2515;Miscellaneous;Plant-Prokaryote DOE project;Experimental-COG2515	111
Experimental_-_Histidine_Degradation;Miscellaneous;Plant-Prokaryote DOE project;Experimental_-_Histidine_Degradation	2861
F0F1-type_ATP_synthase;Respiration;ATP synthases;F0F1-type_ATP_synthase	2977
Fatty_Acid_Biosynthesis_FASI;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Fatty_Acid_Biosynthesis_FASI	25
Fatty_Acid_Biosynthesis_FASII;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Fatty_Acid_Biosynthesis_FASII	1833
Fermentations:_Lactate;Carbohydrates;Fermentation;Fermentations:_Lactate	1526
Fermentations:_Mixed_acid;Carbohydrates;Fermentation;Fermentations:_Mixed_acid	55
Flagellum;Motility and Chemotaxis;Flagellar motility in Prokaryota;Flagellum	2211
Flavohaemoglobin;Stress Response;-;Flavohaemoglobin	74
Folate_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Folate and pterines;Folate_Biosynthesis	325
Formaldehyde_assimilation:_Ribulose_monophosphate_pathway;Carbohydrates;One-carbon Metabolism;Formaldehyde_assimilation:_Ribulose_monophosphate_pathway	1
Formate_dehydrogenase;Respiration;Electron donating reactions;Formate_dehydrogenase	356
Formate_hydrogenase;Respiration;-;Formate_hydrogenase	462
G3E_family_of_P-loop_GTPases_(metallocenter_biosynthesis);Protein Metabolism;Protein processing and modification;G3E_family_of_P-loop_GTPases_(metallocenter_biosynthesis)	4131
GABA_and_putrescine_metabolism_from_cluters;Clustering-based subsystems;Putrescine/GABA utilization cluster-temporal,to add to SSs;GABA_and_putrescine_metabolism_from_cluters	11
Glutamate-mediated_methylamine_utilization_pathway;Clustering-based subsystems;Methylamine utilization;Glutamate-mediated_methylamine_utilization_pathway	5278
Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis;Amino Acids and Derivatives;Glutamine, glutamate, aspartate, asparagine; ammonia assimilation;Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis	5348
Glutamine_synthetases;Amino Acids and Derivatives;Glutamine, glutamate, aspartate, asparagine; ammonia assimilation;Glutamine_synthetases	2339
Glutathione-dependent_pathway_of_formaldehyde_detoxification;Stress Response;Detoxification;Glutathione-dependent_pathway_of_formaldehyde_detoxification	398
Glutathione-regulated_potassium-efflux_system_and_associated_functions;Potassium metabolism;-;Glutathione-regulated_potassium-efflux_system_and_associated_functions	7
Glutathione:_Non-redox_reactions;Stress Response;Oxidative stress;Glutathione:_Non-redox_reactions	1
Glutathione_analogs:_mycothiol;Stress Response;Oxidative stress;Glutathione_analogs:_mycothiol	21
Glutathionylspermidine_and_Trypanothione;Stress Response;Oxidative stress;Glutathionylspermidine_and_Trypanothione	1
Glycerate_metabolism;Carbohydrates;Organic acids;Glycerate_metabolism	203
Glycerol_fermenation_to_1,3-propanediol;Carbohydrates;Sugar alcohols;Glycerol_fermenation_to_1,3-propanediol	1
Glycine_Biosynthesis;Amino Acids and Derivatives;Alanine, serine, and glycine;Glycine_Biosynthesis	1396
Glycine_and_Serine_Utilization;Amino Acids and Derivatives;Alanine, serine, and glycine;Glycine_and_Serine_Utilization	2572
Glycine_cleavage_system;Amino Acids and Derivatives;Alanine, serine, and glycine;Glycine_cleavage_system	1172
Glycogen_metabolism;Carbohydrates;Polysaccharides;Glycogen_metabolism	3745
Glycogen_metabolism_cluster;Clustering-based subsystems;-;Glycogen_metabolism_cluster	3745
Glycolysis_and_Gluconeogenesis;Carbohydrates;Central carbohydrate metabolism;Glycolysis_and_Gluconeogenesis	141
Glyoxylate_bypass;Carbohydrates;Central carbohydrate metabolism;Glyoxylate_bypass	1407
GroEL_GroES;Protein Metabolism;Protein folding;GroEL_GroES	3367
HMG_CoA_Synthesis;Amino Acids and Derivatives;Branched-chain amino acids;HMG_CoA_Synthesis	1222
Heat_shock_dnaK_gene_cluster_extended;Stress Response;Heat shock;Heat_shock_dnaK_gene_cluster_extended	5055
Heme,_hemin_uptake_and_utilization_systems_in_GramPositives;Iron acquisition and metabolism;-;Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	1
Heme_and_Siroheme_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Heme_and_Siroheme_Biosynthesis	172
Histidine_Degradation;Amino Acids and Derivatives;Histidine Metabolism;Histidine_Degradation	1465
Housecleaning_nucleoside_triphosphate_pyrophosphatases;Nucleosides and Nucleotides;Detoxification;Housecleaning_nucleoside_triphosphate_pyrophosphatases	1
Hydrogenases;Respiration;Electron donating reactions;Hydrogenases	613
Inorganic_Sulfur_Assimilation;Sulfur Metabolism;Inorganic sulfur assimilation;Inorganic_Sulfur_Assimilation	606
Inositol_catabolism;Carbohydrates;Sugar alcohols;Inositol_catabolism	135
Iojap;Miscellaneous;Plant-Prokaryote DOE project;Iojap	2720
Iron-sulfur_cluster_assembly;Miscellaneous;Plant-Prokaryote DOE project;Iron-sulfur_cluster_assembly	1330
Iron_acquisition_in_Streptococcus;Iron acquisition and metabolism;-;Iron_acquisition_in_Streptococcus	1
Isobutyryl-CoA_to_Propionyl-CoA_Module;Carbohydrates;Organic acids;Isobutyryl-CoA_to_Propionyl-CoA_Module	662
Isoprenoid_Biosynthesis;Fatty Acids, Lipids, and Isoprenoids;Isoprenoids;Isoprenoid_Biosynthesis	1
Ketoisovalerate_oxidoreductase;Amino Acids and Derivatives;Branched-chain amino acids;Ketoisovalerate_oxidoreductase	3205
L-fucose_utilization;Carbohydrates;Monosaccharides;L-fucose_utilization	386
L-fucose_utilization_temp;Carbohydrates;Monosaccharides;L-fucose_utilization_temp	374
L-rhamnose_utilization;Carbohydrates;Monosaccharides;L-rhamnose_utilization	341
LMPTP_YwlE_cluster;Clustering-based subsystems;-;LMPTP_YwlE_cluster	2248
LOS_core_oligosaccharide_biosynthesis;Cell Wall and Capsule;Gram-Negative cell wall components;LOS_core_oligosaccharide_biosynthesis	475
Leucine_Degradation_and_HMG-CoA_Metabolism;Amino Acids and Derivatives;Branched-chain amino acids;Leucine_Degradation_and_HMG-CoA_Metabolism	1527
Lysine_Biosynthesis_DAP_Pathway;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Lysine_Biosynthesis_DAP_Pathway	450
Lysine_degradation;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Lysine_degradation	168
Lysine_fermentation;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Lysine_fermentation	128
Macromolecular_synthesis_operon;Cell Division and Cell Cycle;-;Macromolecular_synthesis_operon	2200
Malonate_decarboxylase;Carbohydrates;Organic acids;Malonate_decarboxylase	43
Maltose_and_Maltodextrin_Utilization;Carbohydrates;Di- and oligosaccharides;Maltose_and_Maltodextrin_Utilization	107
Mannitol_Utilization;Carbohydrates;Sugar alcohols;Mannitol_Utilization	11
Mannose_Metabolism;Carbohydrates;Monosaccharides;Mannose_Metabolism	3
Menaquinone_and_Phylloquinone_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Quinone cofactors;Menaquinone_and_Phylloquinone_Biosynthesis	254
Methanogenesis_from_methylated_compounds;Carbohydrates;One-carbon Metabolism;Methanogenesis_from_methylated_compounds	5
Methionine_Biosynthesis;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Methionine_Biosynthesis	2010
Methionine_Degradation;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Methionine_Degradation	3831
Methylcitrate_cycle;Carbohydrates;Organic acids;Methylcitrate_cycle	910
NAD_and_NADP_cofactor_biosynthesis_global;Cofactors, Vitamins, Prosthetic Groups, Pigments;NAD and NADP;NAD_and_NADP_cofactor_biosynthesis_global	2
NAD_regulation;Cofactors, Vitamins, Prosthetic Groups, Pigments;NAD and NADP;NAD_regulation	2
Na(+)-translocating_NADH-quinone_oxidoreductase_and_rnf-like_group_of_electron_transport_complexes;Respiration;Electron donating reactions;Na(+)-translocating_NADH-quinone_oxidoreductase_and_rnf-like_group_of_electron_transport_complexes	1
Na+_translocating_decarboxylases_and_related_biotin-dependent_enzymes;Respiration;Sodium Ion-Coupled Energetics;Na+_translocating_decarboxylases_and_related_biotin-dependent_enzymes	2
Naphtalene_and_antracene_degradation;Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Naphtalene_and_antracene_degradation	4
NiFe_hydrogenase_maturation;Respiration;Electron donating reactions;NiFe_hydrogenase_maturation	261
Nitrate_and_nitrite_ammonification;Nitrogen Metabolism;-;Nitrate_and_nitrite_ammonification	518
Nitrogen_fixation;Nitrogen Metabolism;-;Nitrogen_fixation	1
Nitrosative_stress;Nitrogen Metabolism;-;Nitrosative_stress	74
Novel_non-oxidative_pathway_of_Uracil_catabolism;Nucleosides and Nucleotides;Pyrimidines;Novel_non-oxidative_pathway_of_Uracil_catabolism	732
Nucleolar_protein_complex;Protein Metabolism;Protein biosynthesis;Nucleolar_protein_complex	147
Oxidative_stress;Stress Response;Oxidative stress;Oxidative_stress	1721
PFGI-1-like_cluster_1;Clustering-based subsystems;-;PFGI-1-like_cluster_1	3
PROSC;Miscellaneous;Plant-Prokaryote DOE project;PROSC	1396
Pentose_phosphate_pathway;Carbohydrates;Central carbohydrate metabolism;Pentose_phosphate_pathway	1526
Peptidoglycan_Biosynthesis;Cell Wall and Capsule;-;Peptidoglycan_Biosynthesis	2339
Peptidoglycan_biosynthesis--gjo;Cell Wall and Capsule;-;Peptidoglycan_biosynthesis--gjo	1
Peripheral_Glucose_Catabolism_Pathways;Carbohydrates;Central carbohydrate metabolism;Peripheral_Glucose_Catabolism_Pathways	1
Persister_Cells;Dormancy and Sporulation;-;Persister_Cells	1
Phage_packaging_machinery;Phages, Prophages, Transposable elements, Plasmids;Phages, Prophages;Phage_packaging_machinery	2
Phenazine_biosynthesis;Secondary Metabolism;Bacterial cytostatics, differentiation factors and antibiotics;Phenazine_biosynthesis	12
Phenol_hydroxylase;Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Phenol_hydroxylase	7
Phenylacetyl-CoA_catabolic_pathway_(core);Metabolism of Aromatic Compounds;-;Phenylacetyl-CoA_catabolic_pathway_(core)	409
Phenylpropanoid_compound_degradation;Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Phenylpropanoid_compound_degradation	120
Phosphate-binding_DING_proteins;Phosphorus Metabolism;-;Phosphate-binding_DING_proteins	1
Phosphate_metabolism;Phosphorus Metabolism;-;Phosphate_metabolism	2585
Phospholipid_and_Fatty_acid_biosynthesis_related_cluster;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Phospholipid_and_Fatty_acid_biosynthesis_related_cluster	1
Phosphonate_metabolism;Phosphorus Metabolism;-;Phosphonate_metabolism	1
Photorespiration_(oxidative_C2_cycle);Carbohydrates;CO2 fixation;Photorespiration_(oxidative_C2_cycle)	5210
Photosystem_II;Photosynthesis;Electron transport and photophosphorylation;Photosystem_II	10
Phycobilisome;Photosynthesis;Light-harvesting complexes;Phycobilisome	1
Phytosterol_biosynthesis;Secondary Metabolism;Biosynthesis of phenylpropanoids;Phytosterol_biosynthesis	6
Plasmid-encoded_T-DNA_transfer;Phages, Prophages, Transposable elements, Plasmids;Plasmid related functions;Plasmid-encoded_T-DNA_transfer	1
Polyamine_Metabolism;Amino Acids and Derivatives;Arginine; urea cycle, polyamines;Polyamine_Metabolism	260
Polyhydroxybutyrate_metabolism;Fatty Acids, Lipids, and Isoprenoids;-;Polyhydroxybutyrate_metabolism	38
Polysaccharide_deacetylases;Cell Wall and Capsule;Capsular and extracellular polysacchrides;Polysaccharide_deacetylases	1
Potassium_homeostasis;Potassium metabolism;-;Potassium_homeostasis	279
Predicted_carbohydrate_hydrolases;Carbohydrates;Glycoside hydrolases;Predicted_carbohydrate_hydrolases	1
Programmed_frameshift;Protein Metabolism;Protein biosynthesis;Programmed_frameshift	771
Proline,_4-hydroxyproline_uptake_and_utilization;Amino Acids and Derivatives;Proline and 4-hydroxyproline;Proline,_4-hydroxyproline_uptake_and_utilization	3
Propanediol_utilization;Carbohydrates;Sugar alcohols;Propanediol_utilization	8
Propionate-CoA_to_Succinate_Module;Carbohydrates;Organic acids;Propionate-CoA_to_Succinate_Module	919
Propionyl-CoA_to_Succinyl-CoA_Module;Carbohydrates;Organic acids;Propionyl-CoA_to_Succinyl-CoA_Module	3363
Proteasome_archaeal;Protein Metabolism;Protein degradation;Proteasome_archaeal	615
Proteasome_bacterial;Protein Metabolism;Protein degradation;Proteasome_bacterial	2473
Proteasome_eukaryotic;Protein Metabolism;Protein degradation;Proteasome_eukaryotic	3
Protection_from_Reactive_Oxygen_Species;Stress Response;Oxidative stress;Protection_from_Reactive_Oxygen_Species	1688
Protein_Acetylation_and_Deacetylation_in_Bacteria;Protein Metabolism;Protein processing and modification;Protein_Acetylation_and_Deacetylation_in_Bacteria	3202
Protein_YjgK_cluster_linked_to_biofilm_formation;Regulation and Cell signaling;Quorum sensing and biofilm formation;Protein_YjgK_cluster_linked_to_biofilm_formation	1
Protein_chaperones;Protein Metabolism;Protein folding;Protein_chaperones	6258
Proteolysis_in_bacteria,_ATP-dependent;Protein Metabolism;Protein degradation;Proteolysis_in_bacteria,_ATP-dependent	7808
Protocatechuate_branch_of_beta-ketoadipate_pathway;Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Protocatechuate_branch_of_beta-ketoadipate_pathway	594
