Subsystems.level3	mgm4637810.3
Autoinducer_2_(AI-2)_transport_and_processing_(lsrACDBFGE_operon);Regulation and Cell signaling;Quorum sensing and biofilm formation;Autoinducer_2_(AI-2)_transport_and_processing_(lsrACDBFGE_operon)	12
Auxin_biosynthesis;Secondary Metabolism;Plant Hormones;Auxin_biosynthesis	1080
Auxin_degradation;Secondary Metabolism;Plant Hormones;Auxin_degradation	960
Bacilysin_biosynthesis;Amino Acids and Derivatives;Aromatic amino acids and derivatives;Bacilysin_biosynthesis	2
Bacterial_Cell_Division;Clustering-based subsystems;-;Bacterial_Cell_Division	3231
Bacterial_light-harvesting_proteins;Photosynthesis;Light-harvesting complexes;Bacterial_light-harvesting_proteins	1
Benzoate_catabolism;Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Benzoate_catabolism	6
Benzoate_degradation;Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Benzoate_degradation	6
Benzoate_transport_and_degradation_cluster;Metabolism of Aromatic Compounds;-;Benzoate_transport_and_degradation_cluster	1
Beta-Glucoside_Metabolism;Carbohydrates;Di- and oligosaccharides;Beta-Glucoside_Metabolism	64
Beta-lactamase_cluster_in_Streptococcus;Clustering-based subsystems;Carbohydrates;Beta-lactamase_cluster_in_Streptococcus	60
Betaine_biosynthesis_from_glycine;Stress Response;Osmotic stress;Betaine_biosynthesis_from_glycine	14
Bilin_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Bilin_Biosynthesis	2
Biogenesis_of_cbb3-type_cytochrome_c_oxidases;Respiration;-;Biogenesis_of_cbb3-type_cytochrome_c_oxidases	21
Biphenyl_Degradation;Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Biphenyl_Degradation	2
Branched-Chain_Amino_Acid_Biosynthesis;Amino Acids and Derivatives;Branched-chain amino acids;Branched-Chain_Amino_Acid_Biosynthesis	808
Branched_chain_amino_acid_degradation_regulons;Amino Acids and Derivatives;Branched-chain amino acids;Branched_chain_amino_acid_degradation_regulons	1359
Butanol_Biosynthesis;Carbohydrates;Fermentation;Butanol_Biosynthesis	60
CBSS-176299.4.peg.1292;Clustering-based subsystems;Probably GTP or GMP signaling related;CBSS-176299.4.peg.1292	27
CBSS-176299.4.peg.1996B;Clustering-based subsystems;-;CBSS-176299.4.peg.1996B	1101
CBSS-196164.1.peg.1690;Clustering-based subsystems;Cytochrome biogenesis;CBSS-196164.1.peg.1690	1277
CBSS-203122.12.peg.188;Phages, Prophages, Transposable elements, Plasmids;Transposable elements;CBSS-203122.12.peg.188	1
CBSS-257314.1.peg.676;Clustering-based subsystems;Two related proteases;CBSS-257314.1.peg.676	1086
CBSS-265072.7.peg.546;Clustering-based subsystems;Methylamine utilization;CBSS-265072.7.peg.546	3
CBSS-269799.3.peg.2220;Clustering-based subsystems;Molybdopterin oxidoreductase;CBSS-269799.3.peg.2220	732
CBSS-288000.5.peg.1793;Clustering-based subsystems;Pyruvate kinase associated cluster;CBSS-288000.5.peg.1793	12
CBSS-316057.3.peg.1308;Clustering-based subsystems;Putative asociate of RNA polymerase sigma-54 factor rpoN;CBSS-316057.3.peg.1308	6
CBSS-316273.3.peg.2378;Clustering-based subsystems;-;CBSS-316273.3.peg.2378	15
CBSS-56780.10.peg.1536;Clustering-based subsystems;-;CBSS-56780.10.peg.1536	93
CBSS-83332.1.peg.3803;Clustering-based subsystems;-;CBSS-83332.1.peg.3803	1343
CBSS-83333.1.peg.946;Clustering-based subsystems;-;CBSS-83333.1.peg.946	15
CO2_uptake,_carboxysome;Carbohydrates;CO2 fixation;CO2_uptake,_carboxysome	45
COG0523;Miscellaneous;Plant-Prokaryote DOE project;COG0523	10
COG1836;Miscellaneous;Plant-Prokaryote DOE project;COG1836	2
COG2363;Miscellaneous;Plant-Prokaryote DOE project;COG2363	824
COG3380_COG2907;Miscellaneous;Plant-Prokaryote DOE project;COG3380_COG2907	1
COG3533;Miscellaneous;Plant-Prokaryote DOE project;COG3533	300
CO_Dehydrogenase;Respiration;Electron donating reactions;CO_Dehydrogenase	11
CRISPRs;DNA Metabolism;CRISPs;CRISPRs	10
CTP_synthase_(EC_6.3.4.2)_cluster;Clustering-based subsystems;-;CTP_synthase_(EC_6.3.4.2)_cluster	1556
Calvin-Benson_cycle;Carbohydrates;CO2 fixation;Calvin-Benson_cycle	67
Capsular_Polysaccharides_Biosynthesis_and_Assembly;Cell Wall and Capsule;Capsular and extracellular polysacchrides;Capsular_Polysaccharides_Biosynthesis_and_Assembly	9
Carbon_Starvation;Stress Response;-;Carbon_Starvation	264
Carboxysome;Carbohydrates;CO2 fixation;Carboxysome	44
Catechol_branch_of_beta-ketoadipate_pathway;Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Catechol_branch_of_beta-ketoadipate_pathway	260
Cell_division-ribosomal_stress_proteins_cluster;Clustering-based subsystems;-;Cell_division-ribosomal_stress_proteins_cluster	4436
Chlorophyll_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Chlorophyll_Biosynthesis	23
Cholesterol_catabolic_operon_in_Mycobacteria;Fatty Acids, Lipids, and Isoprenoids;-;Cholesterol_catabolic_operon_in_Mycobacteria	29
Choline_Transport;Membrane Transport;-;Choline_Transport	5
Chorismate:_Intermediate_for_synthesis_of_Tryptophan,_PAPA_antibiotics,_PABA,_3-hydroxyanthranilate_and_more.;Amino Acids and Derivatives;Aromatic amino acids and derivatives;Chorismate:_Intermediate_for_synthesis_of_Tryptophan,_PAPA_antibiotics,_PABA,_3-hydroxyanthranilate_and_more.	1514
Chorismate_Synthesis;Amino Acids and Derivatives;Aromatic amino acids and derivatives;Chorismate_Synthesis	356
Citrate_Utilization_System_(CitAB,_CitH,_and_tctABC);Membrane Transport;-;Citrate_Utilization_System_(CitAB,_CitH,_and_tctABC)	143
Clavulanic_acid_biosynthesis;Secondary Metabolism;Bacterial cytostatics, differentiation factors and antibiotics;Clavulanic_acid_biosynthesis	2
ClpAS_cluster;Clustering-based subsystems;-;ClpAS_cluster	1101
Cluster-based_Subsystem_Grouping_Hypotheticals_-_perhaps_Proteosome_Related;Clustering-based subsystems;proteosome related;Cluster-based_Subsystem_Grouping_Hypotheticals_-_perhaps_Proteosome_Related	705
Cluster_Ytf_and_putative_sugar_transporter;Clustering-based subsystems;Carbohydrates;Cluster_Ytf_and_putative_sugar_transporter	10
Cluster_containing_CofD-like_protein_and_co-occuring_with_DNA_repair;Clustering-based subsystems;-;Cluster_containing_CofD-like_protein_and_co-occuring_with_DNA_repair	87
Cluster_with_phosphopentomutase_paralog;Clustering-based subsystems;-;Cluster_with_phosphopentomutase_paralog	3
Coenzyme_A_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Coenzyme A;Coenzyme_A_Biosynthesis	808
Coenzyme_B12_biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Coenzyme_B12_biosynthesis	218
Colanic_acid_biosynthesis;Cell Wall and Capsule;Capsular and extracellular polysacchrides;Colanic_acid_biosynthesis	1
Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate);Amino Acids and Derivatives;Aromatic amino acids and derivatives;Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate)	356
Competence_or_DNA_damage-inducible_protein_CinA_and_related_protein_families;Miscellaneous;Plant-Prokaryote DOE project;Competence_or_DNA_damage-inducible_protein_CinA_and_related_protein_families	1086
Conjugative_transfer;Membrane Transport;Protein and nucleoprotein secretion system, Type IV;Conjugative_transfer	31
Conjugative_transfer_related_cluster;Clustering-based subsystems;-;Conjugative_transfer_related_cluster	9
Conjugative_transposon,_Bacteroidales;Phages, Prophages, Transposable elements, Plasmids;Transposable elements;Conjugative_transposon,_Bacteroidales	19
Cyanate_hydrolysis;Nitrogen Metabolism;-;Cyanate_hydrolysis	87
Cysteine_Biosynthesis;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Cysteine_Biosynthesis	512
Cytochrome_B6-F_complex;Respiration;-;Cytochrome_B6-F_complex	2
D-Galacturonate_and_D-Glucuronate_Utilization;Carbohydrates;Monosaccharides;D-Galacturonate_and_D-Glucuronate_Utilization	19
D-Sorbitol(D-Glucitol)_and_L-Sorbose_Utilization;Carbohydrates;Monosaccharides;D-Sorbitol(D-Glucitol)_and_L-Sorbose_Utilization	26
D-Tagatose_and_Galactitol_Utilization;Carbohydrates;Monosaccharides;D-Tagatose_and_Galactitol_Utilization	2
D-galactarate,_D-glucarate_and_D-glycerate_catabolism;Carbohydrates;Monosaccharides;D-galactarate,_D-glucarate_and_D-glycerate_catabolism	198
D-galactonate_catabolism;Carbohydrates;Monosaccharides;D-galactonate_catabolism	4
DNA-replication;DNA Metabolism;DNA replication;DNA-replication	1086
DNA_Repair_Base_Excision;DNA Metabolism;DNA repair;DNA_Repair_Base_Excision	107
DNA_repair,_UvrABC_system;DNA Metabolism;DNA repair;DNA_repair,_UvrABC_system	6716
DNA_repair,_bacterial;DNA Metabolism;DNA repair;DNA_repair,_bacterial	1086
DNA_repair,_bacterial_RecBCD_pathway;DNA Metabolism;DNA repair;DNA_repair,_bacterial_RecBCD_pathway	35
DNA_repair,_bacterial_RecFOR_pathway;DNA Metabolism;DNA repair;DNA_repair,_bacterial_RecFOR_pathway	1086
DNA_repair,_bacterial_UmuCD_system;DNA Metabolism;DNA repair;DNA_repair,_bacterial_UmuCD_system	1086
DNA_repair_and_recombination_eukaryotic;DNA Metabolism;DNA repair;DNA_repair_and_recombination_eukaryotic	4
DOE_COG3533;Miscellaneous;Plant-Prokaryote DOE project;DOE_COG3533	4
DedA_family_of_inner_membrane_proteins;Miscellaneous;-;DedA_family_of_inner_membrane_proteins	1
Dehydrogenase_complexes;Carbohydrates;Central carbohydrate metabolism;Dehydrogenase_complexes	1658
Denitrification;Nitrogen Metabolism;-;Denitrification	79
Dihydroxyacetone_kinases;Carbohydrates;Central carbohydrate metabolism;Dihydroxyacetone_kinases	201
Dot-Icm_type_IV_secretion_system;Membrane Transport;Protein and nucleoprotein secretion system, Type IV;Dot-Icm_type_IV_secretion_system	1
ECF_class_transporters;Membrane Transport;-;ECF_class_transporters	1
ESAT-6_proteins_secretion_system_in_Actinobacteria;Membrane Transport;Protein translocation across cytoplasmic membrane;ESAT-6_proteins_secretion_system_in_Actinobacteria	2
Energy-conserving_hydrogenase_(ferredoxin)_Ech;Respiration;Electron donating reactions;Energy-conserving_hydrogenase_(ferredoxin)_Ech	1
Entner-Doudoroff_Pathway;Carbohydrates;Central carbohydrate metabolism;Entner-Doudoroff_Pathway	87
Erythritol_utilization;Carbohydrates;Sugar alcohols;Erythritol_utilization	54
Ethylmalonyl-CoA_pathway_of_C2_assimilation;Carbohydrates;Central carbohydrate metabolism;Ethylmalonyl-CoA_pathway_of_C2_assimilation	1034
Experimental-COG2515;Miscellaneous;Plant-Prokaryote DOE project;Experimental-COG2515	97
Experimental_-_Histidine_Degradation;Miscellaneous;Plant-Prokaryote DOE project;Experimental_-_Histidine_Degradation	2686
F0F1-type_ATP_synthase;Respiration;ATP synthases;F0F1-type_ATP_synthase	2711
Fatty_Acid_Biosynthesis_FASI;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Fatty_Acid_Biosynthesis_FASI	36
Fatty_Acid_Biosynthesis_FASII;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Fatty_Acid_Biosynthesis_FASII	115
Fermentations:_Lactate;Carbohydrates;Fermentation;Fermentations:_Lactate	1229
Fermentations:_Mixed_acid;Carbohydrates;Fermentation;Fermentations:_Mixed_acid	60
Flagellum;Motility and Chemotaxis;Flagellar motility in Prokaryota;Flagellum	3
Flavohaemoglobin;Stress Response;-;Flavohaemoglobin	76
Folate_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Folate and pterines;Folate_Biosynthesis	237
Formaldehyde_assimilation:_Ribulose_monophosphate_pathway;Carbohydrates;One-carbon Metabolism;Formaldehyde_assimilation:_Ribulose_monophosphate_pathway	1
Formate_hydrogenase;Respiration;-;Formate_hydrogenase	309
G3E_family_of_P-loop_GTPases_(metallocenter_biosynthesis);Protein Metabolism;Protein processing and modification;G3E_family_of_P-loop_GTPases_(metallocenter_biosynthesis)	3654
GABA_and_putrescine_metabolism_from_cluters;Clustering-based subsystems;Putrescine/GABA utilization cluster-temporal,to add to SSs;GABA_and_putrescine_metabolism_from_cluters	16
Gene_Transfer_Agent;Phages, Prophages, Transposable elements, Plasmids;Gene Transfer Agent (GTA);Gene_Transfer_Agent	2
General_Secretion_Pathway;Membrane Transport;Protein secretion system, Type II;General_Secretion_Pathway	7
Glutamate-mediated_methylamine_utilization_pathway;Clustering-based subsystems;Methylamine utilization;Glutamate-mediated_methylamine_utilization_pathway	4871
Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis;Amino Acids and Derivatives;Glutamine, glutamate, aspartate, asparagine; ammonia assimilation;Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis	4926
Glutamine_synthetases;Amino Acids and Derivatives;Glutamine, glutamate, aspartate, asparagine; ammonia assimilation;Glutamine_synthetases	2137
Glutaredoxins;Stress Response;Oxidative stress;Glutaredoxins	1
Glutathione-dependent_pathway_of_formaldehyde_detoxification;Stress Response;Detoxification;Glutathione-dependent_pathway_of_formaldehyde_detoxification	277
Glutathione:_Biosynthesis_and_gamma-glutamyl_cycle;Stress Response;Oxidative stress;Glutathione:_Biosynthesis_and_gamma-glutamyl_cycle	209
Glutathione:_Redox_cycle;Stress Response;Oxidative stress;Glutathione:_Redox_cycle	1
Glycerate_metabolism;Carbohydrates;Organic acids;Glycerate_metabolism	160
Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization;Carbohydrates;Sugar alcohols;Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization	1
Glycine_Biosynthesis;Amino Acids and Derivatives;Alanine, serine, and glycine;Glycine_Biosynthesis	1275
Glycine_and_Serine_Utilization;Amino Acids and Derivatives;Alanine, serine, and glycine;Glycine_and_Serine_Utilization	2457
Glycine_cleavage_system;Amino Acids and Derivatives;Alanine, serine, and glycine;Glycine_cleavage_system	1182
Glycogen_metabolism;Carbohydrates;Polysaccharides;Glycogen_metabolism	3475
Glycogen_metabolism_cluster;Clustering-based subsystems;-;Glycogen_metabolism_cluster	3475
Glycolysis_and_Gluconeogenesis;Carbohydrates;Central carbohydrate metabolism;Glycolysis_and_Gluconeogenesis	170
Glyoxylate_bypass;Carbohydrates;Central carbohydrate metabolism;Glyoxylate_bypass	3511
GroEL_GroES;Protein Metabolism;Protein folding;GroEL_GroES	2999
HMG_CoA_Synthesis;Amino Acids and Derivatives;Branched-chain amino acids;HMG_CoA_Synthesis	1099
Heat_shock_dnaK_gene_cluster_extended;Stress Response;Heat shock;Heat_shock_dnaK_gene_cluster_extended	4457
Heme,_hemin_uptake_and_utilization_systems_in_GramPositives;Iron acquisition and metabolism;-;Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	2
Heme_and_Siroheme_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Heme_and_Siroheme_Biosynthesis	150
Histidine_Degradation;Amino Acids and Derivatives;Histidine Metabolism;Histidine_Degradation	1411
Housecleaning_nucleoside_triphosphate_pyrophosphatases;Nucleosides and Nucleotides;Detoxification;Housecleaning_nucleoside_triphosphate_pyrophosphatases	1
Hydantoin_metabolism;Nucleosides and Nucleotides;-;Hydantoin_metabolism	13
Hydrogenases;Respiration;Electron donating reactions;Hydrogenases	425
Inorganic_Sulfur_Assimilation;Sulfur Metabolism;Inorganic sulfur assimilation;Inorganic_Sulfur_Assimilation	674
Inositol_catabolism;Carbohydrates;Sugar alcohols;Inositol_catabolism	68
Iojap;Miscellaneous;Plant-Prokaryote DOE project;Iojap	1849
Iron-sulfur_cluster_assembly;Miscellaneous;Plant-Prokaryote DOE project;Iron-sulfur_cluster_assembly	1277
Ketoisovalerate_oxidoreductase;Amino Acids and Derivatives;Branched-chain amino acids;Ketoisovalerate_oxidoreductase	3055
L-2-amino-thiazoline-4-carboxylic_acid-Lcysteine_conversion;Amino Acids and Derivatives;-;L-2-amino-thiazoline-4-carboxylic_acid-Lcysteine_conversion	1
L-Arabinose_utilization;Carbohydrates;Monosaccharides;L-Arabinose_utilization	300
L-fucose_utilization;Carbohydrates;Monosaccharides;L-fucose_utilization	311
L-fucose_utilization_temp;Carbohydrates;Monosaccharides;L-fucose_utilization_temp	301
L-rhamnose_utilization;Carbohydrates;Monosaccharides;L-rhamnose_utilization	334
LMPTP_YwlE_cluster;Clustering-based subsystems;-;LMPTP_YwlE_cluster	2173
LOS_core_oligosaccharide_biosynthesis;Cell Wall and Capsule;Gram-Negative cell wall components;LOS_core_oligosaccharide_biosynthesis	388
Lactate_utilization;Carbohydrates;Organic acids;Lactate_utilization	17
Leucine_Degradation_and_HMG-CoA_Metabolism;Amino Acids and Derivatives;Branched-chain amino acids;Leucine_Degradation_and_HMG-CoA_Metabolism	1359
Lignine_biosynthesis;Secondary Metabolism;Biosynthesis of phenylpropanoids;Lignine_biosynthesis	2
Lipopolysaccharide-related_cluster_in_Alphaproteobacteria;Cell Wall and Capsule;Gram-Negative cell wall components;Lipopolysaccharide-related_cluster_in_Alphaproteobacteria	7
Lysine_degradation;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Lysine_degradation	550
Lysine_fermentation;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Lysine_fermentation	525
Malonate_decarboxylase;Carbohydrates;Organic acids;Malonate_decarboxylase	31
Mannitol_Utilization;Carbohydrates;Sugar alcohols;Mannitol_Utilization	87
MazEF_toxin-antitoxing_(programmed_cell_death)_system;Regulation and Cell signaling;Programmed Cell Death and Toxin-antitoxin Systems;MazEF_toxin-antitoxing_(programmed_cell_death)_system	1
Mebrane_bound_hydrogenases;Respiration;Reverse electron transport;Mebrane_bound_hydrogenases	1
Menaquinone_and_Phylloquinone_Biosynthesis;Cofactors, Vitamins, Prosthetic Groups, Pigments;Quinone cofactors;Menaquinone_and_Phylloquinone_Biosynthesis	305
Methanogenesis_from_methylated_compounds;Carbohydrates;One-carbon Metabolism;Methanogenesis_from_methylated_compounds	5
Methionine_Biosynthesis;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Methionine_Biosynthesis	1789
Methionine_Degradation;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Methionine_Degradation	3451
Methylcitrate_cycle;Carbohydrates;Organic acids;Methylcitrate_cycle	871
Na(+)-translocating_NADH-quinone_oxidoreductase_and_rnf-like_group_of_electron_transport_complexes;Respiration;Electron donating reactions;Na(+)-translocating_NADH-quinone_oxidoreductase_and_rnf-like_group_of_electron_transport_complexes	8
Na+_translocating_decarboxylases_and_related_biotin-dependent_enzymes;Respiration;Sodium Ion-Coupled Energetics;Na+_translocating_decarboxylases_and_related_biotin-dependent_enzymes	3
Naphtalene_and_antracene_degradation;Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Naphtalene_and_antracene_degradation	2
NiFe_hydrogenase_maturation;Respiration;Electron donating reactions;NiFe_hydrogenase_maturation	264
Nitrate_and_nitrite_ammonification;Nitrogen Metabolism;-;Nitrate_and_nitrite_ammonification	593
Nitric_oxide_synthase;Nitrogen Metabolism;-;Nitric_oxide_synthase	293
Nitrogen_fixation;Nitrogen Metabolism;-;Nitrogen_fixation	4
Nitrosative_stress;Nitrogen Metabolism;-;Nitrosative_stress	76
Novel_non-oxidative_pathway_of_Uracil_catabolism;Nucleosides and Nucleotides;Pyrimidines;Novel_non-oxidative_pathway_of_Uracil_catabolism	566
Nucleolar_protein_complex;Protein Metabolism;Protein biosynthesis;Nucleolar_protein_complex	134
Nudix_proteins_(nucleoside_triphosphate_hydrolases);Nucleosides and Nucleotides;Detoxification;Nudix_proteins_(nucleoside_triphosphate_hydrolases)	2
Oxidative_stress;Stress Response;Oxidative stress;Oxidative_stress	1786
P38_MAP_kinase_pathways;Regulation and Cell signaling;Signal transduction in Eukaryotes;P38_MAP_kinase_pathways	1
PFGI-1-like_cluster_1;Clustering-based subsystems;-;PFGI-1-like_cluster_1	3
PFGI-1-like_cluster_2;Clustering-based subsystems;-;PFGI-1-like_cluster_2	2
PROSC;Miscellaneous;Plant-Prokaryote DOE project;PROSC	1275
Pentose_phosphate_pathway;Carbohydrates;Central carbohydrate metabolism;Pentose_phosphate_pathway	1229
Peptidoglycan_Biosynthesis;Cell Wall and Capsule;-;Peptidoglycan_Biosynthesis	2137
Peripheral_Glucose_Catabolism_Pathways;Carbohydrates;Central carbohydrate metabolism;Peripheral_Glucose_Catabolism_Pathways	1
Periplasmic-Binding-Protein-Dependent_Transport_System_for_&#945;-Glucosides;Membrane Transport;ABC transporters;Periplasmic-Binding-Protein-Dependent_Transport_System_for_&#945;-Glucosides	30
Phage_tail_proteins_2;Phages, Prophages, Transposable elements, Plasmids;Phages, Prophages;Phage_tail_proteins_2	1
Phenol_hydroxylase;Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Phenol_hydroxylase	1
Phenylacetyl-CoA_catabolic_pathway_(core);Metabolism of Aromatic Compounds;-;Phenylacetyl-CoA_catabolic_pathway_(core)	324
Phenylalanine_and_Tyrosine_Branches_from_Chorismate;Amino Acids and Derivatives;Aromatic amino acids and derivatives;Phenylalanine_and_Tyrosine_Branches_from_Chorismate	7
Phenylpropanoid_compound_degradation;Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Phenylpropanoid_compound_degradation	1
Phosphate_metabolism;Phosphorus Metabolism;-;Phosphate_metabolism	93
Phosphonoalanine_utilization;Amino Acids and Derivatives;-;Phosphonoalanine_utilization	2
Photorespiration_(oxidative_C2_cycle);Carbohydrates;CO2 fixation;Photorespiration_(oxidative_C2_cycle)	4123
Photosystem_I;Photosynthesis;Electron transport and photophosphorylation;Photosystem_I	10
Photosystem_II;Photosynthesis;Electron transport and photophosphorylation;Photosystem_II	11
Photosystem_II-type_photosynthetic_reaction_center;Photosynthesis;Electron transport and photophosphorylation;Photosystem_II-type_photosynthetic_reaction_center	1
Phycobilisome;Photosynthesis;Light-harvesting complexes;Phycobilisome	1
Plasmid-encoded_T-DNA_transfer;Phages, Prophages, Transposable elements, Plasmids;Plasmid related functions;Plasmid-encoded_T-DNA_transfer	2
Polyamine_Metabolism;Amino Acids and Derivatives;Arginine; urea cycle, polyamines;Polyamine_Metabolism	752
Polyglycerolphosphate_lipoteichoic_acid_biosynthesis;Cell Wall and Capsule;Gram-Positive cell wall components;Polyglycerolphosphate_lipoteichoic_acid_biosynthesis	2
Polyhydroxybutyrate_metabolism;Fatty Acids, Lipids, and Isoprenoids;-;Polyhydroxybutyrate_metabolism	24
Potassium_homeostasis;Potassium metabolism;-;Potassium_homeostasis	222
Proline,_4-hydroxyproline_uptake_and_utilization;Amino Acids and Derivatives;Proline and 4-hydroxyproline;Proline,_4-hydroxyproline_uptake_and_utilization	8
Propanediol_utilization;Carbohydrates;Sugar alcohols;Propanediol_utilization	2
Propionate-CoA_to_Succinate_Module;Carbohydrates;Organic acids;Propionate-CoA_to_Succinate_Module	2807
Propionyl-CoA_to_Succinyl-CoA_Module;Carbohydrates;Organic acids;Propionyl-CoA_to_Succinyl-CoA_Module	3232
Proteasome_archaeal;Protein Metabolism;Protein degradation;Proteasome_archaeal	705
Proteasome_bacterial;Protein Metabolism;Protein degradation;Proteasome_bacterial	2358
Proteasome_eukaryotic;Protein Metabolism;Protein degradation;Proteasome_eukaryotic	10
Proteasome_subunit_alpha_archaeal_cluster;Clustering-based subsystems;Proteasome related clusters;Proteasome_subunit_alpha_archaeal_cluster	3
Protection_from_Reactive_Oxygen_Species;Stress Response;Oxidative stress;Protection_from_Reactive_Oxygen_Species	1786
Protein_Acetylation_and_Deacetylation_in_Bacteria;Protein Metabolism;Protein processing and modification;Protein_Acetylation_and_Deacetylation_in_Bacteria	3055
Protein_YjgK_cluster_linked_to_biofilm_formation;Regulation and Cell signaling;Quorum sensing and biofilm formation;Protein_YjgK_cluster_linked_to_biofilm_formation	2
Protein_chaperones;Protein Metabolism;Protein folding;Protein_chaperones	5715
Proteolysis_in_bacteria,_ATP-dependent;Protein Metabolism;Protein degradation;Proteolysis_in_bacteria,_ATP-dependent	7066
Proteorhodopsin;Photosynthesis;-;Proteorhodopsin	1
Protocatechuate_branch_of_beta-ketoadipate_pathway;Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Protocatechuate_branch_of_beta-ketoadipate_pathway	261
Purine_Utilization;Nucleosides and Nucleotides;Purines;Purine_Utilization	13
Purine_conversions;Nucleosides and Nucleotides;Purines;Purine_conversions	133
Putative_sugar_ABC_transporter_(ytf_cluster);Clustering-based subsystems;Carbohydrates;Putative_sugar_ABC_transporter_(ytf_cluster)	10
