Taxon	
mgm4664850.3	
Molybdopterin oxidoreductase	3856	
Monosaccharides	62683	
NAD and NADP	18301	
Nucleotidyl-phosphate metabolic cluster	17870	
One-carbon Metabolism	93898	
Organic acids	46517	
Organic sulfur assimilation	18405	
Osmotic stress	14292	
Oxidative stress	46382	
Pathogenicity islands	12434	
Peripheral pathways for catabolism of aromatic compounds	52173	
Periplasmic Stress	3623	
Phages, Prophages	33395	
Phosphate metabolism	5239	
Phospholipids	28245	
Plant Alkaloids	642	
Plant Hormones	9795	
Plant Octadecanoids	23	
Plant-Prokaryote DOE project	313834	
Plasmid related functions	869	
Polysaccharides	22391	
Probably GTP or GMP signaling related	7181	
Probably Pyrimidine biosynthesis-related	2313	
Probably Ybbk-related hypothetical membrane proteins	1335	
Probably organic hydroperoxide resistance related hypothetical protein	1007	
Programmed Cell Death and Toxin-antitoxin Systems	3460	
Proline and 4-hydroxyproline	14597	
Proteasome related clusters	117	
Protein and nucleoprotein secretion system, Type IV	8113	
Protein biosynthesis	167561	
Protein degradation	50548	
Protein export?	10778	
Protein folding	32254	
Protein processing and modification	47719	
Protein secretion system, Type I	222	
Protein secretion system, Type II	16442	
Protein secretion system, Type III	644	
Protein secretion system, Type V	202	
Protein secretion system, Type VI	11882	
Protein secretion system, Type VII (Chaperone/Usher pathway, CU)	79	
Protein secretion system, Type VIII (Extracellular nucleation/precipitation pathway, ENP)	1094	
Protein translocation across cytoplasmic membrane	16575	
Proteolytic pathway	352	
Purines	56526	
Putative GGDEF domain protein related to agglutinin secretion	142	
Putative Isoquinoline 1-oxidoreductase subunit	13449	
Putative asociate of RNA polymerase sigma-54 factor rpoN	10229	
Putrescine/GABA utilization cluster-temporal,to add to SSs	4015	
Pyridoxine	16165	
Pyrimidines	45466	
Pyruvate kinase associated cluster	3093	
Quinone cofactors	16736	
Quorum sensing and biofilm formation	3345	
RNA processing and modification	95744	
Recombination related cluster	1402	
Regulation of virulence	10122	
Related to Menaquinone-cytochrome C reductase 	379	
Resistance to antibiotics and toxic compounds	112563	
Reverse electron transport	64	
Riboflavin, FMN, FAD	7373	
Ribosomal Protein L28P relates to a set of uncharacterized proteins	6071	
Ribosome-related cluster	7105	
Sarcosine oxidase	2605	
Selenoproteins	16647	
Shiga toxin cluster	3297	
Siderophores	4658	
Signal transduction in Eukaryotes	8	
Social motility and nonflagellar swimming in bacteria	76	
Sodium Ion-Coupled Energetics	523	
Spore DNA protection	1	
Sugar Phosphotransferase Systems, PTS	1777	
Sugar alcohols	23228	
Sulfatases and sulfatase modifying factor 1 (and a hypothetical)	3982	
Tetrapyrroles	29890	
Three hypotheticals linked to lipoprotein biosynthesis	1815	
TldD cluster	3801	
Toxins and superantigens	299	
Transcription	45553	
Translation	6782	
Transposable elements	4890	
Triacylglycerols	593	
Tricarboxylate transporter	3288	
Two related proteases	5586	
Uni- Sym- and Antiporters	1862	
alpha-proteobacterial cluster of hypotheticals	2148	
proteosome related	2686	
recX and regulatory cluster	1784	
tRNA sulfuration	2752	

