Taxon	
mgm4637857.3	
Hypothetical associated with RecF	631	
Hypothetical in Lysine biosynthetic cluster	3118	
Hypothetical lipase related to Phosphatidate metabolism	1706	
Hypothetical protein possible functionally linked with Alanyl-tRNA synthetase	3862	
Inorganic sulfur assimilation	15146	
Invasion and intracellular resistance	359	
Isoprenoid/cell wall biosynthesis: PREDICTED UNDECAPRENYL DIPHOSPHATE PHOSPHATASE	9338	
Isoprenoids	27540	
Light-harvesting complexes	2	
Lipid-derived mediators	136	
Lipoic acid	2517	
Lysine Biosynthesis	642	
Lysine, threonine, methionine, and cysteine	102734	
Metabolism of central aromatic intermediates	22955	
Methylamine utilization	12240	
Molybdopterin oxidoreductase	3178	
Monosaccharides	68225	
NAD and NADP	17220	
Nucleotidyl-phosphate metabolic cluster	16054	
One-carbon Metabolism	81329	
Organic acids	36646	
Organic sulfur assimilation	14843	
Osmotic stress	13913	
Oxidative stress	38145	
Pathogenicity islands	10739	
Peripheral pathways for catabolism of aromatic compounds	40174	
Periplasmic Stress	2541	
Phages, Prophages	30825	
Phosphate metabolism	4748	
Phospholipids	25899	
Plant Alkaloids	781	
Plant Hormones	8615	
Plant Octadecanoids	15	
Plant-Prokaryote DOE project	277904	
Plasmid related functions	313	
Polysaccharides	18300	
Probably GTP or GMP signaling related	6956	
Probably Pyrimidine biosynthesis-related	1963	
Probably Ybbk-related hypothetical membrane proteins	1248	
Probably organic hydroperoxide resistance related hypothetical protein	949	
Programmed Cell Death and Toxin-antitoxin Systems	1575	
Proline and 4-hydroxyproline	13154	
Proteasome related clusters	48	
Protein and nucleoprotein secretion system, Type IV	5613	
Protein biosynthesis	153369	
Protein degradation	46487	
Protein export?	9840	
Protein folding	25504	
Protein processing and modification	40442	
Protein secretion system, Type I	541	
Protein secretion system, Type II	11695	
Protein secretion system, Type III	506	
Protein secretion system, Type V	115	
Protein secretion system, Type VI	8901	
Protein secretion system, Type VII (Chaperone/Usher pathway, CU)	48	
Protein secretion system, Type VIII (Extracellular nucleation/precipitation pathway, ENP)	916	
Protein translocation across cytoplasmic membrane	15106	
Proteolytic pathway	60	
Purines	54008	
Putative GGDEF domain protein related to agglutinin secretion	238	
Putative Isoquinoline 1-oxidoreductase subunit	5055	
Putative asociate of RNA polymerase sigma-54 factor rpoN	11110	
Putrescine/GABA utilization cluster-temporal,to add to SSs	3407	
Pyridoxine	15391	
Pyrimidines	40910	
Pyruvate kinase associated cluster	2906	
Quinone cofactors	14419	
Quorum sensing and biofilm formation	3093	
RNA processing and modification	90035	
Recombination related cluster	1420	
Regulation of virulence	9577	
Related to Menaquinone-cytochrome C reductase 	358	
Resistance to antibiotics and toxic compounds	69782	
Reverse electron transport	154	
Riboflavin, FMN, FAD	7311	
Ribosomal Protein L28P relates to a set of uncharacterized proteins	6242	
Ribosome-related cluster	6477	
Sarcosine oxidase	1878	
Selenoproteins	15083	
Shiga toxin cluster	3444	
Siderophores	3898	
Signal transduction in Eukaryotes	2	
Social motility and nonflagellar swimming in bacteria	111	
Sodium Ion-Coupled Energetics	440	
Sugar Phosphotransferase Systems, PTS	1772	
Sugar alcohols	24386	
Sulfatases and sulfatase modifying factor 1 (and a hypothetical)	6034	
Tetrapyrroles	23845	
Three hypotheticals linked to lipoprotein biosynthesis	1347	
TldD cluster	3230	
Toxins and superantigens	370	
Transcription	40243	
Translation	5365	
Transposable elements	4782	
Triacylglycerols	423	
Tricarboxylate transporter	5849	
Two related proteases	6073	
Uni- Sym- and Antiporters	3020	
alpha-proteobacterial cluster of hypotheticals	760	
proteosome related	4517	
recX and regulatory cluster	1663	
tRNA sulfuration	2340	

