Taxon	
mgm4664863.3	
Protein secretion system, Type VII (Chaperone/Usher pathway, CU)	26	
Protein secretion system, Type VIII (Extracellular nucleation/precipitation pathway, ENP)	412	
Protein translocation across cytoplasmic membrane	5710	
Proteolytic pathway	219	
Purines	19872	
Putative GGDEF domain protein related to agglutinin secretion	53	
Putative Isoquinoline 1-oxidoreductase subunit	4709	
Putative asociate of RNA polymerase sigma-54 factor rpoN	4708	
Putrescine/GABA utilization cluster-temporal,to add to SSs	1227	
Pyridoxine	5555	
Pyrimidines	16415	
Pyruvate kinase associated cluster	1134	
Quinone cofactors	5782	
Quorum sensing and biofilm formation	1151	
RNA processing and modification	33520	
Recombination related cluster	637	
Regulation of virulence	3722	
Related to Menaquinone-cytochrome C reductase 	158	
Resistance to antibiotics and toxic compounds	41383	
Reverse electron transport	64	
Riboflavin, FMN, FAD	2345	
Ribosomal Protein L28P relates to a set of uncharacterized proteins	2319	
Ribosome-related cluster	2402	
Sarcosine oxidase	668	
Selenoproteins	6307	
Shiga toxin cluster	1284	
Siderophores	1189	
Signal transduction in Eukaryotes	3	
Social motility and nonflagellar swimming in bacteria	22	
Sodium Ion-Coupled Energetics	199	
Spore DNA protection	1	
Sugar Phosphotransferase Systems, PTS	678	
Sugar alcohols	8805	
Sulfatases and sulfatase modifying factor 1 (and a hypothetical)	3157	
Tetrapyrroles	9301	
Three hypotheticals linked to lipoprotein biosynthesis	521	
TldD cluster	1385	
Toxins and superantigens	207	
Transcription	16551	
Translation	2489	
Transposable elements	1943	
Triacylglycerols	197	
Tricarboxylate transporter	833	
Two related proteases	2185	
Uni- Sym- and Antiporters	544	
alpha-proteobacterial cluster of hypotheticals	547	
proteosome related	1031	
recX and regulatory cluster	586	
tRNA sulfuration	930	

