Taxon	
mgm4664868.3	
Invasion and intracellular resistance	93	
Isoprenoid/cell wall biosynthesis: PREDICTED UNDECAPRENYL DIPHOSPHATE PHOSPHATASE	6635	
Isoprenoids	21588	
Light-harvesting complexes	2	
Lipid-derived mediators	135	
Lipoic acid	1790	
Lysine Biosynthesis	479	
Lysine, threonine, methionine, and cysteine	79412	
Metabolism of central aromatic intermediates	24520	
Methylamine utilization	10806	
Molybdopterin oxidoreductase	2576	
Monosaccharides	46755	
NAD and NADP	11764	
Nucleotidyl-phosphate metabolic cluster	14764	
One-carbon Metabolism	63691	
Organic acids	31878	
Organic sulfur assimilation	14003	
Osmotic stress	11872	
Oxidative stress	32213	
Pathogenicity islands	7755	
Peripheral pathways for catabolism of aromatic compounds	37765	
Periplasmic Stress	2297	
Phages, Prophages	25526	
Phosphate metabolism	3558	
Phospholipids	21824	
Plant Alkaloids	608	
Plant Hormones	7031	
Plant Octadecanoids	18	
Plant-Prokaryote DOE project	214151	
Plasmid related functions	778	
Polysaccharides	15688	
Probably GTP or GMP signaling related	4890	
Probably Pyrimidine biosynthesis-related	1533	
Probably Ybbk-related hypothetical membrane proteins	970	
Probably organic hydroperoxide resistance related hypothetical protein	834	
Programmed Cell Death and Toxin-antitoxin Systems	2860	
Proline and 4-hydroxyproline	9323	
Proteasome related clusters	57	
Protein and nucleoprotein secretion system, Type IV	6071	
Protein biosynthesis	109181	
Protein degradation	34955	
Protein export?	7113	
Protein folding	21376	
Protein processing and modification	32413	
Protein secretion system, Type I	70	
Protein secretion system, Type II	10726	
Protein secretion system, Type III	452	
Protein secretion system, Type V	192	
Protein secretion system, Type VI	8232	
Protein secretion system, Type VII (Chaperone/Usher pathway, CU)	67	
Protein secretion system, Type VIII (Extracellular nucleation/precipitation pathway, ENP)	728	
Protein translocation across cytoplasmic membrane	10942	
Proteolytic pathway	370	
Purines	38169	
Putative GGDEF domain protein related to agglutinin secretion	123	
Putative Isoquinoline 1-oxidoreductase subunit	9053	
Putative asociate of RNA polymerase sigma-54 factor rpoN	7919	
Putrescine/GABA utilization cluster-temporal,to add to SSs	2834	
Pyridoxine	11020	
Pyrimidines	30909	
Pyruvate kinase associated cluster	2176	
Quinone cofactors	10950	
Quorum sensing and biofilm formation	2211	
RNA processing and modification	64383	
Recombination related cluster	925	
Regulation of virulence	6782	
Related to Menaquinone-cytochrome C reductase 	275	
Resistance to antibiotics and toxic compounds	83153	
Reverse electron transport	62	
Riboflavin, FMN, FAD	4995	
Ribosomal Protein L28P relates to a set of uncharacterized proteins	4103	
Ribosome-related cluster	4773	
Sarcosine oxidase	1848	
Selenoproteins	11444	
Shiga toxin cluster	2347	
Siderophores	1852	
Signal transduction in Eukaryotes	8	
Social motility and nonflagellar swimming in bacteria	72	
Sodium Ion-Coupled Energetics	335	
Sugar Phosphotransferase Systems, PTS	1273	
Sugar alcohols	15950	
Sulfatases and sulfatase modifying factor 1 (and a hypothetical)	5450	
Tetrapyrroles	19862	
Three hypotheticals linked to lipoprotein biosynthesis	1181	
TldD cluster	2637	
Toxins and superantigens	294	
Transcription	30923	
Translation	4744	
Transposable elements	3429	
Triacylglycerols	408	
Tricarboxylate transporter	1373	
Two related proteases	3893	
Uni- Sym- and Antiporters	1255	
alpha-proteobacterial cluster of hypotheticals	1193	
proteosome related	1783	
recX and regulatory cluster	1222	
tRNA sulfuration	1904	

