Taxon	
mgm4664884.3	
Protein secretion system, Type VI	6087	
Protein secretion system, Type VII (Chaperone/Usher pathway, CU)	45	
Protein secretion system, Type VIII (Extracellular nucleation/precipitation pathway, ENP)	521	
Protein translocation across cytoplasmic membrane	8639	
Proteolytic pathway	144	
Purines	30045	
Putative GGDEF domain protein related to agglutinin secretion	80	
Putative Isoquinoline 1-oxidoreductase subunit	7110	
Putative asociate of RNA polymerase sigma-54 factor rpoN	5872	
Putrescine/GABA utilization cluster-temporal,to add to SSs	2311	
Pyridoxine	8798	
Pyrimidines	23757	
Pyruvate kinase associated cluster	1779	
Quinone cofactors	8753	
Quorum sensing and biofilm formation	1688	
RNA processing and modification	50884	
Recombination related cluster	719	
Regulation of virulence	5181	
Related to Menaquinone-cytochrome C reductase 	205	
Resistance to antibiotics and toxic compounds	60500	
Reverse electron transport	47	
Riboflavin, FMN, FAD	3925	
Ribosomal Protein L28P relates to a set of uncharacterized proteins	3260	
Ribosome-related cluster	3842	
Sarcosine oxidase	1292	
Selenoproteins	8834	
Shiga toxin cluster	1772	
Siderophores	2329	
Signal transduction in Eukaryotes	7	
Social motility and nonflagellar swimming in bacteria	50	
Sodium Ion-Coupled Energetics	276	
Sugar Phosphotransferase Systems, PTS	995	
Sugar alcohols	12802	
Sulfatases and sulfatase modifying factor 1 (and a hypothetical)	2159	
Tetrapyrroles	16429	
Three hypotheticals linked to lipoprotein biosynthesis	953	
TldD cluster	2019	
Toxins and superantigens	166	
Transcription	24140	
Translation	3596	
Transposable elements	2597	
Triacylglycerols	315	
Tricarboxylate transporter	1556	
Two related proteases	2957	
Uni- Sym- and Antiporters	985	
alpha-proteobacterial cluster of hypotheticals	1091	
proteosome related	1517	
recX and regulatory cluster	939	
tRNA sulfuration	1423	

