Taxon	
mgm4637829.3	
Hypothetical associated with RecF	932	
Hypothetical in Lysine biosynthetic cluster	3949	
Hypothetical lipase related to Phosphatidate metabolism	2560	
Hypothetical protein possible functionally linked with Alanyl-tRNA synthetase	5100	
Inorganic sulfur assimilation	20798	
Invasion and intracellular resistance	459	
Isoprenoid/cell wall biosynthesis: PREDICTED UNDECAPRENYL DIPHOSPHATE PHOSPHATASE	11935	
Isoprenoids	36499	
Light-harvesting complexes	7	
Lipid-derived mediators	186	
Lipoic acid	3264	
Lysine Biosynthesis	903	
Lysine, threonine, methionine, and cysteine	135237	
Metabolism of central aromatic intermediates	30029	
Methylamine utilization	17398	
Molybdopterin oxidoreductase	4194	
Monosaccharides	93475	
NAD and NADP	23679	
Nucleotidyl-phosphate metabolic cluster	19592	
One-carbon Metabolism	107318	
Organic acids	49469	
Organic sulfur assimilation	19483	
Osmotic stress	18271	
Oxidative stress	52230	
Pathogenicity islands	14612	
Peripheral pathways for catabolism of aromatic compounds	52888	
Periplasmic Stress	3439	
Phages, Prophages	42238	
Phosphate metabolism	6012	
Phospholipids	34317	
Plant Alkaloids	890	
Plant Hormones	11241	
Plant Octadecanoids	19	
Plant-Prokaryote DOE project	370381	
Plasmid related functions	462	
Polysaccharides	24054	
Probably GTP or GMP signaling related	9424	
Probably Pyrimidine biosynthesis-related	2693	
Probably Ybbk-related hypothetical membrane proteins	1858	
Probably organic hydroperoxide resistance related hypothetical protein	1212	
Programmed Cell Death and Toxin-antitoxin Systems	2437	
Proline and 4-hydroxyproline	17797	
Proteasome related clusters	84	
Protein and nucleoprotein secretion system, Type IV	7667	
Protein biosynthesis	209649	
Protein degradation	62133	
Protein export?	13189	
Protein folding	34842	
Protein processing and modification	55515	
Protein secretion system, Type I	810	
Protein secretion system, Type II	15358	
Protein secretion system, Type III	613	
Protein secretion system, Type V	129	
Protein secretion system, Type VI	12126	
Protein secretion system, Type VII (Chaperone/Usher pathway, CU)	79	
Protein secretion system, Type VIII (Extracellular nucleation/precipitation pathway, ENP)	1026	
Protein translocation across cytoplasmic membrane	20555	
Proteolytic pathway	87	
Purines	71480	
Putative GGDEF domain protein related to agglutinin secretion	308	
Putative Isoquinoline 1-oxidoreductase subunit	6402	
Putative asociate of RNA polymerase sigma-54 factor rpoN	14169	
Putrescine/GABA utilization cluster-temporal,to add to SSs	4786	
Pyridoxine	20683	
Pyrimidines	54476	
Pyruvate kinase associated cluster	4030	
Quinone cofactors	19454	
Quorum sensing and biofilm formation	4068	
RNA processing and modification	118805	
Recombination related cluster	1673	
Regulation of virulence	12679	
Related to Menaquinone-cytochrome C reductase 	564	
Resistance to antibiotics and toxic compounds	89844	
Reverse electron transport	175	
Riboflavin, FMN, FAD	9820	
Ribosomal Protein L28P relates to a set of uncharacterized proteins	8073	
Ribosome-related cluster	8603	
Sarcosine oxidase	2532	
Selenoproteins	18852	
Shiga toxin cluster	4374	
Siderophores	6566	
Signal transduction in Eukaryotes	9	
Social motility and nonflagellar swimming in bacteria	76	
Sodium Ion-Coupled Energetics	575	
Spore DNA protection	3	
Sugar Phosphotransferase Systems, PTS	2042	
Sugar alcohols	31501	
Sulfatases and sulfatase modifying factor 1 (and a hypothetical)	7873	
Tetrapyrroles	31834	
Three hypotheticals linked to lipoprotein biosynthesis	1877	
TldD cluster	4275	
Toxins and superantigens	538	
Transcription	55134	
Translation	7262	
Transposable elements	6473	
Triacylglycerols	590	
Tricarboxylate transporter	8015	
Two related proteases	7945	
Uni- Sym- and Antiporters	3872	
alpha-proteobacterial cluster of hypotheticals	1239	
proteosome related	5879	
recX and regulatory cluster	2224	
tRNA sulfuration	3131	

